Label,URL
face,https://urldefense.com/v3/__https://www.sephora.com/product/make-up-for-ever-reboot-foundation-P454035?icid2=products*20grid:p454035__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_4zMrUVQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/laura-mercier-translucent-loose-setting-powder-honey-P461181?skuId=2391464&icid2=products*20grid:p461181__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8602oR1Q$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/pro-filt-r-instant-retouch-setting-powder-P88779810?icid2=products*20grid:p88779810__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_09G7Cmw$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/pro-filt-r-hydrating-longwear-foundation-P448702?icid2=products*20grid:p448702__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx90-3EXlQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/airbrush-flawless-longwear-foundation-P448869?icid2=products*20grid:p448869__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_hTO9zJQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/fenty-beauty-rihanna-match-stix-matte-skinstick-P461800?skuId=1925619&icid2=products*20grid:p461800__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8uNOVOTA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/sheer-glow-foundation-P247355?icid2=products*20grid:p247355__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_CEXASFA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/huda-beauty-fauxfilter-skin-finish-buildable-coverage-foundation-stick-P465324?icid2=products*20grid:p465324__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_zq2liSw$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/diorskin-airflash-spray-foundation-P104914?icid2=products*20grid:p104914__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx88EQOm2A$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/lock-it-blotting-powder-P418800?skuId=1914472&icid2=products*20grid:p418800__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8U_Dg2Sg$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?icid2=products*20grid:p379509__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_sPTjBEA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/tatcha-the-liquid-silk-canvas-featherweight-protective-primer-P456446?icid2=products*20grid:p456446__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8vLvky4Q$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products*20grid:p140906__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8o1erkxw$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-P109936?icid2=products*20grid:p109936__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8V4Uci6A$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/photo-finish-foundation-primer-P9889?icid2=products*20grid:p9889__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_cqpzYUQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/the-porefessional-face-primer-P264900?icid2=products*20grid:p264900__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8rZRmLHw$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/vitamin-enriched-face-base-P270594?icid2=products*20grid:p270594__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9CGBY38A$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/pure-radiant-tinted-moisturizer-spf-30-pa-P302923?icid2=products*20grid:p302923__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9eSqzFfw$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/lock-it-tattoo-foundation-P311138?icid2=products*20grid:p311138__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx-XB8GZlA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products*20grid:p408606__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8IaExKkg$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-brightening-concealer-P64546856?icid2=products*20grid:p64546856__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9ydRRcbQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products*20grid:p432500__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_RzobYKA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/smashbox-photo-finish-primer-trio-set-P463656?icid2=products*20grid:p463656__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8CP0OYGQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/peach-perfect-mattifying-setting-powder-peaches-cream-collection-P422448?skuId=1961218&icid2=products*20grid:p422448__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9h1ChX7g$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/too-faced-beach-to-streets-makeup-set-P459254?icid2=products*20grid:p459254__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8zkXTdqg$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/milk-makeup-hydro-grip-set-refresh-spray-P463071?icid2=products*20grid:p463071__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9UA_KEag$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/accomplice-concealer-touch-up-stick-P442782?icid2=products*20grid:p442782__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_OCdt_eQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/make-no-mistake-foundation-concealer-stick-P420440?icid2=products*20grid:p420440__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8xJQnNNg$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/veil-mineral-primer-P210575?icid2=products*20grid:p210575__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_zH4RJmA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/tarte-maracuja-creaseless-concealer-set-P463658?icid2=products*20grid:p463658__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8cSX5i6Q$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/sunshine-skin-tint-spf-30-P410176?icid2=products*20grid:p410176__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8BUrrPrQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/killawatt-freestyle-highlighter-P64879845?icid2=products*20grid:p64879845__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9Y6ISeGw$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/match-stix-shimmer-skinstick-P73124556?icid2=products*20grid:p73124556__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8k-FrOwg$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/true-portrait-foundation-P449086?skuId=2246486&icid2=products*20grid:p449086__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_Y5EGbQw$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/diamond-bomb-all-over-diamond-veil-P85225585?icid2=products*20grid:p85225585__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9lGGNC_g$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer-P437987?skuId=2137875&icid2=products*20grid:p437987__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9izSg4bA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/contour-strobe-lip-set-P426365?skuId=2001659&icid2=products*20grid:p426365__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_4Va_DbA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/dior-dior-forever-skin-correct-concealer-P454348?icid2=products*20grid:p454348__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx-v8J-SrQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/barepro-performance-wear-powder-foundation-P410543?icid2=products*20grid:p410543__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_kQXxgIA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/sheer-finish-pressed-powder-P270540?icid2=products*20grid:p270540__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8sYta4dg$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/true-skin-serum-foundation-P429548?icid2=products*20grid:p429548__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_WYv6AUg$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/rare-beauty-by-selena-gomez-positive-light-liquid-luminizer-highlight-P38855877?icid2=products*20grid:p38855877__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx87in6nPQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products*20grid:p405102__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx-MwIieIQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/charlotte-tilbury-airbrush-flawless-bronzer-P459144?icid2=products*20grid:p459144__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx_xSltL_Q$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/premium-beauty-balm-spf-45-P285403?icid2=products*20grid:p285403__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx-FyTz0qw$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/veil-translucent-setting-powder-P430240?icid2=products*20grid:p430240__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9Auz5lpg$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/pro-filtr-instant-retouch-primer-P04897543?icid2=products*20grid:p04897543__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx828so8JA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/amazonian-clay-12-hour-full-coverage-foundation-spf-15-P302918?icid2=products*20grid:p302918__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx-hDSIcug$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/pro-filt-r-hydrating-primer-P448703?icid2=products*20grid:p448703__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx905G2_qA$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/vanish-seamless-finish-foundation-stick-P410532?icid2=products*20grid:p410532__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8IZBxv1A$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/barepro-performance-wear-liquid-foundation-broad-spectrum-spf-20-P421001?icid2=products*20grid:p421001__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx-wmDDMNQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/bright-future-gel-serum-concealer-P398009?icid2=products*20grid:p398009__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9VZpR1kQ$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/supergoop-glowscreen-sunscreen-spf-40-P456218?icid2=products*20grid:p456218__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx-dwit-Qw$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/skin-fetish-sublime-perfection-foundation-P447519?icid2=products*20grid:p447519__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx9LKTDUvw$ 
face,https://urldefense.com/v3/__https://www.sephora.com/product/your-skin-but-better-cc-oil-free-matte-with-spf-40-P433435?icid2=products*20grid:p433435__;JQ!!Mih3wA!SDmb7C-mbJC9w0mwRXj1sFpaLGSeE_Z3lGSnfci_-V7PHKPI-CokrwCYsx8yUwJQQQ$ 
