x,y,z,qx,qy,qz,qw
0.002293056807904926,2.2052757551710926,0.10750098907609985,5.537904901622154e-05,-0.0033521949124087195,0.015838302118136787,0.9998689453665639
0.0022956724282220346,2.2052790130377575,0.10750098907265307,5.541219234253341e-05,-0.0033521943604295935,0.01584818811606586,0.9998687887197484
0.0022982879899038685,2.205282270956103,0.10750098906918941,5.544533566276909e-05,-0.0033521938081512936,0.01585807411241852,0.9998686319751873
0.002300903492919051,2.2052855289261273,0.10750098906570894,5.5478478977600075e-05,-0.0033521932555734594,0.01586796010720252,0.9998684751328807
0.0023035189372364023,2.205288786947835,0.10750098906221181,5.551162228670489e-05,-0.003352192702695972,0.015877846100429104,0.9998683181928283
0.0023061343228250797,2.2052920450212268,0.10750098905869812,5.5544765590270584e-05,-0.0033521921495188066,0.015887732092108392,0.9998681611550302
0.0023087496496542953,2.205295303146303,0.10750098905516797,5.557790888811143e-05,-0.003352191596041772,0.015897618082249956,0.9998680040194858
0.002311364917693407,2.2052985613230667,0.1075009890516214,5.561105218057788e-05,-0.0033521910422646232,0.01590750407086274,0.9998678467861954
0.002313980126911982,2.2053018195515195,0.10750098904805855,5.5644195467448466e-05,-0.003352190488187349,0.015917390057957854,0.9998676894551586
0.002316595277279822,2.205305077831662,0.10750098904447968,5.567733874887508e-05,-0.003352189933809854,0.01592727604354435,0.9998675320263752
0.0023192103687666756,2.2053083361634953,0.1075009890408847,5.571048202508179e-05,-0.0033521893791316334,0.015937162027629723,0.9998673744998452
0.002321825401342517,2.205311594547021,0.1075009890372738,5.574362529565258e-05,-0.0033521888241526666,0.015947048010224077,0.9998672168755685
0.0023244403749775365,2.205314852982241,0.1075009890336471,5.577676856102868e-05,-0.003352188268872963,0.015956933991337168,0.9998670591535449
0.0023270552896420514,2.205318111469157,0.10750098903000473,5.580991182095914e-05,-0.003352187713292229,0.01596681997097699,0.9998669013337741
0.002329670145306555,2.20532137000777,0.10750098902634679,5.5843055075576045e-05,-0.0033521871574103655,0.01597670594915381,0.9998667434162561
0.002332284941941833,2.2053246285980808,0.10750098902267335,5.5876198325008534e-05,-0.0033521866012273245,0.015986591925878254,0.9998665854009907
0.00233489967951865,2.2053278872400903,0.10750098901898451,5.5909341568999494e-05,-0.003352186044742822,0.01599647790115716,0.9998664272879777
0.002337514358007914,2.205331145933801,0.1075009890152804,5.5942484808210146e-05,-0.003352185487956792,0.0160063638750018,0.9998662690772171
0.002340128977380837,2.205334404679214,0.10750098901156109,5.5975628042027976e-05,-0.0033521849308691108,0.01601624984742001,0.9998661107687086
0.0023427435376085592,2.2053376634763304,0.10750098900782666,5.600877127061538e-05,-0.0033521843734794885,0.01602613581842023,0.9998659523624521
0.002345358038662624,2.2053409223251514,0.10750098900407722,5.604191449447202e-05,-0.0033521838157879397,0.016036021788011924,0.9998657938584474
0.0023479724805144818,2.2053441812256795,0.10750098900031288,5.6075057712920205e-05,-0.00335218325779415,0.01604590775620278,0.9998656352566947
0.002350586863135878,2.2053474401779147,0.10750098899653375,5.610820092625769e-05,-0.0033521826994980454,0.01605579372300316,0.9998654765571934
0.002353201186498738,2.2053506991818574,0.10750098899274,5.614134413493939e-05,-0.0033521821408995798,0.016065679688420893,0.9998653177599435
0.002355815450575004,2.20535395823751,0.10750098898893162,5.617448733843684e-05,-0.003352181581998494,0.016075565652463996,0.999865158864945
0.0023584296553368442,2.2053572173448748,0.10750098898510875,5.620763053713764e-05,-0.003352181022794681,0.016085451615142195,0.9998649998721977
0.0023610438007566257,2.2053604765039507,0.10750098898127146,5.624077373079069e-05,-0.0033521804632881047,0.01609533757646379,0.9998648407817012
0.0023636578868067165,2.2053637357147413,0.10750098897741986,5.62739169195566e-05,-0.0033521799034784082,0.016105223536436845,0.9998646815934558
0.0023662719134597693,2.205366994977246,0.10750098897355405,5.630706010349631e-05,-0.0033521793433656417,0.016115109495070282,0.9998645223074609
0.00236888588068853,2.2053702542914664,0.10750098896967421,5.6340203282700534e-05,-0.0033521787829495628,0.016124995452371255,0.9998643629237165
0.002371499788465832,2.205373513657404,0.10750098896578042,5.6373346457070346e-05,-0.003352178222230036,0.016134881408349407,0.9998642034422228
0.002374113636764758,2.2053767730750584,0.10750098896187271,5.6406489626678e-05,-0.003352177661206994,0.016144767363012295,0.9998640438629793
0.0023767274255585297,2.205380032544433,0.10750098895795109,5.643963279153257e-05,-0.0033521770998803948,0.016154653316370587,0.999863884185986
0.0023793411548204365,2.2053832920655285,0.10750098895401573,5.6472775951789e-05,-0.003352176538250012,0.01616453926842781,0.9998637244112427
0.0023819548245237543,2.205386551638345,0.10750098895006677,5.6505919107164964e-05,-0.0033521759763152975,0.016174425219194488,0.9998635645387492
0.0023845684346423214,2.2053898112628842,0.10750098894610433,5.6539062258154024e-05,-0.0033521754140769184,0.01618431116868085,0.9998634045685055
0.0023871819851498007,2.2053930709391465,0.10750098894212844,5.657220540444198e-05,-0.0033521748515342887,0.016194197116891743,0.9998632445005116
0.0023897954760199844,2.205396330667133,0.1075009889381392,5.6605348546201725e-05,-0.0033521742886871812,0.016204083063836666,0.9998630843347669
0.0023924089072269467,2.2053995904468446,0.10750098893413676,5.6638491683304025e-05,-0.003352173725535677,0.016213969009522905,0.9998629240712715
0.002395022278744825,2.205402850278284,0.10750098893012111,5.6671634815842586e-05,-0.0033521731620796053,0.01622385495395999,0.9998627637100255
0.002397635590547983,2.2054061101614497,0.10750098892609243,5.670477794420009e-05,-0.0033521725983188468,0.01623374089715451,0.9998626032510285
0.00240024884261069,2.2054093700963455,0.10750098892205076,5.6737921067771243e-05,-0.0033521720342530874,0.016243626839114185,0.9998624426942802
0.0024028620349075616,2.2054126300829697,0.10750098891799627,5.677106418716391e-05,-0.0033521714698823133,0.01625351277984575,0.9998622820397808
0.00240547516741317,2.205415890121325,0.10750098891392898,5.680420730210231e-05,-0.003352170905206373,0.016263398719357395,0.99986212128753
0.0024080882401023834,2.2054191502114118,0.1075009889098489,5.683735041255912e-05,-0.00335217034022517,0.01627328465765677,0.999861960437528
0.0024107012529501533,2.205422410353231,0.10750098890575623,5.68704935185995e-05,-0.003352169774938598,0.016283170594751786,0.999861799489774
0.0024133142059316118,2.2054256705467843,0.10750098890165097,5.690363662042623e-05,-0.003352169209346671,0.01629305653065103,0.9998616384442685
0.0024159270990219625,2.2054289307920714,0.10750098889753326,5.693677971799157e-05,-0.0033521686434491117,0.01630294246535995,0.999861477301011
0.002418539932196504,2.205432191089094,0.10750098889340318,5.696992281119724e-05,-0.0033521680772458113,0.016312828398888764,0.9998613160600015
0.0024211527054308606,2.2054354514378525,0.10750098888926087,5.700306590024714e-05,-0.0033521675107367694,0.01632271433124313,0.9998611547212399
0.002423765418700381,2.2054387118383483,0.1075009888851063,5.703620898502202e-05,-0.0033521669439214295,0.016332600262428658,0.9998609932847259
0.0024263780719808786,2.2054419722905836,0.10750098888093967,5.70693520654835e-05,-0.003352166376800041,0.016342486192454906,0.9998608317504596
0.0024289906652482304,2.205445232794556,0.10750098887676103,5.710249514197302e-05,-0.0033521658093723736,0.016352372121328455,0.9998606701184407
0.0024316031984784273,2.205448493350269,0.10750098887257045,5.713563821425575e-05,-0.003352165241638416,0.016362258049057634,0.999860508388669
0.0024342156716475258,2.205451753957721,0.10750098886836804,5.716878128249315e-05,-0.0033521646735978814,0.016372143975647596,0.9998603465611448
0.0024368280847317817,2.2054550146169154,0.10750098886415389,5.720192434660168e-05,-0.003352164105250823,0.016382029901106536,0.9998601846358673
0.0024394404377074525,2.2054582753278527,0.10750098885992806,5.723506740661019e-05,-0.0033521635365968945,0.016391915825440972,0.9998600226128369
0.0024420527305511804,2.2054615360905325,0.10750098885569058,5.726821046254235e-05,-0.0033521629676362737,0.016401801748659663,0.9998598604920533
0.0024446649632395272,2.2054647969049554,0.10750098885144158,5.7301353514586445e-05,-0.0033521623983687543,0.016411687670768397,0.9998596982735164
0.002447277135749256,2.205468057771123,0.10750098884718115,5.7334496562613934e-05,-0.0033521618287941928,0.01642157359177491,0.9998595359572259
0.0024498892480571497,2.2054713186890362,0.10750098884290941,5.736763960667202e-05,-0.003352161258912299,0.016431459511684593,0.9998593735431819
0.0024525013001401178,2.205474579658695,0.1075009888386263,5.7400782646890885e-05,-0.003352160688723099,0.016441345430504503,0.9998592110313842
0.002455113291975219,2.2054778406801008,0.10750098883433201,5.743392568311539e-05,-0.0033521601182264476,0.016451231348241502,0.9998590484218327
0.0024577252235396894,2.2054811017532545,0.10750098883002666,5.74670687154129e-05,-0.003352159547422284,0.016461117264902746,0.9998588857145271
