date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
2017-01-16,8630.9,8628.65,8630.2,8625.9,8626.9,8630.1,8632.45,8633.25,8631.4,8633.2,8637.5,8638.15,8634.1,8641.8,8639.65,8635.05,8634.25,8634.15,8629.55,8629.6,8627.1,8627.2,8630.45,8631.7,8630.1,8629.5,8635.0,8637.15,8636.75,8636.75,8638.85,8638.1,8638.3,8636.1,8636.8,8638.5,8639.0,8636.35,8636.05,8634.85,8631.35,8632.55,8631.65,8635.3,8639.8,8641.75,8644.7,8647.85,8648.8,8648.95,8649.15,8645.6,8644.6,8645.25,8646.8,8646.2,8648.5,8649.65,8648.75,8648.85
2017-01-17,8687.55,8685.55,8687.7,8683.6,8689.55,8691.2,8691.3,8692.9,8695.8,8693.4,8693.6,8691.85,8690.4,8688.95,8688.3,8686.4,8683.85,8681.15,8685.45,8687.1,8688.85,8689.75,8692.35,8693.55,8689.35,8688.1,8691.95,8691.55,8691.4,8688.35,8688.0,8685.7,8682.05,8685.9,8688.8,8690.4,8690.35,8691.4,8690.8,8692.7,8692.6,8693.25,8692.85,8692.3,8691.25,8691.55,8692.15,8691.65,8689.65,8687.75,8686.45,8682.85,8681.0,8678.4,8678.3,8677.3,8679.85,8682.55,8681.7,8680.85
2017-01-18,8674.45,8680.6,8681.35,8677.0,8678.95,8678.35,8684.85,8685.5,8687.0,8683.65,8687.2,8682.75,8687.15,8686.4,8689.45,8690.85,8690.8,8690.45,8692.2,8693.05,8696.7,8696.7,8698.7,8700.9,8702.85,8707.65,8705.15,8706.45,8708.0,8705.5,8707.0,8707.15,8707.5,8708.95,8709.1,8706.8,8704.5,8703.6,8705.75,8705.85,8707.45,8710.25,8712.3,8711.35,8709.15,8709.25,8710.15,8709.45,8709.05,8709.1,8710.0,8712.05,8713.1,8712.7,8711.6,8711.8,8710.35,8707.7,8707.65,8709.3
2017-01-19,8670.3,8677.85,8674.05,8672.45,8671.25,8678.15,8683.8,8687.55,8689.1,8687.7,8685.95,8682.25,8680.65,8683.35,8687.6,8686.65,8689.8,8691.0,8682.75,8683.0,8679.65,8680.9,8681.85,8679.8,8680.7,8682.15,8683.3,8683.1,8679.2,8681.1,8679.7,8682.35,8682.6,8683.95,8684.85,8683.7,8684.05,8684.55,8684.5,8684.45,8685.9,8683.0,8679.25,8679.45,8679.9,8679.65,8678.55,8679.05,8679.1,8679.15,8677.15,8674.6,8673.45,8673.35,8671.95,8670.25,8667.65,8668.0,8672.05,8672.75
2017-01-20,8670.1,8674.4,8678.95,8677.5,8680.8,8687.1,8681.0,8678.95,8678.15,8677.95,8676.5,8674.9,8677.2,8678.95,8677.2,8673.25,8675.15,8674.15,8670.9,8671.5,8667.7,8669.55,8672.1,8668.8,8670.35,8668.65,8670.5,8670.95,8673.45,8675.0,8677.2,8677.1,8676.25,8675.15,8674.0,8673.9,8675.9,8676.3,8676.0,8675.0,8674.4,8672.05,8669.85,8670.25,8669.75,8669.05,8669.9,8670.0,8672.8,8672.3,8673.1,8676.05,8676.7,8675.4,8676.85,8676.55,8677.1,8676.15,8677.0,8676.4
2017-01-23,8597.15,8598.45,8604.0,8605.45,8602.35,8599.75,8599.75,8601.0,8605.35,8603.2,8597.85,8601.85,8601.85,8604.55,8606.4,8607.25,8609.15,8610.65,8617.9,8627.05,8626.65,8638.55,8639.7,8636.15,8639.25,8638.4,8643.45,8642.85,8646.15,8644.75,8646.4,8649.5,8646.65,8648.55,8644.45,8639.2,8640.75,8638.85,8643.3,8642.3,8647.75,8645.15,8643.85,8643.55,8640.4,8641.4,8644.9,8642.8,8643.95,8641.15,8641.25,8639.15,8641.0,8638.8,8637.15,8640.4,8640.65,8637.45,8636.45,8636.55
2017-01-24,8675.45,8676.7,8673.55,8676.6,8679.8,8678.2,8681.95,8680.9,8685.6,8686.15,8688.05,8686.5,8682.2,8680.0,8683.75,8688.35,8687.55,8689.0,8687.85,8689.05,8690.2,8688.05,8685.25,8686.35,8683.0,8684.0,8683.95,8683.3,8683.65,8686.2,8685.0,8684.0,8682.8,8681.65,8678.05,8677.3,8676.75,8679.5,8680.5,8679.7,8681.0,8684.45,8686.45,8686.65,8686.85,8686.2,8687.0,8687.25,8689.25,8689.1,8690.9,8691.25,8691.8,8694.35,8694.7,8693.35,8693.35,8694.55,8694.05,8693.0
2017-01-25,8765.75,8762.75,8761.25,8762.6,8764.9,8764.25,8760.45,8760.55,8758.95,8760.8,8764.75,8766.0,8771.3,8774.6,8777.15,8777.15,8780.35,8779.2,8777.15,8777.5,8774.95,8775.95,8776.45,8777.55,8778.6,8780.55,8781.4,8783.2,8782.15,8784.2,8783.9,8785.05,8783.25,8781.05,8778.75,8775.9,8777.0,8778.4,8778.6,8778.45,8777.6,8777.05,8776.25,8777.4,8778.25,8777.9,8778.15,8778.85,8780.2,8778.95,8775.95,8772.75,8769.15,8769.55,8764.95,8762.85,8767.55,8767.1,8769.45,8772.65
2017-01-27,8890.95,8892.0,8901.7,8903.35,8901.05,8908.6,8910.45,8910.35,8912.3,8916.5,8915.2,8913.05,8913.85,8912.4,8911.2,8911.6,8909.9,8909.8,8908.7,8909.9,8910.25,8912.0,8917.35,8918.9,8920.55,8919.3,8924.1,8925.6,8925.0,8925.05,8923.95,8917.05,8917.05,8916.85,8916.4,8913.6,8912.7,8912.35,8914.25,8919.35,8922.1,8921.3,8923.25,8924.85,8920.3,8919.75,8920.65,8921.65,8923.15,8922.6,8923.0,8923.4,8922.85,8922.6,8922.15,8922.9,8922.15,8921.0,8921.45,8923.9
2017-01-30,8903.1,8898.35,8903.75,8908.15,8905.2,8905.7,8914.75,8921.7,8912.65,8914.5,8918.4,8913.65,8910.45,8914.0,8915.6,8916.95,8915.7,8913.2,8918.75,8917.05,8917.85,8915.9,8907.9,8903.55,8894.75,8896.05,8891.7,8887.9,8886.7,8891.8,8891.6,8891.3,8890.75,8886.5,8889.2,8892.45,8900.7,8903.55,8900.85,8902.55,8904.1,8905.55,8903.9,8904.7,8903.65,8901.2,8897.9,8898.4,8900.0,8900.75,8903.05,8903.9,8902.25,8901.55,8901.3,8903.5,8902.85,8905.55,8904.4,8906.85
2017-01-31,8885.45,8879.05,8879.85,8883.8,8885.25,8882.8,8877.7,8875.0,8873.35,8874.45,8870.6,8872.95,8873.45,8872.25,8870.45,8861.5,8862.9,8862.6,8862.1,8856.95,8861.5,8865.75,8867.25,8867.7,8868.85,8866.1,8865.0,8865.15,8865.45,8866.7,8870.6,8872.75,8876.05,8876.8,8874.15,8870.95,8871.45,8874.1,8877.9,8879.9,8881.25,8885.8,8886.25,8883.95,8883.7,8884.3,8880.15,8879.05,8880.75,8880.1,8880.7,8883.75,8885.35,8887.65,8890.3,8892.85,8890.7,8888.4,8885.65,8884.05
2017-02-01,8835.0,8838.4,8840.25,8838.15,8842.5,8846.65,8843.15,8839.0,8845.75,8838.4,8838.25,8839.25,8836.3,8837.1,8835.3,8837.9,8840.1,8834.2,8832.85,8830.0,8829.1,8826.25,8824.4,8821.5,8822.25,8824.45,8822.4,8825.05,8827.1,8831.05,8830.6,8832.75,8831.65,8829.85,8823.45,8824.95,8826.9,8825.9,8824.1,8821.55,8823.55,8822.85,8825.0,8820.4,8821.75,8827.3,8829.25,8829.45,8829.2,8826.5,8826.3,8828.75,8828.9,8829.2,8830.8,8833.55,8831.7,8829.4,8827.75,8826.45
2017-02-02,8976.4,8981.35,8980.0,8985.55,8987.95,8989.0,8989.25,8985.05,8978.15,8974.0,8975.95,8977.95,8977.9,8973.5,8969.8,8971.45,8974.6,8971.45,8970.25,8969.95,8970.3,8970.9,8978.7,8984.6,8983.85,8986.65,8992.75,8991.1,8997.0,9000.05,8997.1,9000.35,9001.85,9004.0,8999.05,8997.9,9000.4,9000.45,8998.1,8993.45,8995.95,8993.4,8994.1,8996.45,8991.65,8989.9,8989.05,8992.05,8994.35,8994.15,8996.75,8997.6,8996.3,8994.95,8994.45,9000.45,8998.1,8997.15,8999.3,8998.25
2017-02-03,9009.25,9009.3,9017.8,9019.5,9014.5,9010.35,9015.05,9015.6,9018.0,9016.55,9020.3,9017.95,9023.05,9019.45,9018.4,9020.75,9010.3,9011.55,9009.0,9012.75,9018.9,9015.65,9016.2,9015.95,9017.15,9015.7,9017.45,9017.9,9015.8,9018.35,9015.45,9016.2,9014.0,9017.9,9017.9,9020.85,9019.2,9023.05,9024.15,9029.05,9031.65,9034.0,9031.8,9030.4,9030.35,9028.1,9024.35,9027.4,9024.05,9020.5,9023.55,9020.55,9020.2,9017.5,9013.6,9010.8,9011.4,9008.4,9006.1,9006.05
2017-02-06,9073.55,9072.35,9070.25,9079.05,9072.3,9071.2,9073.2,9074.55,9071.7,9078.55,9075.15,9077.3,9078.25,9075.9,9071.85,9073.35,9081.4,9078.6,9081.85,9081.55,9081.7,9081.0,9081.0,9080.65,9082.6,9087.2,9083.65,9085.1,9085.95,9087.95,9089.8,9094.1,9091.5,9091.1,9090.0,9089.6,9088.45,9082.8,9084.85,9085.5,9084.7,9083.7,9081.15,9079.9,9078.2,9075.75,9075.55,9073.2,9074.9,9077.35,9079.35,9079.3,9081.05,9080.5,9081.5,9079.4,9076.95,9076.2,9077.85,9078.0
2017-02-07,9084.35,9087.85,9084.3,9083.1,9083.4,9083.95,9092.65,9094.55,9086.15,9093.05,9088.65,9091.45,9090.1,9090.1,9093.2,9087.7,9086.0,9083.25,9076.4,9077.4,9075.15,9077.55,9077.05,9069.65,9071.5,9075.1,9077.0,9080.25,9076.75,9077.65,9072.95,9073.2,9077.1,9081.0,9079.45,9078.65,9079.35,9076.15,9075.25,9077.15,9073.9,9075.5,9079.55,9082.3,9084.1,9086.1,9086.5,9091.2,9084.3,9081.2,9085.0,9084.65,9083.0,9082.95,9083.35,9082.25,9080.75,9079.0,9079.6,9079.55
2017-02-08,9063.3,9066.05,9065.25,9068.55,9072.15,9070.3,9078.1,9074.1,9076.65,9075.3,9070.85,9070.15,9072.65,9070.55,9070.95,9067.55,9069.35,9069.3,9067.0,9070.55,9071.25,9075.0,9070.95,9071.2,9068.15,9067.85,9071.8,9070.3,9068.95,9070.9,9072.1,9074.95,9072.9,9072.45,9073.3,9071.85,9072.05,9072.2,9072.95,9070.05,9067.0,9068.4,9066.8,9066.6,9066.75,9068.75,9070.55,9071.05,9072.0,9073.35,9072.0,9072.05,9071.25,9067.6,9066.5,9065.9,9064.75,9066.15,9063.6,9065.35
2017-02-09,9106.1,9104.65,9109.15,9106.3,9106.35,9114.3,9113.55,9112.8,9113.5,9109.55,9107.0,9109.65,9108.45,9108.9,9105.75,9107.0,9106.2,9105.8,9102.2,9101.6,9097.45,9096.35,9100.55,9100.0,9101.15,9101.45,9102.55,9101.95,9103.9,9104.5,9103.65,9101.2,9100.9,9099.75,9099.0,9099.25,9098.9,9098.15,9096.3,9095.2,9095.25,9095.2,9091.45,9093.55,9093.15,9093.05,9093.15,9085.8,9089.3,9086.45,9086.1,9086.5,9085.35,9080.3,9079.45,9075.85,9072.05,9074.6,9071.35,9069.45
2017-02-10,9107.2,9103.2,9095.5,9093.15,9096.1,9099.2,9096.25,9101.8,9099.35,9095.15,9092.0,9089.7,9086.55,9086.7,9085.6,9090.4,9087.5,9092.5,9090.8,9091.65,9093.65,9095.15,9095.2,9094.7,9095.5,9092.05,9092.6,9091.6,9092.0,9090.8,9091.95,9087.9,9083.45,9079.1,9077.35,9073.05,9071.9,9075.35,9076.9,9079.1,9083.45,9084.9,9088.4,9084.7,9085.15,9085.95,9082.25,9080.65,9082.35,9084.15,9084.1,9086.7,9087.3,9088.65,9089.55,9092.85,9094.75,9093.5,9094.5,9094.25
2017-02-13,9109.55,9109.05,9105.4,9099.65,9097.15,9101.95,9096.45,9093.3,9099.05,9097.2,9097.9,9096.3,9093.2,9091.2,9086.85,9085.15,9082.0,9080.1,9081.2,9087.65,9087.85,9091.6,9096.35,9096.9,9094.55,9093.8,9091.9,9093.25,9094.9,9094.9,9098.8,9100.85,9101.7,9098.25,9097.55,9097.55,9093.25,9092.15,9091.55,9092.0,9091.0,9092.6,9092.55,9092.75,9094.35,9095.2,9094.65,9096.9,9096.8,9097.55,9098.85,9099.25,9099.3,9099.55,9101.65,9102.45,9100.55,9100.4,9098.55,9098.2
2017-02-14,9082.65,9078.25,9074.35,9086.0,9084.2,9080.3,9073.85,9074.25,9068.65,9072.15,9074.5,9076.2,9071.35,9070.4,9068.3,9072.3,9072.7,9072.0,9073.1,9070.55,9071.2,9068.25,9067.7,9065.4,9062.75,9061.45,9064.1,9066.05,9066.3,9066.4,9062.45,9060.1,9059.15,9059.6,9056.1,9052.1,9054.1,9056.8,9061.8,9062.45,9064.35,9066.95,9069.2,9071.45,9071.9,9072.75,9073.6,9076.15,9077.7,9078.45,9076.35,9072.7,9072.65,9072.1,9074.35,9074.1,9076.7,9077.65,9076.65,9076.85
2017-02-15,9077.1,9076.25,9075.15,9074.4,9071.35,9064.85,9062.2,9060.8,9059.6,9061.35,9066.1,9064.7,9068.95,9066.45,9067.45,9063.75,9061.05,9060.4,9058.15,9060.8,9061.1,9066.0,9069.5,9072.25,9068.85,9068.65,9067.1,9066.5,9070.35,9066.8,9065.9,9066.75,9068.2,9065.35,9064.25,9065.85,9068.15,9068.35,9068.55,9065.4,9062.05,9062.3,9063.9,9066.6,9065.8,9066.15,9066.6,9067.85,9066.1,9065.3,9065.3,9064.65,9064.2,9062.35,9059.35,9060.75,9060.3,9062.25,9064.0,9060.85
2017-02-16,9014.45,9005.9,9004.95,9008.15,9002.3,8995.9,9004.0,9000.05,9001.65,9007.85,9005.3,9002.2,9005.95,9008.1,9001.65,9002.05,8999.35,8995.7,8992.9,8997.9,8996.45,8990.15,8986.55,8985.1,8982.55,8984.15,8988.75,8988.9,8988.35,8990.2,8992.35,8989.7,8991.95,8991.15,8990.8,8993.05,8995.55,8997.4,8994.6,8996.4,8994.95,8993.9,8990.6,8989.8,8986.95,8985.65,8987.3,8991.65,8989.55,8992.35,8994.0,8997.35,8999.1,9002.05,9001.75,9004.05,9005.5,9004.1,8998.95,8995.05
2017-02-17,9150.85,9152.5,9150.65,9133.6,9131.7,9133.95,9129.95,9127.95,9130.0,9130.8,9127.45,9123.15,9123.45,9125.6,9127.45,9122.9,9122.7,9119.85,9118.05,9116.8,9111.25,9107.25,9107.05,9111.05,9114.25,9111.4,9104.6,9100.9,9101.5,9097.9,9092.3,9095.0,9095.3,9092.15,9088.15,9092.4,9097.4,9096.2,9104.65,9100.15,9097.85,9099.05,9099.05,9100.05,9105.45,9108.25,9106.25,9108.9,9108.05,9108.3,9106.1,9106.95,9108.3,9108.6,9106.15,9106.3,9104.2,9101.9,9099.9,9099.95
2017-02-20,9104.85,9111.8,9107.4,9110.2,9110.85,9105.3,9106.35,9108.55,9107.6,9103.1,9099.65,9102.65,9101.05,9100.95,9100.95,9105.6,9104.65,9107.2,9107.15,9111.7,9113.7,9113.4,9116.9,9116.6,9111.8,9113.1,9113.6,9114.35,9112.5,9113.6,9117.05,9118.15,9121.65,9123.6,9124.05,9121.1,9121.7,9123.9,9124.85,9126.85,9127.75,9128.0,9126.7,9125.0,9124.9,9125.7,9125.45,9124.65,9121.05,9121.0,9118.95,9119.05,9118.4,9116.05,9114.6,9115.5,9114.55,9114.2,9119.35,9121.75
2017-02-21,9170.7,9172.6,9171.8,9169.1,9174.9,9177.85,9179.55,9182.35,9182.3,9182.3,9184.9,9180.0,9176.45,9173.55,9176.5,9181.1,9182.3,9187.05,9185.95,9184.95,9181.6,9180.15,9182.55,9182.05,9182.65,9181.1,9180.0,9179.4,9182.55,9183.35,9184.8,9188.2,9184.7,9184.5,9184.15,9183.4,9184.2,9186.3,9187.1,9188.1,9188.1,9187.55,9190.6,9190.05,9189.5,9189.6,9187.5,9188.1,9189.45,9190.1,9190.05,9191.35,9190.15,9190.05,9189.15,9188.6,9185.35,9186.7,9187.15,9188.95
2017-02-22,9222.25,9223.95,9220.4,9220.65,9227.05,9227.35,9231.1,9236.0,9231.2,9234.1,9232.15,9233.95,9233.1,9232.65,9231.5,9229.85,9229.4,9224.25,9220.6,9226.25,9226.8,9228.3,9222.15,9224.85,9220.3,9216.45,9217.25,9213.9,9215.4,9219.8,9219.8,9220.85,9216.35,9219.55,9220.05,9223.0,9220.6,9218.45,9217.15,9218.5,9217.9,9219.85,9220.35,9221.55,9222.1,9224.2,9227.5,9227.85,9228.0,9228.5,9229.2,9227.6,9227.75,9228.65,9228.1,9228.2,9226.9,9224.0,9226.65,9228.95
2017-02-23,9223.7,9231.1,9234.3,9236.85,9241.65,9238.0,9238.05,9233.5,9229.65,9230.2,9231.85,9232.4,9228.8,9227.7,9227.25,9231.7,9228.5,9236.85,9237.6,9240.25,9241.75,9237.25,9240.45,9239.0,9238.05,9238.7,9238.7,9233.7,9233.0,9236.3,9234.6,9233.25,9231.7,9233.5,9232.45,9229.7,9229.4,9227.2,9225.5,9226.7,9227.2,9228.95,9232.0,9232.65,9235.1,9235.25,9234.55,9231.7,9231.55,9230.45,9231.45,9234.75,9234.55,9233.55,9233.65,9234.4,9236.15,9234.65,9230.45,9231.7
2017-02-27,9199.05,9211.8,9213.15,9213.3,9219.4,9223.6,9222.7,9220.35,9219.25,9216.8,9218.85,9223.7,9221.6,9224.65,9223.3,9222.8,9227.95,9227.7,9228.7,9224.25,9224.55,9226.15,9224.85,9227.2,9229.2,9228.75,9229.75,9230.6,9232.85,9230.95,9229.7,9225.85,9222.7,9219.6,9217.7,9221.0,9224.0,9225.2,9226.4,9224.75,9223.15,9225.15,9224.0,9225.2,9227.2,9229.25,9229.95,9229.75,9225.55,9224.75,9227.9,9227.5,9227.0,9224.7,9221.35,9214.2,9214.25,9213.6,9214.95,9217.55
2017-02-28,9183.85,9187.0,9192.85,9190.25,9183.85,9193.35,9193.85,9193.95,9195.5,9198.05,9198.6,9197.0,9198.05,9194.55,9192.85,9192.15,9190.2,9192.35,9190.05,9188.15,9183.6,9181.15,9185.1,9184.45,9184.8,9184.05,9182.95,9182.8,9182.65,9181.35,9181.1,9180.9,9185.5,9188.3,9189.55,9191.85,9190.85,9191.8,9192.45,9192.15,9194.35,9194.5,9193.65,9195.7,9197.4,9198.1,9200.95,9197.4,9196.35,9195.0,9195.05,9193.2,9191.15,9190.8,9189.55,9188.05,9186.7,9188.1,9189.95,9188.0
2017-03-01,9204.0,9210.65,9211.95,9206.5,9206.45,9211.4,9210.85,9211.6,9211.15,9211.85,9211.9,9213.9,9210.35,9209.5,9212.1,9214.7,9219.45,9232.6,9229.65,9231.8,9234.8,9226.3,9224.55,9226.4,9223.05,9224.3,9224.2,9224.1,9228.25,9227.8,9231.8,9231.6,9235.6,9234.05,9228.85,9229.6,9228.9,9227.15,9224.9,9223.8,9225.5,9224.7,9225.2,9223.3,9221.7,9222.7,9225.05,9224.65,9222.45,9219.8,9221.05,9221.15,9220.1,9221.2,9217.7,9220.0,9222.5,9223.4,9222.5,9224.1
2017-03-02,9272.75,9270.75,9268.95,9262.35,9268.15,9268.8,9268.15,9264.65,9266.95,9263.85,9261.75,9258.85,9262.75,9264.55,9262.55,9265.15,9269.55,9263.3,9265.9,9265.55,9264.4,9262.95,9263.35,9266.85,9269.15,9272.55,9268.7,9267.1,9270.4,9270.3,9272.95,9272.25,9272.8,9269.45,9269.3,9267.45,9268.2,9269.35,9271.05,9271.2,9273.0,9273.7,9276.05,9276.15,9276.4,9277.1,9275.75,9273.35,9269.7,9269.55,9268.25,9269.4,9270.45,9270.75,9269.7,9269.65,9272.1,9271.95,9271.3,9272.0
2017-03-03,9149.8,9147.0,9148.65,9142.95,9138.6,9139.55,9147.2,9151.45,9148.65,9152.2,9150.8,9161.5,9158.95,9161.85,9163.7,9163.3,9156.95,9153.45,9150.35,9147.25,9151.6,9153.6,9156.2,9156.45,9156.25,9150.45,9153.65,9152.35,9155.4,9152.95,9149.85,9143.7,9140.9,9136.1,9134.4,9132.9,9137.1,9139.85,9136.3,9131.8,9129.45,9131.15,9130.2,9133.35,9130.9,9131.25,9131.4,9126.85,9130.95,9128.15,9125.4,9127.1,9129.4,9129.2,9128.7,9134.2,9134.8,9136.05,9136.55,9140.35
2017-03-06,9196.4,9194.4,9190.2,9190.25,9195.0,9200.85,9202.45,9202.25,9197.5,9193.75,9193.05,9196.8,9199.1,9198.75,9204.3,9205.25,9204.1,9207.4,9207.65,9224.3,9223.45,9220.85,9218.2,9214.8,9212.55,9214.45,9213.1,9211.95,9212.05,9214.05,9213.8,9215.0,9216.35,9217.65,9218.8,9220.3,9220.35,9221.6,9222.05,9220.45,9221.45,9222.5,9223.35,9220.5,9218.25,9217.45,9217.4,9215.9,9215.3,9217.1,9217.2,9219.0,9219.05,9219.45,9220.6,9222.15,9222.55,9218.95,9217.25,9219.85
