date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
2017-12-29,10954.75,10959.1,10959.8,10954.45,10950.85,10955.85,10960.55,10958.35,10962.5,10966.3,10968.65,10964.3,10965.65,10965.65,10967.1,10967.85,10965.15,10965.2,10964.6,10959.3,10957.75,10963.9,10960.65,10960.35,10960.3,10961.9,10963.45,10965.35,10965.85,10968.0,10970.0,10967.85,10967.5,10968.75,10968.65,10967.85,10968.0,10968.25,10969.2,10965.25,10964.2,10962.6,10962.65,10962.0,10960.65,10959.05,10961.7,10961.55,10960.4,10961.95,10966.2,10964.0,10964.55,10966.5,10965.9,10965.65,10968.5,10968.1,10968.5,10969.4
2018-01-01,10981.15,10984.7,10981.3,10979.6,10982.5,10985.1,10988.8,10992.25,10989.65,10987.1,10985.7,10986.3,10983.95,10981.1,10979.8,10975.95,10974.65,10975.7,10974.0,10972.15,10977.35,10977.35,10976.35,10975.9,10976.9,10979.25,10978.75,10981.2,10981.3,10982.7,10983.05,10982.85,10983.75,10984.2,10984.75,10986.05,10985.9,10985.4,10985.25,10986.0,10986.35,10987.65,10990.35,10987.45,10986.25,10985.3,10987.5,10987.4,10989.6,10992.1,10990.85,10991.95,10992.2,10991.55,10991.6,10992.25,10991.05,10991.3,10991.05,10991.85
2018-01-02,10953.5,10956.75,10956.9,10947.85,10939.4,10939.6,10936.5,10934.0,10928.4,10926.45,10931.75,10931.8,10929.45,10933.1,10936.1,10933.75,10932.45,10928.3,10921.65,10914.9,10918.45,10913.3,10918.0,10909.05,10893.4,10891.0,10896.15,10900.55,10901.05,10902.3,10907.85,10899.65,10892.85,10882.5,10880.4,10885.9,10888.95,10891.85,10889.85,10889.0,10890.15,10891.55,10890.25,10886.6,10889.65,10882.8,10872.85,10873.45,10874.15,10869.95,10865.5,10870.85,10871.9,10867.3,10859.55,10857.0,10862.4,10865.7,10871.45,10876.7
2018-01-03,10937.2,10930.85,10926.95,10930.75,10933.05,10932.3,10934.1,10935.9,10937.6,10934.0,10936.8,10935.15,10930.1,10933.65,10934.9,10924.5,10927.1,10929.55,10927.1,10931.0,10929.9,10934.5,10935.8,10935.75,10932.3,10932.1,10931.8,10933.4,10934.8,10933.9,10935.7,10938.8,10943.75,10947.0,10949.55,10951.95,10948.8,10946.5,10945.05,10945.55,10945.15,10949.1,10949.4,10951.3,10952.8,10963.65,10965.4,10965.1,10966.75,10963.55,10959.95,10962.6,10959.9,10955.4,10958.4,10958.3,10957.1,10956.8,10957.95,10961.2
2018-01-04,10931.8,10927.6,10931.8,10926.5,10920.05,10915.15,10915.85,10910.15,10911.55,10911.05,10919.3,10918.8,10922.05,10923.55,10927.1,10918.45,10920.95,10921.9,10923.4,10926.8,10922.35,10924.75,10925.75,10926.85,10925.95,10930.75,10932.8,10928.5,10931.55,10930.05,10929.15,10928.55,10929.85,10926.05,10930.25,10931.1,10932.65,10933.45,10932.7,10929.7,10931.8,10929.65,10930.55,10929.7,10929.25,10930.8,10931.35,10933.0,10932.0,10933.1,10934.05,10931.3,10930.45,10928.8,10927.95,10926.85,10924.55,10922.95,10920.35,10919.05
2018-01-05,11012.5,11013.0,11014.4,11013.35,11021.55,11021.1,11024.3,11024.95,11024.6,11024.0,11023.45,11023.85,11022.4,11025.05,11028.95,11033.0,11036.2,11036.05,11034.1,11034.0,11035.5,11035.3,11039.55,11037.95,11037.25,11035.1,11031.75,11030.75,11028.7,11031.85,11035.6,11034.95,11038.7,11039.15,11039.15,11042.35,11040.8,11042.15,11041.45,11039.9,11038.9,11038.45,11039.2,11039.55,11039.55,11040.55,11039.75,11040.75,11042.65,11042.05,11042.0,11042.25,11043.2,11045.45,11048.95,11048.3,11045.5,11044.9,11041.95,11041.5
2018-01-08,11096.75,11093.6,11097.15,11101.9,11101.85,11099.0,11100.6,11105.8,11106.6,11103.75,11104.6,11104.4,11105.65,11103.3,11099.5,11096.15,11095.2,11095.75,11093.7,11098.7,11100.9,11102.15,11100.85,11102.35,11100.55,11102.5,11105.0,11107.1,11110.75,11111.15,11109.2,11111.25,11109.8,11108.8,11109.35,11113.0,11111.3,11110.7,11108.9,11106.85,11103.75,11105.95,11101.95,11105.3,11104.6,11106.4,11103.55,11105.25,11106.75,11108.75,11109.65,11109.65,11109.95,11107.95,11109.0,11107.8,11108.05,11108.85,11107.85,11106.75
2018-01-09,11140.55,11136.35,11134.35,11133.1,11125.45,11117.15,11108.4,11103.65,11101.95,11107.8,11114.0,11115.65,11119.9,11120.35,11120.9,11124.55,11120.0,11114.65,11109.1,11110.15,11104.7,11103.15,11104.5,11108.85,11108.5,11109.95,11109.85,11111.1,11109.15,11109.3,11113.4,11117.3,11116.7,11118.5,11117.6,11117.25,11117.5,11119.45,11121.05,11118.5,11119.85,11119.0,11119.7,11119.75,11119.2,11121.6,11121.6,11121.75,11122.05,11121.0,11120.8,11120.05,11118.4,11114.25,11115.25,11117.45,11119.7,11119.85,11123.2,11123.0
2018-01-10,11141.75,11127.05,11129.05,11130.45,11126.8,11120.9,11121.1,11124.1,11126.6,11130.35,11130.25,11131.2,11131.25,11133.15,11128.65,11128.25,11123.55,11123.45,11123.3,11123.85,11125.9,11123.25,11122.5,11125.25,11127.7,11127.6,11126.75,11129.75,11128.5,11131.2,11134.65,11134.8,11133.4,11131.0,11132.15,11132.55,11133.35,11132.7,11134.7,11135.2,11135.0,11135.15,11133.15,11134.15,11134.65,11137.2,11137.85,11136.25,11136.05,11132.9,11132.0,11128.25,11132.8,11130.9,11130.35,11131.95,11131.3,11129.85,11130.9,11131.8
2018-01-11,11110.85,11105.6,11106.65,11109.55,11111.65,11112.15,11108.35,11109.05,11109.5,11105.75,11101.3,11102.2,11103.4,11102.2,11102.25,11103.95,11105.3,11107.4,11107.65,11107.75,11103.55,11097.9,11095.05,11094.25,11096.45,11101.35,11096.75,11098.0,11097.35,11097.25,11096.9,11098.6,11102.1,11103.15,11102.35,11100.85,11104.45,11104.9,11106.45,11106.1,11108.25,11109.85,11107.9,11104.4,11107.95,11110.35,11109.1,11107.85,11105.4,11105.7,11107.65,11110.9,11109.85,11110.4,11109.5,11109.1,11108.1,11109.05,11110.45,11110.3
2018-01-12,11172.05,11168.15,11166.35,11170.35,11167.5,11165.2,11162.8,11160.8,11162.5,11166.1,11166.4,11165.5,11165.95,11169.7,11169.5,11169.6,11166.25,11168.75,11166.15,11164.1,11161.55,11160.35,11161.9,11164.45,11162.45,11163.35,11163.6,11161.8,11164.4,11163.7,11164.3,11164.2,11166.65,11167.85,11164.75,11164.9,11165.25,11165.45,11163.3,11163.15,11162.55,11164.5,11164.8,11167.05,11168.35,11166.15,11167.8,11168.95,11169.75,11170.45,11169.95,11166.85,11166.4,11164.55,11162.8,11160.9,11159.55,11161.55,11161.45,11163.5
2018-01-15,11207.05,11206.3,11208.55,11210.0,11206.6,11206.0,11209.35,11206.95,11205.35,11200.0,11206.55,11209.0,11208.1,11207.6,11204.45,11208.75,11207.2,11210.6,11211.05,11213.05,11211.95,11212.6,11210.25,11216.9,11217.75,11214.1,11215.5,11217.6,11219.8,11221.2,11222.65,11223.1,11220.75,11221.5,11221.3,11222.6,11223.1,11223.35,11220.75,11219.95,11220.05,11221.3,11223.65,11224.6,11226.6,11227.2,11229.75,11231.15,11230.65,11231.35,11230.65,11228.2,11227.15,11225.55,11226.55,11227.15,11225.0,11225.8,11226.15,11222.85
2018-01-16,11226.0,11226.4,11226.7,11222.3,11216.4,11207.4,11213.55,11209.15,11204.95,11209.25,11211.6,11214.75,11214.55,11217.35,11215.1,11213.9,11210.85,11214.35,11215.8,11213.85,11214.2,11219.25,11221.65,11221.55,11222.45,11223.6,11225.05,11224.55,11226.0,11226.0,11224.1,11226.2,11224.65,11222.55,11226.4,11227.2,11227.8,11229.05,11226.2,11224.3,11222.6,11220.3,11220.7,11221.75,11222.95,11223.45,11223.25,11223.2,11223.95,11223.35,11221.4,11223.85,11222.5,11225.2,11225.0,11220.55,11222.55,11223.3,11220.85,11219.3
2018-01-17,11152.15,11156.45,11159.1,11149.8,11142.05,11147.95,11149.2,11149.65,11152.45,11147.95,11146.15,11141.95,11140.25,11132.1,11126.8,11118.8,11118.1,11096.9,11099.6,11096.05,11090.75,11100.1,11112.4,11112.6,11114.0,11123.85,11134.5,11138.3,11135.8,11144.2,11151.6,11140.0,11141.65,11136.25,11136.3,11137.35,11145.55,11142.35,11141.45,11144.35,11147.3,11146.75,11145.2,11152.4,11158.65,11155.9,11157.75,11161.0,11164.85,11167.25,11164.05,11167.25,11165.35,11168.4,11165.65,11158.15,11153.0,11157.0,11150.85,11149.3
2018-01-18,11314.9,11298.95,11297.2,11305.45,11298.45,11299.95,11292.65,11294.35,11294.0,11297.1,11307.7,11311.05,11312.15,11316.15,11320.15,11319.3,11319.55,11325.0,11328.1,11325.4,11321.3,11327.45,11321.85,11318.65,11319.8,11315.75,11318.45,11317.8,11314.0,11313.9,11316.85,11315.45,11316.95,11319.55,11318.55,11322.9,11316.0,11311.5,11312.45,11310.8,11306.35,11301.25,11299.6,11302.2,11304.3,11295.9,11295.35,11299.45,11299.5,11300.75,11300.65,11301.4,11303.3,11306.65,11303.25,11300.7,11300.85,11299.95,11301.1,11303.0
2018-01-19,11253.15,11242.05,11240.85,11227.55,11226.8,11237.35,11234.7,11232.6,11235.85,11240.85,11233.55,11235.35,11241.3,11242.25,11245.15,11239.8,11242.55,11247.15,11248.35,11246.9,11249.75,11244.05,11241.75,11244.3,11237.65,11230.95,11220.7,11210.45,11209.95,11214.15,11216.6,11223.9,11222.5,11223.65,11226.85,11231.5,11235.05,11239.75,11241.3,11243.2,11244.45,11249.7,11249.0,11250.1,11243.55,11239.85,11247.4,11244.35,11254.75,11262.2,11260.55,11264.3,11255.0,11258.6,11254.9,11259.45,11261.8,11267.0,11268.05,11270.25
2018-01-22,11342.55,11332.1,11321.7,11321.1,11321.2,11321.1,11326.85,11326.45,11331.7,11326.5,11325.8,11328.2,11332.85,11331.45,11337.4,11330.65,11336.75,11335.4,11334.7,11330.2,11328.85,11327.45,11329.1,11331.85,11325.85,11324.75,11324.35,11326.45,11327.15,11327.45,11331.8,11330.9,11328.6,11330.9,11332.4,11336.6,11337.5,11338.5,11337.8,11335.65,11334.8,11337.25,11338.2,11338.9,11337.55,11344.35,11343.0,11347.25,11345.5,11340.7,11338.5,11338.95,11337.0,11339.85,11337.2,11333.7,11327.8,11326.65,11325.8,11323.75
2018-01-23,11436.5,11431.9,11437.4,11442.65,11444.1,11445.45,11446.25,11442.6,11443.55,11438.65,11442.1,11437.95,11444.6,11445.7,11447.0,11447.05,11440.95,11449.15,11450.65,11453.8,11452.7,11450.85,11450.7,11447.9,11449.25,11449.0,11449.85,11451.6,11448.55,11449.0,11454.3,11458.85,11465.15,11462.65,11465.9,11464.35,11464.0,11466.7,11464.85,11467.4,11467.75,11468.05,11468.9,11467.6,11468.05,11469.4,11462.15,11462.9,11456.25,11459.2,11455.8,11457.35,11462.8,11465.6,11468.5,11467.25,11468.9,11468.8,11469.15,11473.4
2018-01-24,11483.8,11484.1,11493.6,11500.65,11490.1,11490.25,11494.75,11502.45,11511.7,11519.0,11514.1,11513.0,11514.75,11523.15,11518.6,11520.9,11522.8,11526.95,11523.2,11524.25,11521.5,11524.95,11520.15,11513.0,11508.4,11499.0,11489.25,11490.1,11482.9,11480.75,11472.75,11463.45,11467.55,11481.35,11485.65,11490.2,11483.55,11475.2,11480.05,11474.15,11460.3,11468.3,11466.95,11477.0,11481.7,11475.0,11484.65,11489.1,11489.3,11481.9,11490.8,11493.9,11492.85,11494.75,11497.55,11506.45,11502.0,11498.2,11497.05,11502.4
2018-01-25,11482.15,11489.85,11486.25,11496.05,11492.8,11493.2,11497.8,11493.4,11485.05,11480.8,11484.7,11486.2,11487.65,11484.55,11487.35,11486.6,11492.4,11487.8,11483.9,11480.65,11475.85,11482.6,11479.0,11472.7,11479.1,11478.65,11484.8,11483.3,11486.5,11488.2,11486.55,11489.85,11492.3,11489.3,11492.25,11495.3,11496.35,11496.75,11493.9,11496.7,11498.55,11503.65,11497.2,11499.95,11498.85,11503.8,11500.1,11494.35,11490.8,11490.7,11494.75,11495.2,11495.25,11493.15,11487.95,11493.1,11494.5,11496.35,11495.6,11496.25
2018-01-29,11497.5,11503.2,11504.25,11512.5,11512.8,11502.05,11496.6,11504.85,11500.1,11501.9,11507.95,11516.1,11521.85,11518.7,11526.1,11521.3,11524.25,11524.4,11522.3,11525.15,11531.95,11532.25,11528.85,11522.8,11522.65,11529.65,11523.9,11529.8,11530.4,11527.35,11531.1,11528.8,11526.2,11527.4,11521.85,11518.05,11520.5,11523.15,11519.55,11519.65,11520.5,11529.6,11525.05,11527.5,11531.0,11527.5,11525.3,11527.8,11526.8,11528.65,11528.75,11528.55,11522.45,11525.6,11520.4,11521.8,11522.25,11523.35,11525.2,11524.1
2018-01-30,11464.65,11461.9,11458.25,11471.05,11465.2,11465.4,11462.3,11466.95,11464.2,11464.6,11472.1,11473.3,11467.85,11472.2,11466.85,11467.65,11466.7,11466.25,11468.35,11468.25,11472.95,11470.7,11463.0,11457.55,11454.45,11448.55,11449.85,11449.2,11443.5,11439.35,11438.95,11435.1,11435.85,11439.9,11447.05,11446.95,11441.8,11443.45,11440.7,11438.5,11444.95,11440.05,11439.05,11436.9,11437.7,11436.45,11432.3,11427.1,11419.5,11423.7,11419.7,11418.6,11422.4,11429.7,11421.75,11427.8,11431.15,11428.6,11427.25,11432.25
2018-01-31,11408.95,11415.15,11412.45,11401.2,11390.55,11396.3,11402.2,11407.7,11408.65,11409.2,11416.45,11412.85,11419.05,11424.55,11419.2,11427.05,11426.35,11421.65,11413.05,11418.25,11414.9,11414.1,11412.35,11412.7,11409.55,11408.5,11411.65,11417.2,11417.75,11417.9,11416.85,11418.9,11417.7,11409.6,11415.75,11413.4,11409.35,11413.0,11411.4,11408.6,11408.8,11407.2,11409.65,11414.05,11413.7,11414.6,11410.15,11407.45,11405.0,11404.4,11406.9,11405.7,11406.25,11405.1,11407.9,11414.15,11413.4,11411.2,11410.35,11412.7
2018-02-01,11440.1,11436.55,11432.85,11435.65,11433.65,11425.95,11427.4,11432.3,11433.2,11432.6,11432.2,11427.45,11425.75,11424.4,11421.6,11425.7,11429.15,11426.85,11421.3,11425.4,11427.25,11429.2,11427.15,11430.75,11427.85,11426.0,11426.65,11426.9,11427.9,11432.1,11431.25,11430.65,11432.85,11433.65,11437.9,11436.45,11439.5,11442.1,11441.75,11448.35,11454.5,11451.45,11448.85,11449.8,11447.85,11454.6,11453.3,11450.3,11447.85,11440.55,11441.85,11441.7,11442.5,11447.8,11442.65,11443.65,11445.25,11443.8,11443.45,11438.4
2018-02-02,11299.7,11303.35,11304.1,11305.5,11313.55,11296.2,11289.1,11290.35,11278.85,11277.5,11280.2,11278.55,11293.65,11290.3,11298.05,11294.95,11293.65,11298.5,11296.35,11298.25,11302.95,11305.65,11307.35,11302.5,11308.15,11309.35,11305.5,11309.05,11313.5,11309.9,11304.05,11300.15,11302.5,11296.4,11298.9,11284.6,11289.2,11284.5,11280.95,11277.35,11284.45,11278.95,11281.45,11284.2,11282.8,11280.2,11275.95,11267.45,11262.8,11263.0,11268.25,11270.6,11268.95,11272.35,11271.8,11275.95,11277.05,11273.15,11276.5,11263.6
2018-02-05,10945.05,10955.05,10956.35,10959.75,10970.75,10971.45,10960.8,10949.45,10951.75,10946.25,10944.2,10932.85,10940.05,10939.75,10942.4,10959.0,10964.35,10972.8,10966.25,10969.35,10961.9,10953.6,10962.6,10966.25,10971.9,10976.0,10981.4,10996.0,10985.15,10979.35,10970.35,10969.8,10970.05,10968.6,10980.9,10978.95,10970.3,10983.95,10984.65,10993.65,10994.15,10998.35,11002.65,11001.05,11008.7,11016.1,11006.55,10996.5,11003.0,11014.35,11022.45,11019.3,11021.8,11028.3,11030.9,11033.5,11021.0,11021.6,11019.8,11016.7
2018-02-06,10645.4,10683.5,10700.2,10677.1,10691.15,10680.85,10694.45,10707.7,10716.3,10717.55,10710.45,10711.6,10723.3,10739.75,10740.15,10751.65,10760.6,10754.15,10757.65,10733.6,10722.35,10717.75,10708.9,10706.3,10702.05,10716.45,10723.4,10723.75,10708.25,10702.1,10703.9,10700.75,10693.4,10695.8,10702.45,10704.1,10702.65,10695.2,10693.8,10693.05,10694.75,10691.3,10683.05,10687.25,10689.8,10682.3,10680.85,10683.55,10685.75,10686.4,10680.95,10672.5,10674.85,10668.05,10660.25,10660.45,10661.25,10653.05,10654.4,10644.35
2018-02-07,10955.2,10940.7,10953.55,10945.95,10946.7,10946.15,10956.2,10956.75,10953.05,10953.2,10944.45,10939.4,10929.75,10928.6,10934.15,10922.85,10924.15,10930.5,10935.3,10930.55,10931.25,10927.0,10929.5,10932.75,10934.2,10929.3,10919.65,10916.1,10912.6,10913.6,10913.0,10921.1,10916.85,10916.4,10904.55,10900.35,10902.5,10903.15,10910.65,10909.4,10908.25,10907.95,10916.35,10919.15,10922.95,10922.65,10923.0,10924.15,10924.35,10914.0,10908.65,10909.65,10911.8,10916.3,10913.35,10915.75,10916.15,10918.85,10920.2,10920.7
2018-02-08,10856.3,10860.5,10872.6,10864.25,10871.35,10862.9,10864.45,10875.25,10868.9,10870.2,10874.5,10874.05,10882.25,10889.5,10893.1,10901.9,10907.1,10910.85,10910.15,10923.6,10920.15,10919.6,10922.65,10922.2,10917.05,10913.8,10915.8,10922.1,10919.1,10919.35,10918.15,10917.75,10920.0,10926.35,10929.6,10927.95,10940.15,10939.3,10945.05,10944.85,10940.65,10943.3,10942.0,10938.3,10940.7,10945.95,10939.85,10931.75,10930.1,10932.65,10931.3,10931.85,10936.5,10942.5,10939.45,10933.95,10938.3,10935.8,10931.0,10927.85
2018-02-09,10784.25,10790.3,10782.05,10794.05,10800.05,10788.25,10800.75,10812.85,10808.6,10794.9,10804.1,10805.55,10807.65,10812.8,10814.75,10814.65,10818.2,10836.55,10822.2,10824.45,10824.4,10818.65,10812.5,10814.3,10817.25,10815.05,10820.6,10826.25,10833.75,10826.3,10831.55,10822.65,10823.6,10816.25,10816.0,10812.85,10805.55,10806.65,10805.25,10804.1,10804.1,10796.6,10797.85,10797.1,10805.45,10802.6,10805.75,10812.3,10812.4,10812.9,10813.4,10817.05,10817.65,10822.4,10826.1,10829.4,10826.15,10826.45,10826.7,10829.2
2018-02-12,10918.15,10919.65,10927.05,10931.6,10931.35,10926.5,10930.1,10934.2,10923.8,10931.5,10928.8,10934.4,10935.6,10927.55,10932.15,10928.45,10925.7,10927.9,10928.6,10930.5,10933.55,10925.9,10928.9,10923.55,10919.2,10914.9,10916.45,10916.9,10914.35,10918.1,10903.65,10906.55,10903.9,10906.7,10902.55,10902.35,10895.6,10891.55,10895.3,10886.75,10888.85,10895.75,10893.25,10893.05,10896.6,10903.0,10905.05,10907.7,10911.45,10907.9,10910.55,10909.8,10913.2,10913.05,10910.85,10911.85,10911.8,10909.85,10909.65,10908.5
2018-02-14,10979.35,10972.6,10978.3,10982.1,10975.2,10971.65,10979.95,10986.65,10983.5,10987.15,10987.85,10981.45,10979.3,10973.35,10978.9,10975.6,10978.0,10977.8,10970.05,10971.15,10972.45,10958.4,10949.85,10949.0,10941.65,10935.7,10942.2,10940.35,10947.05,10951.75,10952.4,10951.7,10956.8,10957.05,10957.1,10949.2,10953.45,10956.6,10958.4,10954.05,10944.95,10952.35,10950.05,10950.3,10951.55,10955.2,10959.15,10959.7,10961.7,10962.0,10961.15,10960.25,10961.0,10962.0,10960.15,10963.95,10965.65,10968.65,10969.65,10967.5
2018-02-15,10934.95,10946.3,10951.05,10955.6,10954.0,10949.95,10945.15,10942.6,10950.8,10949.45,10946.7,10945.1,10950.1,10945.45,10941.55,10945.45,10939.5,10936.65,10941.0,10941.9,10942.9,10949.6,10951.35,10950.4,10950.05,10949.25,10949.55,10947.0,10946.05,10945.05,10950.15,10955.9,10959.0,10960.8,10966.45,10965.85,10973.55,10972.75,10967.35,10976.05,10970.9,10971.65,10973.5,10969.55,10976.2,10979.55,10978.1,10980.1,10985.05,10984.0,10980.95,10985.05,10983.4,10980.75,10973.9,10977.85,10978.55,10975.5,10970.6,10974.0
2018-02-16,10989.6,10991.8,10998.8,10994.55,10989.05,10976.9,10972.7,10968.35,10969.25,10973.0,10975.1,10978.05,10977.05,10981.8,10983.9,10988.8,10991.6,10994.55,10987.4,10982.8,10977.0,10979.4,10982.6,10976.25,10978.9,10978.3,10975.85,10974.2,10972.6,10967.55,10964.65,10964.45,10972.5,10971.1,10971.8,10966.1,10965.15,10970.45,10968.8,10965.2,10963.75,10963.1,10958.85,10956.0,10948.3,10948.6,10947.75,10943.65,10947.95,10952.25,10949.25,10943.65,10937.75,10936.8,10937.95,10934.9,10938.0,10940.05,10944.25,10946.2
2018-02-19,10822.7,10805.5,10789.7,10784.25,10796.15,10812.55,10811.05,10823.45,10828.0,10822.2,10819.0,10815.35,10816.35,10816.15,10816.35,10815.35,10816.2,10816.9,10812.15,10808.75,10802.1,10799.35,10795.35,10793.0,10795.1,10792.5,10787.1,10785.75,10785.75,10789.4,10787.35,10783.55,10783.2,10776.95,10775.3,10785.15,10784.8,10776.9,10775.95,10775.25,10777.3,10775.0,10776.6,10764.85,10763.4,10757.5,10761.35,10758.3,10748.45,10747.75,10753.45,10758.2,10763.2,10764.45,10756.2,10755.2,10761.15,10761.3,10762.7,10767.3
2018-02-20,10752.05,10739.9,10727.8,10743.4,10743.75,10743.75,10751.5,10761.4,10763.15,10762.5,10765.2,10766.3,10755.9,10754.8,10753.25,10755.9,10762.8,10764.1,10769.9,10772.25,10778.0,10780.65,10782.6,10787.35,10792.65,10794.6,10785.55,10785.0,10794.6,10798.05,10801.2,10795.2,10788.7,10780.85,10783.4,10782.15,10774.8,10773.4,10779.1,10778.6,10774.4,10774.5,10777.75,10783.45,10787.95,10789.3,10786.25,10788.75,10787.3,10790.05,10794.25,10794.25,10798.2,10794.8,10794.05,10799.75,10804.3,10797.25,10795.8,10791.85
2018-02-21,10784.85,10774.15,10770.9,10784.6,10777.45,10775.1,10774.0,10780.35,10773.8,10773.25,10771.7,10766.35,10767.85,10761.0,10761.3,10756.1,10751.75,10757.7,10753.05,10749.75,10751.0,10746.1,10748.65,10750.85,10752.1,10745.85,10741.45,10736.6,10741.0,10739.9,10734.7,10731.5,10727.2,10727.15,10728.65,10731.65,10737.2,10739.95,10743.3,10745.55,10742.55,10741.65,10737.1,10738.3,10739.25,10744.9,10753.0,10756.3,10751.05,10750.8,10747.2,10747.1,10743.5,10739.2,10739.45,10738.65,10732.75,10736.75,10735.8,10740.0
2018-02-22,10713.8,10726.5,10720.7,10730.15,10731.95,10721.15,10718.1,10725.8,10725.0,10724.0,10721.75,10713.5,10720.2,10722.45,10719.9,10724.45,10717.4,10716.15,10713.2,10710.0,10709.9,10709.1,10711.15,10713.7,10708.75,10709.75,10713.8,10717.2,10709.85,10716.1,10713.6,10716.1,10715.15,10716.65,10714.55,10718.7,10722.0,10723.1,10726.5,10728.9,10730.1,10726.65,10722.85,10720.5,10719.85,10721.9,10725.0,10720.7,10721.2,10718.5,10719.15,10720.3,10720.55,10722.95,10724.55,10723.35,10722.4,10721.2,10719.3,10723.85
2018-02-23,10775.45,10777.25,10780.8,10781.65,10780.95,10784.15,10783.05,10783.75,10777.3,10781.0,10778.1,10773.05,10773.45,10775.05,10775.8,10773.8,10766.2,10764.7,10765.5,10765.8,10768.15,10771.25,10771.65,10774.45,10772.35,10774.15,10775.9,10769.65,10771.4,10772.55,10772.0,10777.2,10781.05,10778.75,10782.2,10781.8,10785.1,10785.5,10786.2,10786.45,10785.55,10783.5,10780.25,10779.25,10780.8,10783.8,10788.2,10787.05,10782.05,10779.75,10783.2,10778.7,10778.2,10776.0,10778.7,10777.0,10774.9,10777.3,10778.5,10779.05
2018-02-26,10895.35,10899.2,10907.0,10909.3,10902.4,10903.0,10907.9,10907.1,10907.25,10904.75,10918.55,10911.75,10916.4,10913.25,10914.45,10912.4,10913.15,10906.05,10907.05,10902.7,10898.8,10900.75,10898.65,10904.1,10901.85,10904.05,10911.2,10910.7,10913.5,10917.05,10916.75,10919.4,10923.7,10924.55,10921.3,10922.4,10922.1,10919.4,10921.5,10920.65,10919.1,10915.15,10919.15,10922.3,10922.4,10928.65,10930.5,10929.55,10925.4,10925.2,10929.9,10927.9,10929.55,10928.5,10926.45,10928.6,10931.95,10931.35,10931.8,10932.5
2018-02-27,10981.5,10980.7,10987.55,10986.6,10985.15,10990.25,10993.0,10993.2,10999.35,10999.7,11002.6,11001.05,10993.8,10994.25,10994.45,10988.35,10985.3,10981.65,10972.1,10968.3,10958.3,10960.45,10958.2,10943.5,10943.05,10949.0,10952.9,10960.3,10959.75,10961.5,10965.55,10967.35,10968.65,10969.1,10961.3,10955.45,10957.95,10952.85,10957.55,10958.1,10963.75,10962.1,10961.95,10962.45,10961.25,10955.25,10956.35,10955.45,10954.0,10955.05,10949.8,10950.1,10954.05,10952.75,10945.7,10944.65,10945.75,10935.7,10941.0,10940.85
2018-02-28,10835.2,10836.7,10831.65,10828.8,10841.4,10831.9,10835.75,10841.35,10840.35,10834.4,10827.2,10831.55,10838.75,10840.1,10846.1,10846.85,10844.7,10848.1,10852.9,10854.4,10853.75,10854.65,10852.5,10857.05,10855.55,10855.6,10856.9,10858.75,10859.9,10862.2,10867.25,10867.0,10864.25,10856.6,10855.6,10856.05,10859.95,10862.8,10863.8,10864.05,10864.75,10861.7,10857.2,10856.75,10852.25,10849.35,10851.55,10851.4,10852.85,10849.75,10853.15,10854.15,10856.65,10860.25,10858.2,10859.45,10862.8,10861.9,10860.65,10864.9
2018-03-01,10874.6,10885.0,10887.55,10884.3,10878.5,10886.6,10889.05,10888.95,10893.15,10894.55,10897.9,10890.6,10887.75,10887.0,10887.1,10886.65,10885.8,10884.3,10885.8,10888.6,10888.95,10890.7,10887.8,10884.05,10880.75,10873.6,10868.75,10866.2,10872.4,10875.8,10872.8,10870.55,10866.4,10862.65,10859.3,10856.15,10860.2,10860.65,10858.5,10857.05,10857.35,10862.7,10866.15,10864.4,10865.5,10865.2,10866.3,10872.3,10867.4,10862.15,10859.15,10859.8,10858.5,10860.95,10851.45,10849.15,10854.35,10848.25,10847.3,10849.9
2018-03-05,10754.3,10755.7,10752.4,10758.95,10751.75,10739.8,10735.65,10735.6,10734.35,10732.85,10740.95,10745.15,10742.45,10741.5,10736.4,10731.4,10731.25,10734.95,10728.4,10730.15,10726.4,10718.65,10714.0,10717.65,10718.1,10720.5,10720.2,10723.15,10724.45,10726.85,10724.2,10722.8,10721.65,10724.7,10725.15,10727.1,10729.9,10730.1,10733.25,10734.15,10733.05,10729.55,10729.25,10730.45,10733.6,10736.5,10735.25,10734.35,10737.15,10735.55,10729.45,10725.2,10725.75,10726.35,10718.25,10718.1,10715.35,10710.95,10716.4,10720.15
2018-03-06,10781.45,10781.7,10786.65,10779.3,10782.75,10792.85,10792.45,10799.4,10796.7,10793.1,10797.4,10796.95,10789.9,10791.95,10794.75,10796.05,10793.55,10797.25,10794.0,10791.1,10789.5,10785.4,10786.3,10787.2,10785.7,10790.15,10796.2,10795.2,10791.85,10791.35,10791.9,10786.7,10785.95,10786.25,10785.9,10781.7,10784.15,10785.2,10785.25,10784.05,10784.9,10787.45,10786.65,10785.1,10780.55,10779.6,10780.35,10778.65,10776.05,10775.35,10773.6,10768.5,10767.7,10770.3,10762.8,10761.55,10762.45,10764.95,10768.15,10767.9
