epoch,train_ls,test_ls,test_acc
1,2.271172868318794,2.229718216775376,0.18415637860082304
2,2.1546477966072146,2.1329658356468375,0.26954732510288065
3,2.0858759742137813,2.110491403949604,0.2613168724279835
4,1.9997267151667066,2.014293567327315,0.29012345679012347
5,1.9504768513450939,1.9944157952389108,0.2911522633744856
6,1.9331959013111335,1.9603429506590337,0.28600823045267487
7,1.920530539898833,1.9553524214667057,0.2788065843621399
8,1.9196085279638118,1.9434156891249825,0.2911522633744856
9,1.8968802119089552,1.95145245791708,0.29732510288065844
10,1.8934242922412463,1.9216733447931431,0.29732510288065844
11,1.8864364535355371,1.9348861299792435,0.30349794238683125
12,1.8792862448810546,1.9326600147250257,0.2962962962962963
13,1.8877079506550938,1.9181117037686792,0.30246913580246915
14,1.8665323602266548,1.8921434644441055,0.3055555555555556
15,1.8541996656370556,1.8842308770849872,0.3220164609053498
16,1.8470623700086735,1.8651192967047907,0.30864197530864196
17,1.8065450398389957,1.822387156601796,0.338477366255144
18,1.7869210134853015,1.8098220552620574,0.3343621399176955
19,1.7773464918136597,1.8166768136031834,0.3230452674897119
20,1.7745720384534724,1.809336211517024,0.32510288065843623
21,1.7764905188694473,1.8046602843781558,0.33641975308641975
22,1.7799263453680623,1.8544974519943995,0.3395061728395062
23,1.781513089976035,1.7941681758305172,0.33539094650205764
24,1.7480273660549448,1.7886530279867934,0.3271604938271605
25,1.7535919926383279,1.8065929481522045,0.3477366255144033
26,1.7363471521818934,1.788425984359327,0.3323045267489712
27,1.7342108005334522,1.7735516160665226,0.35390946502057613
28,1.7243380556421832,1.7727227593645638,0.35390946502057613
29,1.7211112513029871,1.783291182890841,0.34156378600823045
30,1.7287839050135336,1.7980090693681818,0.3425925925925926
