epoch,train_ls,test_ls,test_acc
1,2.2919278740882874,2.2779720212206427,0.12757201646090535
2,2.2579683581988017,2.2294033464090326,0.19238683127572018
3,2.2085318406422934,2.173060892602053,0.31995884773662553
4,2.1358987708886463,2.0801164283428664,0.35288065843621397
5,2.064196248849233,2.0255272896814738,0.3425925925925926
6,2.024406878153483,1.9765404475691877,0.37962962962962965
7,1.9945876061916352,1.9469042018730454,0.36419753086419754
8,1.9762394785881043,1.9041172824800014,0.3765432098765432
9,1.9358990530172984,1.8705459872697607,0.38271604938271603
10,1.9094067374865213,1.8268505580217382,0.38271604938271603
11,1.8858219067255655,1.8055849838618634,0.389917695473251
12,1.8645187079906465,1.793679282563612,0.38271604938271603
13,1.846563998858134,1.779925966029795,0.3888888888888889
14,1.8413086394468943,1.771845696187375,0.3888888888888889
15,1.8284623801708222,1.7626712997156528,0.39197530864197533
16,1.8227569262186687,1.7504102678915845,0.39609053497942387
17,1.8353492617607117,1.7522076789381695,0.3888888888888889
18,1.819301821788152,1.7425017601392643,0.3940329218106996
19,1.8172767440478006,1.7438020592425094,0.3940329218106996
20,1.8153035342693329,1.7454033843797359,0.39300411522633744
21,1.8130213439464569,1.739410482324016,0.39300411522633744
22,1.8091691037019093,1.7262985095220766,0.39300411522633744
23,1.8034425298372905,1.7374419591259287,0.39711934156378603
24,1.806983576218287,1.739038495755076,0.4012345679012346
25,1.8057775735855102,1.730366120747302,0.4002057613168724
26,1.7944457749525706,1.7238472756784056,0.39609053497942387
27,1.7990168790022532,1.7336178969691505,0.39094650205761317
28,1.7870508213837941,1.714393620168476,0.39609053497942387
29,1.7846232692400614,1.7153670538874122,0.3950617283950617
30,1.7910228431224824,1.735975671577777,0.40329218106995884
