,phrase,score
0,bipartite graph,0.8292870731960807
1,skip gram,0.664785374253812
2,ranked lists,0.6443812193427
3,semantic drift,0.6286392087833582
4,text corpora,0.6092567874343024
5,texas,0.608994360013338
6,coarse grained,0.6071359661418579
7,california,0.6015134975452061
8,skip grams,0.6001597058804407
9,ranked list,0.5903166927867236
10,act,0.5740412205907496
11,free text,0.5631768655065
12,apr,0.5631653210277895
13,usa,0.5614472604314342
14,pubmed,0.5578911499028888
15,distributional similarity,0.5489581374014499
16,illinois,0.5441837145496425
17,set expansion,0.5380716198604337
18,ontario,0.5348467529457445
19,florida,0.5326410359907412
20,seed set,0.5276702184630294
21,acm,0.524164054791572
22,wu,0.5189310053494032
23,arizona,0.5181358961071372
24,wiki,0.5080624473278332
25,han,0.5050878757521934
26,semantic classes,0.5022927150664989
27,chen,0.49561213215696104
28,shen,0.49374165366090256
29,wang,0.4818638469060903
30,lei,0.4764025056484516
31,graph,0.4762646173403281
32,ft,0.4730289300886622
33,seed,0.47081784727406945
34,free,0.4702119982745473
35,data model,0.47002071712742743
36,candidate entities,0.4674429517124524
37,search,0.46585985412260955
38,distributional,0.46292334106082156
39,word2vec,0.45551871178860637
40,unsupervised,0.4536499233316451
41,web,0.45330300267552537
42,hormone,0.4491161527380784
43,fig,0.4484136462490496
44,extraction,0.44588503120493306
45,table,0.4453922997724843
46,city,0.4452494292178371
47,bootstrapped,0.44319620545316674
48,selection step,0.4429946586975
49,entity set,0.44204133009575447
50,ranking,0.44145251254879375
51,mrr,0.4390684199169274
52,semantic,0.43906456925589166
53,cs,0.4388800209791178
54,map,0.43252399510803213
55,bootstrapping,0.42925714808560383
56,user,0.4243322259445663
57,ren,0.4241239940227124
58,learning,0.42215087027159476
59,information,0.42018418903997196
60,finally,0.4193223455924559
61,iterative,0.4190944191336181
62,figure,0.41410791933435465
63,data,0.4135864462317072
64,lists,0.4119647183302694
65,denoised,0.4096354071874288
66,corpus,0.40843595656057075
67,rank,0.4080044793717442
68,list,0.4079702480151687
69,dataset,0.40785402004984167
70,scoring,0.4063687543470727
71,pay,0.4051607551764863
72,pte,0.4016408216019718
73,text,0.40147818624352866
74,subset,0.3998869704578376
75,pre,0.39845061206453775
76,semantic class,0.3971915782752739
77,model,0.39704617060519104
78,clustering,0.39634391382502043
79,score,0.3948790625524781
80,scores,0.3942414896344503
81,noisy,0.39329814512571526
82,similarity,0.39282557740049745
83,evaluation,0.3925014344959554
84,target,0.39114846345384147
85,size,0.3906290650088563
86,average,0.39003897041111196
87,label,0.38932348948303086
88,case,0.38706232286230213
89,mmap,0.38682452312095383
90,negative,0.38617038532274967
91,selection,0.38542486963708605
92,query,0.38344115053800015
93,expansion,0.38340425878109
94,ensemble,0.3816790851483139
95,expanded,0.38146693060053566
96,finding,0.3790377226538337
97,log,0.3780651935920931
98,ei,0.3772584520971452
99,entity,0.3749269029190036
100,add,0.3737243142672207
101,context,0.37344075297693213
102,precision,0.3730323093405207
103,experiments,0.3720002822846758
104,iteration,0.3708123993918666
105,pattern,0.37072444412365596
106,final,0.36954734643852677
107,multiple,0.3693890457879066
108,general,0.3659733780577958
109,sense,0.36493510621133446
110,class,0.36455629290152436
111,previous,0.3641245003970995
112,noise,0.3618613951087672
113,feature,0.36169382958273755
114,types,0.3589875659065236
115,research,0.35889653833428103
116,approach,0.35645665515678776
117,words,0.3556626167957323
118,position,0.3541945041749649
119,results,0.3541743713332351
120,queries,0.3519511871909438
121,type,0.35109185283815
122,quality,0.3490317067056244
123,parameter,0.3476880909675183
124,calculating,0.3457394525689147
125,similar,0.3433925569485787
126,pages,0.3422902340205849
127,candidate entity,0.34196442262939186
128,set,0.34085993396604725
129,sets,0.3401958879139761
130,patterns,0.3390677189236388
131,problem,0.3367722890616858
132,corpora,0.3344302933593424
133,select,0.33335293719335973
134,context features,0.3328796822424713
135,high,0.3327368335998838
136,related,0.3323091050770981
137,examples,0.3320641980862488
138,ranked,0.33164649977404453
139,candidate,0.3303446178753051
140,feature set,0.3285807320624
141,input,0.3270183882619279
142,contexts,0.32469359368031875
143,classes,0.32381784206843267
144,iterations,0.3218281062416319
145,algorithm,0.3210860193953468
146,framework,0.32073047246733455
147,performance,0.31977627639780953
148,process,0.3188433402556657
149,entities,0.3152548887619945
150,grained,0.31327664936889593
151,features,0.31076858788178685
152,parameters,0.30888579227719937
153,methods,0.3064987816643285
154,expand,0.30603630972685375
155,obtain,0.304075947395708
156,paper,0.3028361204680319
157,datasets,0.3012945667256111
158,specific,0.295285985950766
159,context feature,0.2887999186863976
160,extract,0.288079861726302
161,scored,0.2858875781674675
162,extracted,0.2840469978655594
163,method,0.2824925711774146
164,approaches,0.27958408140331215
165,_,0.27944963041493365
166,carefully,0.27773700533925216
167,proposed,0.2772052373217116
168,calculate,0.2771319412134533
169,based,0.27359257001661746
170,achieve,0.2651285692368601
171,study,0.26383445553578116
172,selected,0.2611388532868104
173,y,0.26048175080267194
174,propose,0.2589422173249905
175,outperforms,0.2587414117967263
176,increases,0.2586116397065619
177,top ranked,0.2585499159078469
178,introduce,0.2584075534529905
179,n,0.2583207000280465
180,z,0.2509585433751536
181,m,0.24952341797833627
182,p,0.24607105797033627
183,et al,0.24461708576988866
184,q,0.2395445218047163
185,s,0.23776151445144159
186,w,0.23320781120330925
187,j,0.2280177495709
188,x,0.22501580475238112
189,expanded set,0.22431947203209096
190,re,0.22162892007903492
191,ranking based,0.22124742860202265
192,f,0.22070712615425592
193,top,0.21361619016180816
194,us,0.21312244747306758
