epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
30,0.240996,0.911111111111,0.917525773196,0.365411,0.84765625,0.864111498258
31,0.223295,0.894444444444,0.900523560209,0.400203,0.84765625,0.859205776173
32,0.217585,0.883333333333,0.887700534759,0.454848,0.80859375,0.820512820513
33,0.253092,0.888888888889,0.893617021277,0.420111,0.8046875,0.820143884892
34,0.17927,0.922222222222,0.927083333333,0.32737,0.8125,0.808
35,0.230779,0.927777777778,0.934673366834,0.379288,0.78125,0.795620437956
36,0.159852,0.944444444444,0.94623655914,0.314956,0.81640625,0.825278810409
37,0.18966,0.911111111111,0.913978494624,0.381367,0.80078125,0.814545454545
38,0.313813,0.888888888889,0.89247311828,0.379715,0.84765625,0.850574712644
39,0.171657,0.927777777778,0.931937172775,0.482024,0.82421875,0.839857651246
40,0.193012,0.922222222222,0.927835051546,0.348886,0.87109375,0.884210526316
41,0.148797,0.944444444444,0.948979591837,0.437261,0.8359375,0.856164383562
42,0.205185,0.922222222222,0.929292929293,0.407167,0.875,0.898089171975
43,0.13968,0.933333333333,0.936842105263,0.447322,0.81640625,0.833922261484
44,0.234971,0.916666666667,0.922279792746,0.423702,0.82421875,0.848484848485
45,0.172414,0.938888888889,0.942408376963,0.415158,0.8125,0.833333333333
46,0.207858,0.927777777778,0.932642487047,0.373094,0.8671875,0.872180451128
47,0.199636,0.916666666667,0.919786096257,0.399857,0.8125,0.826086956522
48,0.161897,0.933333333333,0.936170212766,0.367657,0.83203125,0.841328413284
49,0.133954,0.944444444444,0.947916666667,0.51683,0.77734375,0.783269961977
50,0.145967,0.938888888889,0.942408376963,0.354026,0.84765625,0.868686868687
51,0.156755,0.927777777778,0.931216931217,0.494623,0.77734375,0.771084337349
52,0.146684,0.944444444444,0.947916666667,0.389128,0.83203125,0.853242320819
53,0.120369,0.961111111111,0.96335078534,0.34358,0.859375,0.871428571429
54,0.188384,0.927777777778,0.928961748634,0.437279,0.82421875,0.837545126354
55,0.159581,0.916666666667,0.919786096257,0.533161,0.7734375,0.783582089552
56,0.0892227,0.961111111111,0.96335078534,0.499898,0.80859375,0.826855123675
57,0.157075,0.938888888889,0.944162436548,0.536029,0.81640625,0.845901639344
58,0.176113,0.927777777778,0.934673366834,0.616103,0.8046875,0.822695035461
59,0.206949,0.922222222222,0.927083333333,0.329958,0.89453125,0.906574394464
60,0.1991,0.916666666667,0.923076923077,0.485634,0.78515625,0.818481848185
61,0.127376,0.955555555556,0.959183673469,0.440511,0.79296875,0.817869415808
62,0.126489,0.938888888889,0.943005181347,0.444404,0.77734375,0.795698924731
63,0.166139,0.944444444444,0.94623655914,0.473645,0.77734375,0.80276816609
64,0.175882,0.938888888889,0.942408376963,0.593075,0.7578125,0.7578125
65,0.139846,0.933333333333,0.936170212766,0.323837,0.85546875,0.872852233677
66,0.119513,0.933333333333,0.9375,0.398607,0.83984375,0.860068259386
67,0.160951,0.961111111111,0.962962962963,0.362869,0.84375,0.866666666667
68,0.13597,0.933333333333,0.936842105263,0.531748,0.80078125,0.838095238095
69,0.143097,0.95,0.954773869347,0.499738,0.83203125,0.864353312303
70,0.177963,0.927777777778,0.932642487047,0.477017,0.8046875,0.829931972789
71,0.12772,0.944444444444,0.948979591837,0.489664,0.8046875,0.837662337662
72,0.0704466,0.977777777778,0.979166666667,0.488704,0.80859375,0.83044982699
73,0.146902,0.938888888889,0.94358974359,0.511966,0.8046875,0.844720496894
74,0.154426,0.933333333333,0.938144329897,0.401541,0.8515625,0.873333333333
75,0.124179,0.95,0.953367875648,0.401919,0.83203125,0.865203761755
76,0.0790113,0.977777777778,0.979381443299,0.402386,0.87890625,0.890459363958
77,0.156934,0.938888888889,0.942408376963,0.358747,0.87109375,0.88256227758
78,0.140708,0.944444444444,0.94623655914,0.316629,0.90234375,0.905660377358
79,0.157298,0.927777777778,0.931216931217,0.443425,0.875,0.894039735099
80,0.11056,0.95,0.952879581152,0.433953,0.875,0.896774193548
81,0.099817,0.961111111111,0.962962962963,0.397716,0.8671875,0.883561643836
82,0.10677,0.95,0.953367875648,0.396777,0.83984375,0.865573770492
83,0.135415,0.961111111111,0.963730569948,0.352769,0.875,0.900621118012
84,0.105807,0.966666666667,0.969387755102,0.482258,0.85546875,0.872852233677
85,0.0557212,0.988888888889,0.989583333333,0.404678,0.859375,0.865671641791
86,0.157997,0.927777777778,0.932642487047,0.360748,0.859375,0.875
87,0.117463,0.944444444444,0.948453608247,0.390967,0.87109375,0.885017421603
88,0.114767,0.95,0.953846153846,0.433023,0.84375,0.859154929577
89,0.145017,0.938888888889,0.943005181347,0.255401,0.87109375,0.891089108911
90,0.166631,0.938888888889,0.942408376963,0.446539,0.83203125,0.857142857143
91,0.107463,0.961111111111,0.964102564103,0.252448,0.90234375,0.912891986063
92,0.169748,0.938888888889,0.943005181347,0.270846,0.8828125,0.903846153846
93,0.191387,0.944444444444,0.94623655914,0.221311,0.8984375,0.909090909091
94,0.112065,0.944444444444,0.947368421053,0.337776,0.859375,0.88
95,0.0968252,0.961111111111,0.963730569948,0.451161,0.77734375,0.808080808081
96,0.103664,0.95,0.952380952381,0.347689,0.87109375,0.891089108911
97,0.084661,0.977777777778,0.978723404255,0.424567,0.796875,0.841463414634
98,0.175383,0.922222222222,0.927835051546,0.467917,0.79296875,0.826229508197
99,0.138126,0.944444444444,0.949494949495,0.316939,0.8515625,0.88125
