epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.695283,0.5,0.588235294118,0.709358,0.50390625,0.67012987013
1,0.704066,0.533333333333,0.695652173913,0.702287,0.4765625,0.0
2,0.714266,0.461904761905,0.034188034188,0.692248,0.52734375,0.690537084399
3,0.706661,0.480952380952,0.410810810811,0.711743,0.51171875,0.677002583979
4,0.700838,0.519047619048,0.657627118644,0.68998,0.5703125,0.726368159204
5,0.693537,0.519047619048,0.681388012618,0.723815,0.484375,0.652631578947
6,0.702866,0.533333333333,0.695652173913,0.696301,0.53125,0.69387755102
7,0.69179,0.538095238095,0.697819314642,0.683447,0.57421875,0.72952853598
8,0.694457,0.504761904762,0.653333333333,0.692608,0.5234375,0.687179487179
9,0.696502,0.5,0.588235294118,0.694221,0.48828125,0.0
10,0.695283,0.528571428571,0.526315789474,0.693925,0.4765625,0.0
11,0.694998,0.490476190476,0.467661691542,0.693621,0.421875,0.0
12,0.694431,0.514285714286,0.567796610169,0.691864,0.53515625,0.697201017812
13,0.686495,0.571428571429,0.664179104478,0.687574,0.5625,0.72
14,0.687954,0.547619047619,0.690553745928,0.689237,0.5390625,0.700507614213
15,0.692121,0.528571428571,0.685714285714,0.677041,0.6015625,0.751219512195
16,0.689142,0.533333333333,0.691823899371,0.680842,0.58203125,0.735802469136
17,0.691425,0.538095238095,0.697819314642,0.692527,0.53125,0.69387755102
18,0.693938,0.533333333333,0.695652173913,0.697666,0.50390625,0.67012987013
19,0.69411,0.528571428571,0.691588785047,0.689856,0.54296875,0.703797468354
20,0.693869,0.542857142857,0.690322580645,0.692391,0.51953125,0.683804627249
21,0.694055,0.504761904762,0.651006711409,0.695864,0.4921875,0.659685863874
22,0.687786,0.580952380952,0.68115942029,0.693504,0.50390625,0.67012987013
23,0.69415,0.533333333333,0.639705882353,0.68829,0.5625,0.72
24,0.694924,0.480952380952,0.575875486381,0.689825,0.54296875,0.703797468354
25,0.691368,0.509523809524,0.619926199262,0.688588,0.5546875,0.713567839196
