,phrase,score
88,raw,0.43303378176618945
89,base,0.43089104924876886
90,lang,0.4300517707535818
91,ren,0.428373153260247
92,research,0.4280128469926657
93,sequence,0.424682859931263
94,united,0.42205633241867835
95,table,0.42088057612332164
96,positive,0.4171221277372612
97,estimation,0.41438254529381346
98,statistical,0.41393843725223495
99,phrase,0.4108220012218441
100,score,0.4077029680638494
101,precision,0.406548571479409
102,vol,0.40642775949362414
103,analysis,0.4064265465105239
104,model,0.40579493729012084
105,machine,0.4041247110589647
106,general,0.4038063442292528
107,firewall,0.4037584789898416
108,quality,0.4030693443448065
109,automatic,0.40258045828365613
110,textrank,0.4023078587033308
111,noise,0.40082999885260623
112,gap,0.39876659922242613
113,pool,0.3986206068409229
114,experts,0.3985359718553408
115,memory,0.3969339930966554
116,algorithm,0.39666467736531724
117,words,0.3957667619425521
118,tags,0.3942454884127684
119,concordance,0.39355710718099546
120,champaign,0.3930968005931665
121,robust,0.39194499818246925
122,size,0.39084728078148306
123,results,0.38949289803624126
124,multiple,0.3892619058245886
125,independence,0.3887073918140837
126,feature,0.3872967732000067
127,domain,0.38522572217888956
128,speech,0.38506533801059345
129,decision,0.38310161475811455
130,word,0.38224927731535935
131,trees,0.3814440003960203
132,languages,0.38143893034003223
133,labels,0.3803697194579129
134,complete,0.3798625503512928
135,conf,0.3775451972645516
136,pp,0.3768911736856413
137,list,0.37654678724423074
138,probability,0.37565542166327676
139,performance,0.3753255829929475
140,paper,0.37381198272618343
141,massive,0.3737936361029171
142,index,0.3733603688461556
143,informativeness,0.37236676230154325
144,dependency,0.37210632134476546
145,labeling,0.3715574393680802
146,quality estimator,0.3706649636306535
147,e,0.3702593199535762
148,high,0.3684205010163099
149,topical,0.3671857394613284
150,number,0.3668760673182111
151,context,0.36687373568804765
152,linear,0.3655095188597802
153,negative,0.3653538473291265
154,pre,0.36535196667355546
155,single,0.36421578514402203
156,negative labels,0.3638122614779245
157,indexing,0.3620827830043081
158,percent,0.3603152442176348
159,form,0.35686699849442016
160,processing,0.3558324877222136
161,curves,0.35494434559296023
162,corpora,0.3548587079734983
163,multi,0.35470334842568635
164,scientific,0.3545641746281616
165,evaluation,0.35385982740550415
166,completeness,0.3538221197033201
167,effort,0.3537478707998629
168,ensemble,0.35308507618314855
169,models,0.3524478844653003
170,phrases,0.35219941997498333
171,efficient,0.35213384344221577
172,document,0.3508591311427124
173,topic,0.35019394580923646
174,boundary,0.34874824703107693
175,based,0.34824855436146657
176,expert,0.3479907065918577
177,existing,0.3478544908430902
178,comparison,0.3473692477703064
179,compared,0.3471022558214334
180,experiments,0.34684903920129245
181,previous,0.3457860032469324
182,classifier,0.3450654138365243
183,long,0.3421559891868298
184,modeling,0.3419309996923271
185,threshold,0.34168972191594865
186,segment,0.3412857222877862
187,complex,0.34004119413981604
188,domains,0.33880990046615256
189,strong,0.338663962006958
190,english datasets,0.3381670363289038
191,methods,0.33620985479980503
192,learn,0.3360203953979808
193,sense,0.3355062747968121
194,collection,0.33465386755630727
195,incorporating,0.33444329146508783
196,pools,0.3339792957825772
197,concepts,0.3330798339774839
198,candidates,0.32886186816733876
199,article,0.328530554121215
200,great,0.3268809588816713
201,independent,0.32680760133293046
202,specific,0.324936038847188
203,datasets,0.3248119411619607
204,shown in fig,0.3237129369132367
205,trends,0.322796047982658
206,error,0.31852190373837763
207,degree,0.31837033945998106
208,input,0.3179443956976545
209,efficiency,0.3177987026877729
210,large,0.3162469379226951
211,trained,0.3159181146285165
212,process,0.31331054621842735
213,case,0.31325012593960017
214,phrasal,0.3127701276880154
215,dataset,0.31246394340335365
216,ranked,0.3118367619711316
217,classifiers,0.311670109239697
218,baseline,0.3102706747066598
219,length,0.3102061201155733
220,support,0.3087926411056195
221,addition,0.3065158164756129
222,proposed,0.3058848786731777
223,computer,0.30563364928089665
224,articles,0.3043276072893527
225,term,0.3032497091595719
226,defined,0.30312782305137603
227,features,0.30271223197391783
228,c,0.30225701267849203
229,names,0.30209906852779167
230,scores,0.3020642240737145
231,n,0.3017708526650129
232,speedup,0.3010602134299764
233,parameters,0.3007083195225459
234,rules,0.2998642315398948
235,similar,0.29979646667197185
236,candidate,0.299504679180105
237,mentions,0.2988625039902792
238,accuracy,0.29839107813374244
239,documents,0.29802937738278584
240,popular,0.29707170850949677
241,y,0.2946231736712274
242,j,0.2943475492730543
243,expensive,0.29394199235729157
244,terms,0.29239477706646516
245,method,0.29102709868160986
246,segments,0.2895750232734524
247,g,0.28764943211855865
248,h,0.28656017355694036
249,papers,0.2864416493702496
250,framework,0.2858638946017858
251,significant,0.2856222823812184
252,i,0.2854849823208464
253,times,0.2850105176700549
254,n grams,0.2812275900514934
255,instead,0.28051641223811835
256,given,0.28033785880948936
257,x,0.2797953087277914
258,works,0.27707351858366114
259,criteria,0.2762460851357121
260,interesting,0.2749843376109804
261,improvements,0.27434468185025085
262,evaluated,0.27071305069825763
263,shown,0.2703952319148958
264,extract,0.2630946118908085
265,techniques,0.2629333943724436
266,part,0.26242055718426577
267,estimate,0.2622756369311021
268,b,0.2622667530799774
269,automated,0.2617214907288433
270,e mail,0.2614397289920794
271,generate,0.25795500713262187
272,received,0.256580074372798
273,designed,0.2558850420535666
274,https,0.25442253665090525
275,segmentation model,0.25356032867961853
276,overall,0.25202489674927936
277,study,0.2485602592637859
278,example,0.24776392398739613
279,effectively,0.24588183053015142
280,therefore,0.24571031158057424
281,compare,0.24474398064678707
282,github.com,0.24332573190440865
283,as,0.23896412793257746
284,shows,0.23813365250966273
285,introduce,0.23756923946956307
286,k,0.23729175011457665
287,present,0.23612841294699047
288,leverage,0.23516816218578243
289,i.e,0.23459718903609858
290,propose,0.23304568539287718
291,outperforms,0.23286496220896205
292,including,0.23261672513685314
293,such,0.2324965800401931
294,r,0.23096989185510872
295,s,0.2298941248448728
296,following,0.22942899412198386
297,l,0.22809639035881693
298,w,0.22778710974792205
299,m,0.22746342339392053
300,computer science,0.2269634323552091
301,this,0.22492821795443346
302,more,0.2207891407509634
303,p,0.2207718848297473
304,he,0.21955891648162906
305,october 2018,0.218344742557892
306,e.g,0.21815259117705296
307,in,0.21527256654412158
308,u,0.21514191002873967
309,d,0.20958260207287713
310,part of speech,0.20222271612998408
311,t,0.20173524446210658
312,different,0.2010507217560261
313,on,0.20052366055524107
314,first,0.19965543178530626
315,most,0.19834787412795232
316,after,0.1966355441004664
317,a,0.19337274316969724
318,if,0.19267054720731497
319,then,0.19228124249758935
320,further,0.19106183982395106
321,university of illinois,0.18871743323292575
322,do,0.1884181595827977
323,best,0.18805636850962998
324,only,0.18763744946238675
325,however,0.18677811457602345
326,using,0.1851603592601069
327,while,0.184967945444565
328,one,0.18491451799705697
329,30,0.18428782899938032
330,non,0.18376065975922218
331,these,0.1826123247393688
332,the,0.18220302551011064
333,almost,0.18175896236704897
334,well,0.1814864582179476
335,2018,0.18078206849335424
336,there,0.18004895360203507
337,many,0.1793609592501523
338,by,0.178192000792682
339,among,0.1773224940384331
340,all,0.1751657531277228
341,than,0.17435588063370822
342,for,0.17300998078914553
343,this paper,0.17146629865321178
344,new,0.17024636332295545
345,time,0.1692853973868552
346,because,0.1682238162632082
347,10,0.16820492412050259
348,five,0.168020059256006
349,to,0.16796182196403212
350,especially,0.1677784059701954
351,four,0.16681249609951362
352,also,0.16659755719600902
353,ieee transactions on,0.1660897314508943
354,three,0.1656020266746217
355,refers to,0.16549778786149386
356,better,0.1650656126573242
357,from,0.16500942377423322
358,rely on,0.1644079625015534
359,et al,0.16164103054604773
360,two,0.16092574779476643
361,1,0.16081528845782753
362,at,0.16066297077485286
363,above,0.15982727900859453
364,we,0.15929896735683663
365,0,0.1591282476811045
366,even,0.15912759830235956
367,our,0.158764427196613
368,state of,0.15718338566834164
369,it,0.1561770068916652
370,usually,0.15601722690782954
371,some,0.15596918261736942
372,his,0.15583673122535427
373,enough,0.15544779985630622
374,novel,0.15526147704582713
375,very,0.15411119469055762
376,compared to,0.15393143585560132
377,of,0.1514515248480777
378,an,0.15132129029668445
379,but,0.14963116722942016
380,they,0.14935996619595068
381,11,0.1490639124808773
382,like,0.14898510753949362
383,follows,0.14868688084833256
384,9,0.14852858604278196
385,how,0.14827912669283175
386,when,0.1472387934886083
387,within,0.14662367788161748
388,4,0.14610528642571333
389,20,0.14593611934811707
390,2017,0.14519357632499535
391,available,0.14444913787467925
392,no,0.1440922914360213
393,8,0.14324243339918719
394,over,0.14226951436286184
395,5,0.14196954138300288
396,each,0.14189606085316148
397,2015,0.1417685463242159
398,other,0.14130652345557987
399,38,0.1411397645470393
400,7,0.14113593965956397
401,12,0.14107060902237406
402,13,0.14088073600353224
403,2010,0.1393457435518269
404,15,0.13927819107340209
405,@,0.1374356900351664
406,2,0.13737925721600125
407,and,0.13729070272947927
408,different domains,0.13657821657438146
409,with,0.13626563285234064
410,certain,0.1361987469997593
411,more than,0.1359154729038502
412,any,0.1358848094267086
413,3,0.13580277310581762
414,without,0.13538748077547447
415,not,0.13534909507490334
416,6,0.13526017042131078
417,used,0.1352303799338265
418,23,0.13426419286888958
419,work,0.13380202372604097
420,or,0.13355489826562464
421,based on,0.13240873381946544
422,both,0.13195964340349162
423,between,0.1293908481637223
424,becomes,0.12696547245099968
425,into,0.1266960956292257
426,about,0.1263297117252099
427,use,0.12595227458589747
428,show,0.12547814354497977
429,evaluated by,0.12490223027651397
430,different languages,0.12392075452754332
431,respectively,0.12288371723159577
432,its,0.12240420190416397
433,the art,0.12214364994241687
434,as well as,0.12143168635539311
435,where,0.12122184609815163
436,their,0.12005115278993261
437,will,0.11892348057610408
438,should,0.11794873272526024
439,in addition,0.1177645608303897
440,defined as,0.117141238003272
441,them,0.11596874607067433
442,were,0.11522131779556503
443,been,0.11508328533770848
444,may,0.11455772814022157
445,have,0.10924982641874786
446,can,0.10895272251787769
447,has,0.10893846003113591
448,which,0.10786351983542447
449,be,0.10757712427881985
450,is,0.10739984074600191
451,that,0.10701965494201657
452,are,0.10674329027313884
453,according to,0.10161962853945898
454,due to,0.09783427381429517
455,as follows,0.09099366142720365
456,number of,0.08776645091122566
457,such as,0.0870880274402792
458,set of,0.0852491407269942
459,for example,0.08127774316228668
460,the u.s,0.0799462590925816
461,the size of,0.07921147152173127
462,the same,0.07498959712514353
463,probability of,0.06966812929335552
464,number of words,0.06758089792493949
465,the number of,0.054121004329576894
466,to model,0.05365830090292462
467,as shown in,0.053385268358066854
468,the proposed,0.04994954082398198
469,university of,0.049496883897856295
470,the following,0.045633260108758664
471,the results,0.04410041378524225
472,instead of,0.040988121687495396
473,the university of,0.03876646706790786
474,a complete,0.03807635739216252
475,the ideal,0.03641665520868181
476,as well,0.03640523477747895
477,the corpus,0.03395598523717633
478,the performance,0.03310694379690774
479,a phrase,0.030922111254304562
480,the probability,0.029031275569493475
481,part of,0.02864634755249964
482,phrases from,0.02849334861013269
483,in different languages,0.027314219047746908
484,the best,0.026921951686524653
485,of words,0.025051652322230597
486,the given,0.024160761281892585
487,in different domains,0.024125309278753802
488,the phrase,0.023744453017143636
489,the chinese,0.02264287388111663
490,shown in,0.022506586605010422
491,the domain,0.021912944738795365
492,a more,0.02142907883017442
493,frequency of,0.020423128546702692
494,phrases in,0.019375300549712683
495,the size,0.016441587303109757
496,the positive,0.016282820897308023
497,the precision,0.014976809615637326
