,phrase,score
0,knowledge base,0.8734070970581805
1,information extraction,0.8568585675653064
2,domain specific,0.8113377300037374
3,text corpora,0.7704882862657413
4,keyphrase extraction,0.719894436841039
5,pos tagger,0.712723445833946
6,natural language,0.6909646602779101
7,massive text corpora,0.6505250102387082
8,cn,0.6309963658653092
9,auc,0.6300044214035635
10,pos tag,0.6251617263192806
11,ieee,0.6183734198487901
12,wikipedia,0.6090860850957394
13,illinois,0.6040647778493968
14,domain experts,0.5946615438474321
15,phrase mining,0.5941157562432674
16,pos tags,0.5926508633330452
17,chinese,0.5920073874412302
18,precision recall,0.5847704988843946
19,high quality,0.5820175536894574
20,fig,0.5748059932995735
21,word sequence,0.5680361992793773
22,pos,0.5676503296542258
23,pre trained,0.5672355725553185
24,wikipedia article,0.5599296824498518
25,english,0.5579353839142134
26,art,0.5531881324313975
27,np,0.550633144188959
28,precision recall curves,0.5505498278235873
29,multiple languages,0.5465196180295316
30,acm,0.5433019117862139
31,yelp,0.5323504053536855
32,quality score,0.5291730418814092
33,gb,0.5250031014834166
34,viterbi,0.5232285112591076
35,business,0.5213928317564032
36,dblp,0.5207442625468877
37,proc,0.517485077863711
38,phd,0.5164059154535084
39,section,0.5159599908718192
40,spanish,0.5150549029581593
41,linguistics,0.5117939603262032
42,rectified,0.5115139253747046
43,han,0.5108942849283136
44,human effort,0.5108879959879615
45,knowledge bases,0.5081551197007873
46,human annotation,0.506031612366354
47,idf,0.5056919963508704
48,database,0.5013005745692394
49,mining,0.5006902973292281
50,liu,0.49881115091891676
51,nlp,0.4976182941598174
52,natural,0.4966076117801792
53,engineering,0.4965914668391195
54,int,0.49623312916358486
55,wang,0.4923654982229875
56,extraction,0.48639412745497557
57,uu,0.48303107360254255
58,comput,0.48125943342501254
59,google,0.4792284836766699
60,human,0.4774897978699924
61,linguistic,0.4764671194357464
62,bi,0.4749085764805571
63,tag,0.4740748550470195
64,award,0.47211176993906345
65,corpus,0.46891710708774237
66,general knowledge,0.4633409266291811
67,single word,0.46064465345995753
68,knowledge,0.45985736600216254
69,en,0.4592465466534921
70,es,0.4585969907705351
71,dw,0.4576812176923342
72,word phrases,0.45499039257542967
73,noun,0.4549254889726388
74,training,0.45362771060689416
75,recall,0.45126259925053647
76,language,0.45113334740127825
77,note,0.4509851726862454
78,information,0.4508384785206712
79,data,0.44859213161292916
80,set,0.44839762035005276
81,ideal,0.4448117571798248
82,tagger,0.44470997304428006
83,frequency,0.4433829951963478
84,segmentation,0.4420261448366795
85,retrieval,0.43644919573788415
86,keyphrase,0.4362344976938911
87,text,0.4331571499206189
