,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
0,1614558961.483116,1285,1614558961,459846020,map,base_link,0.017123945114694512,0.019571826125732824,0.0,0.0,0.0,-0.5828983618185622,0.812545075543035,"(2.1414158090323743, -3.3436834569373368e-09, 0.0, 0.0, 0.0, -2.7497954409055687e-08, -3.3436834569368963e-09, 2.1414158094521434, 0.0, 0.0, 0.0, 3.935640871244837e-08, 0.0, 0.0, 3.3323924962820555e-07, 1.5608729148581982e-18, 4.611553097625153e-19, 0.0, 0.0, 0.0, 1.5608729148581978e-18, 3.331452719349955e-07, -7.650687843319148e-27, 0.0, 0.0, 0.0, 4.611553097625153e-19, -7.650687842751727e-27, 3.331452719349955e-07, 0.0, -2.7497954409055687e-08, 3.935640871244836e-08, 0.0, 0.0, 0.0, 0.0012305151620798113)",-0.0007231338642610355,0.002478937734903176,0.0,0.0,0.0,5.419851685064226e-07,"(0.0006226036065649394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006226036065649394, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3319224755181087e-07, 4.2040812289104635e-28, 1.2420833527927243e-28, 0.0, 0.0, 0.0, 4.204081228910463e-28, 3.3277041406442755e-07, -8.028423222997427e-36, 0.0, 0.0, 0.0, 1.2420833527927237e-28, -8.028423222997427e-36, 3.3277041406442755e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004842908932904563)"
1,1614558961.5161836,1286,1614558961,499871016,map,base_link,0.01715099758722341,0.01959144922067994,0.0,0.0,0.0,-0.5827620443050496,0.8126428488071493,"(2.1434171876611643, -3.3478515133695145e-09, 0.0, 0.0, 0.0, -2.7713559380095015e-08, -3.347851513369076e-09, 2.143417188083983, 0.0, 0.0, 0.0, 3.965127376348985e-08, 0.0, 0.0, 3.332409219618842e-07, 1.465047008169932e-18, 4.2752957079771485e-19, 0.0, 0.0, 0.0, 1.4650470081699316e-18, 3.331486128366114e-07, -6.777857363781368e-27, 0.0, 0.0, 0.0, 4.2752957079771504e-19, -6.777857363213936e-27, 3.331486128366114e-07, 0.0, -2.771355938009502e-08, 3.9651273763489836e-08, 0.0, 0.0, 0.0, 0.001233297750524388)",-0.0007146485684371178,0.002432070816864141,0.0,0.0,0.0,2.353867693055769e-07,"(0.000609941035422666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000609941035422666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3319475464118893e-07, 3.92565183638928e-28, 1.14558249477896e-28, 0.0, 0.0, 0.0, 3.9256518363892827e-28, 3.327803912825465e-07, -7.043530735059611e-36, 0.0, 0.0, 0.0, 1.1455824947789602e-28, -7.043530735059614e-36, 3.327803912825465e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004748426716470173)"
2,1614558961.5351279,1287,1614558961,519947052,map,base_link,0.017155605272924368,0.019594741455252484,0.0,0.0,0.0,-0.5827617251461238,0.8126430776821479,"(2.1444210752637383, -3.3508214361181766e-09, 0.0, 0.0, 0.0, -3.4073975385237056e-08, -3.3508214361177544e-09, 2.1444210756887063, 0.0, 0.0, 0.0, 4.86066953846294e-08, 0.0, 0.0, 3.328678712081286e-07, 3.0142633637040883e-18, 8.861968444167197e-19, 0.0, 0.0, 0.0, 3.014263363704089e-18, 3.3240756805379614e-07, -5.741887307165258e-27, 0.0, 0.0, 0.0, 8.861968444167203e-19, -5.7418873066003525e-27, 3.3240756805379614e-07, 0.0, -3.407397538523706e-08, 4.86066953846294e-08, 0.0, 0.0, 0.0, 0.0012342848843075274)",-0.00011651585239377517,0.000396037502414046,0.0,0.0,0.0,2.987747929138593e-13,"(9.895061797724677e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.895061797724677e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.326370808821494e-07, 7.160566200800046e-27, 2.105214495176683e-27, 0.0, 0.0, 0.0, 7.160566200800046e-27, 3.306160397598573e-07, -5.296296480338039e-35, 0.0, 0.0, 0.0, 2.105214495176682e-27, -5.296296480338052e-35, 3.306160397598573e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.881553477902905e-05)"
3,1614558961.5704665,1288,1614558961,560184002,map,base_link,0.017240347304194218,0.01965641107146321,0.0,0.0,0.0,-0.5828661178524535,0.8125682055431469,"(2.1464332919309297, -3.3565929734582818e-09, 0.0, 0.0, 0.0, -4.0098348689123246e-08, -3.356592973457835e-09, 2.146433292360013, 0.0, 0.0, 0.0, 5.6856651964068186e-08, 0.0, 0.0, 3.332389581443005e-07, 3.6229841328595716e-18, 1.0771700380336125e-18, 0.0, 0.0, 0.0, 3.62298413285957e-18, 3.331446897522264e-07, -4.135165392214038e-26, 0.0, 0.0, 0.0, 1.0771700380336133e-18, -4.1351653921573085e-26, 3.331446897522264e-07, 0.0, -4.0098348689123246e-08, 5.6856651964068186e-08, 0.0, 0.0, 0.0, 0.0012296244916187413)",-0.0013408601721428927,0.004468611610689762,0.0,0.0,0.0,-1.03940088683355e-06,"(0.0011095061759862977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011095061759862977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3319181061266664e-07, 9.986995075923182e-28, 2.9692903444826107e-28, 0.0, 0.0, 0.0, 9.98699507592318e-28, 3.327686793152176e-07, -4.534338575224765e-35, 0.0, 0.0, 0.0, 2.9692903444826102e-28, -4.5343385752247776e-35, 3.327686793152176e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000835341401051153)"
4,1614558961.6083395,1289,1614558961,600284100,map,base_link,0.01726195040434837,0.019670077407681917,0.0,0.0,0.0,-0.5828053312487131,0.8126118051493455,"(2.1484383163268195, -3.3610809508442404e-09, 0.0, 0.0, 0.0, -3.705150032117396e-08, -3.361080950843808e-09, 2.1484383167590986, 0.0, 0.0, 0.0, 5.2570733708002944e-08, 0.0, 0.0, 3.332396411843557e-07, 3.180458457877255e-18, 9.371411883967895e-19, 0.0, 0.0, 0.0, 3.1804584578772543e-18, 3.3314605429218097e-07, -3.1812043060989675e-26, 0.0, 0.0, 0.0, 9.371411883967897e-19, -3.1812043060422246e-26, 3.3314605429218097e-07, 0.0, -3.7051500321173975e-08, 5.257073370800296e-08, 0.0, 0.0, 0.0, 0.0012304143728575673)",-0.0012019413027661422,0.004066731948289046,0.0,0.0,0.0,-2.0127498633473496e-07,"(0.0010063698891333364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010063698891333364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3319283459494513e-07, 8.770474909667744e-28, 2.584273124664749e-28, 0.0, 0.0, 0.0, 8.770474909667744e-28, 3.3277275453136194e-07, -3.4909179829461977e-35, 0.0, 0.0, 0.0, 2.5842731246647476e-28, -3.4909179829461977e-35, 3.3277275453136194e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007635673597970495)"
5,1614558961.6372616,1290,1614558961,620454073,map,base_link,0.0172372018243953,0.019652127469778943,0.0,0.0,0.0,-0.5829938002212933,0.8124766020652746,"(2.1494468758048657, -3.366596449650126e-09, 0.0, 0.0, 0.0, -4.633058936626008e-08, -3.3665964496496146e-09, 2.149446876241086, 0.0, 0.0, 0.0, 6.574786703484202e-08, 0.0, 0.0, 3.329904415350852e-07, 3.0691365682748952e-18, 9.067631247841787e-19, 0.0, 0.0, 0.0, 3.069136568274895e-18, 3.3265035295583603e-07, -8.120174658185466e-27, 0.0, 0.0, 0.0, 9.06763124784179e-19, -8.120174657619728e-27, 3.3265035295583603e-07, 0.0, -4.633058936626009e-08, 6.574786703484201e-08, 0.0, 0.0, 0.0, 0.0012349912369388405)",-0.00015967151945355519,0.0005437040065458613,0.0,0.0,0.0,-3.9079792601619785e-12,"(0.0001345398075070943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001345398075070943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3282004943816623e-07, 7.363888857518913e-27, 2.1756291696560793e-27, 0.0, 0.0, 0.0, 7.363888857518915e-27, 3.3131721780134e-07, -7.608269102725178e-35, 0.0, 0.0, 0.0, 2.17562916965608e-27, -7.60826910272516e-35, 3.3131721780134e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010699521702780915)"
6,1614558961.68829,1291,1614558961,660546064,map,base_link,0.01726474372547295,0.019670724339121096,0.0,0.0,0.0,-0.5834697011803239,0.8121349073919575,"(2.151451604781981, -3.3713838046475254e-09, 0.0, 0.0, 0.0, -3.703880442882008e-08, -3.3713838046470258e-09, 2.1514516052216717, 0.0, 0.0, 0.0, 5.279205089443854e-08, 0.0, 0.0, 3.329785378093891e-07, 3.0571695719001583e-18, 8.953141917965216e-19, 0.0, 0.0, 0.0, 3.0571695719001576e-18, 3.326267430577086e-07, -7.71667183577501e-27, 0.0, 0.0, 0.0, 8.953141917965214e-19, -7.716671835209347e-27, 3.326267430577086e-07, 0.0, -3.7038804428820067e-08, 5.2792050894438526e-08, 0.0, 0.0, 0.0, 0.0012328167357295182)",-0.00015252922542074434,0.0005236959546959242,0.0,0.0,0.0,-5.841632877076628e-12,"(0.00013000479917986847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00013000479917986847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.328022681964495e-07, 7.327020261492876e-27, 2.1457708310809116e-27, 0.0, 0.0, 0.0, 7.327020261492877e-27, 3.31248676593822e-07, -7.212498109344256e-35, 0.0, 0.0, 0.0, 2.145770831080911e-27, -7.212498109344227e-35, 3.31248676593822e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010340927928284365)"
7,1614558961.7072196,1292,1614558961,700830936,map,base_link,0.017284292053140818,0.01968469493294379,0.0,0.0,0.0,-0.5836992366003236,0.8119699509170271,"(2.15346589122354, -3.3727811701566383e-09, 0.0, 0.0, 0.0, -2.1387536039528642e-08, -3.372781170156136e-09, 2.1534658916642586, 0.0, 0.0, 0.0, 3.057717262310697e-08, 0.0, 0.0, 3.329964351630381e-07, 3.049505921221746e-18, 8.948326974316721e-19, 0.0, 0.0, 0.0, 3.049505921221747e-18, 3.326622428673678e-07, -8.10005962139134e-27, 0.0, 0.0, 0.0, 8.948326974316723e-19, -8.100059620825562e-27, 3.326622428673678e-07, 0.0, -2.138753603952864e-08, 3.057717262310697e-08, 0.0, 0.0, 0.0, 0.0012277840453535495)",-0.0001605107825861033,0.0005484239079976099,0.0,0.0,0.0,-5.134240482829317e-13,"(0.00013694460436177887, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00013694460436177887, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.328290032741417e-07, 7.315812593442887e-27, 2.1467176898913384e-27, 0.0, 0.0, 0.0, 7.315812593442888e-27, 3.3135175122782964e-07, -7.57727940319389e-35, 0.0, 0.0, 0.0, 2.1467176898913388e-27, -7.57727940319389e-35, 3.3135175122782964e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010889618332263121)"
8,1614558961.7338607,1293,1614558961,735398769,map,base_link,0.017311790803778062,0.01970215290184393,0.0,0.0,0.0,-0.5837610212053782,0.8119255323742776,"(2.1551944110455064, -3.3772297158064655e-09, 0.0, 0.0, 0.0, -5.739178076379351e-08, -3.3772297158059655e-09, 2.1551944114895596, 0.0, 0.0, 0.0, 8.287771170590915e-08, 0.0, 0.0, 9.98858062723663e-07, 4.1822881769945865e-17, 1.1983999011533301e-17, 0.0, 0.0, 0.0, 4.182288176994585e-17, 9.97719597010697e-07, -4.389080132419816e-25, 0.0, 0.0, 0.0, 1.19839990115333e-17, -4.38908013241802e-25, 9.97719597010697e-07, 0.0, -5.73917807637935e-08, 8.287771170590915e-08, 0.0, 0.0, 0.0, 0.0021060356276156648)",-1.1526906217723676e-09,4.023705008938949e-09,0.0,0.0,0.0,-1.6901306973735233e-13,"(9.999990050970464e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999990050970464e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.982883969570194e-07, 1.1444278379067385e-26, 3.279262871121326e-27, 0.0, 0.0, 0.0, 1.144427837906738e-26, 9.932001176325479e-07, -4.757064411833088e-34, 0.0, 0.0, 0.0, 3.279262871121324e-27, -4.757064411831133e-34, 9.932001176325479e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999987303689496e-10)"
9,1614558961.7704039,1294,1614558961,760801077,map,base_link,0.01733930704601888,0.01972301555282419,0.0,0.0,0.0,-0.5837727465399186,0.8119171019243528,"(2.156464583418561, -3.3777274833937157e-09, 0.0, 0.0, 0.0, -2.6708678358180588e-08, -3.3777274833932186e-09, 2.1564645838629914, 0.0, 0.0, 0.0, 3.8588785502541686e-08, 0.0, 0.0, 3.3323984865473134e-07, 1.6139127160957215e-18, 4.659286465722619e-19, 0.0, 0.0, 0.0, 1.613912716095722e-18, 3.331464686558804e-07, -8.043760949829974e-27, 0.0, 0.0, 0.0, 4.659286465722619e-19, -8.043760949262549e-27, 3.331464686558804e-07, 0.0, -2.670867835818059e-08, 3.8588785502541686e-08, 0.0, 0.0, 0.0, 0.0012305340940575247)",-0.0007495863490597979,0.00255892132273623,0.0,0.0,0.0,-1.100578980060809e-07,"(0.0006366777563460656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006366777563460656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.33193145590905e-07, 4.355995243766614e-28, 1.2575541821695158e-28, 0.0, 0.0, 0.0, 4.355995243766613e-28, 3.327739885911319e-07, -8.473894775775485e-36, 0.0, 0.0, 0.0, 1.2575541821695154e-28, -8.473894775775485e-36, 3.327739885911319e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004948662070114921)"
