epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
0,0.6928,0.533333333333,0.478723404255,0.859475,0.50390625,0.67012987013
1,0.81429,0.533333333333,0.695652173913,0.709618,0.5234375,0.687179487179
2,0.70732,0.533333333333,0.695652173913,0.68861,0.52734375,0.690537084399
3,0.692564,0.519047619048,0.632727272727,0.695958,0.48828125,0.0
4,0.692043,0.509523809524,0.213740458015,0.715326,0.4296875,0.0
5,0.703896,0.485714285714,0.0689655172414,0.693842,0.515625,0.0
6,0.700191,0.480952380952,0.0840336134454,0.69565,0.46875,0.0
7,0.701458,0.457142857143,0.219178082192,0.692056,0.484375,0.3125
8,0.692322,0.514285714286,0.55652173913,0.690407,0.5234375,0.687179487179
9,0.689568,0.557142857143,0.691029900332,0.693018,0.51171875,0.677002583979
10,0.690033,0.542857142857,0.7,0.692726,0.5234375,0.687179487179
11,0.692863,0.533333333333,0.695652173913,0.680019,0.578125,0.732673267327
12,0.693901,0.533333333333,0.695652173913,0.691755,0.53515625,0.697201017812
13,0.695017,0.533333333333,0.695652173913,0.683471,0.5625,0.72
14,0.692855,0.533333333333,0.695652173913,0.689416,0.5390625,0.700507614213
15,0.691468,0.533333333333,0.695652173913,0.675576,0.6015625,0.751219512195
16,0.690943,0.52380952381,0.6875,0.680645,0.58203125,0.735802469136
17,0.692624,0.538095238095,0.69592476489,0.689515,0.53125,0.69387755102
18,0.690985,0.533333333333,0.683870967742,0.691888,0.50390625,0.67012987013
19,0.694531,0.533333333333,0.668918918919,0.68957,0.54296875,0.703797468354
20,0.692646,0.533333333333,0.644927536232,0.691299,0.51953125,0.683804627249
21,0.695921,0.471428571429,0.527659574468,0.691296,0.51953125,0.672
22,0.688969,0.538095238095,0.57268722467,0.690589,0.50390625,0.67012987013
23,0.691319,0.509523809524,0.592885375494,0.688255,0.5625,0.72
24,0.691525,0.547619047619,0.633204633205,0.688167,0.54296875,0.703797468354
25,0.690845,0.52380952381,0.63768115942,0.686764,0.5546875,0.713567839196
26,0.695879,0.485714285714,0.64238410596,0.693413,0.4921875,0.659685863874
27,0.684589,0.552380952381,0.696774193548,0.684903,0.5546875,0.713567839196
28,0.69098,0.538095238095,0.69592476489,0.698207,0.47265625,0.641909814324
29,0.68889,0.528571428571,0.691588785047,0.697477,0.48046875,0.64907651715
30,0.692167,0.538095238095,0.69592476489,0.686904,0.5390625,0.700507614213
31,0.689942,0.533333333333,0.695652173913,0.696917,0.48046875,0.64907651715
