epoch,train_ls,test_ls,test_acc
1,2.2219884464563417,2.172274545816237,0.22325102880658437
2,2.1422604085985295,2.13767877129125,0.2623456790123457
3,2.076652609612331,2.0444601234278563,0.28600823045267487
4,1.9862444509159436,2.0803873364204244,0.2613168724279835
5,1.9351870501336972,1.9440604525737066,0.3631687242798354
6,1.906749005160056,1.93936330141354,0.36419753086419754
7,1.8931502438773793,1.9320625431161114,0.35905349794238683
8,1.908275407207899,1.9193210067081843,0.35905349794238683
9,1.871445621340728,1.9120778325531218,0.3631687242798354
10,1.8625791969378132,1.9278766582777471,0.35390946502057613
11,1.8675759291845906,1.902870688173506,0.35905349794238683
12,1.8593508980490945,1.9016224715414116,0.3631687242798354
13,1.8397371384723127,1.9109726354265164,0.3559670781893004
14,1.8373220232892629,1.880448798553198,0.37037037037037035
15,1.8425954678827081,1.8624792289862662,0.3734567901234568
16,1.8279338237667873,1.9055026028719213,0.36728395061728397
17,1.8293103038772078,1.8684198617352625,0.3724279835390947
18,1.8171566261732874,1.8753548416581174,0.3662551440329218
19,1.8161073952666984,1.8571760055490236,0.3775720164609053
20,1.8168433224859317,1.9118980192215231,0.35802469135802467
21,1.792559766572369,1.8015073067029563,0.4495884773662551
22,1.7318167213566047,1.776320666400524,0.44753086419753085
23,1.6903170849666123,1.7162018086331985,0.4619341563786008
24,1.6678793055952088,1.6873434313684088,0.46399176954732513
25,1.607394018449074,1.6557028847727389,0.4722222222222222
26,1.5875225786335212,1.628466344266026,0.4876543209876543
27,1.5760493317911448,1.6235001362522934,0.4783950617283951
28,1.550093014378193,1.6195668272382806,0.492798353909465
29,1.5455851239606369,1.596335944976397,0.49691358024691357
30,1.5234531371061466,1.6222572155994337,0.47530864197530864
