epoch,train_ls,test_ls,test_acc
1,2.29157087822591,2.2821559554019584,0.15020576131687244
2,2.2635214545510034,2.249041909543575,0.17181069958847736
3,2.215182869887549,2.1762854182180553,0.25102880658436216
4,2.150979836125019,2.1394543244882867,0.2757201646090535
5,2.120769344085504,2.1126161559404415,0.27983539094650206
6,2.1033320367828874,2.0865218806705235,0.2952674897119342
7,2.082128239072059,2.075788131884372,0.294238683127572
8,2.0702118243067718,2.068088900259554,0.3004115226337449
9,2.063107708268914,2.06368867581166,0.3168724279835391
10,2.0501118297419274,2.0529076955760273,0.30864197530864196
11,2.0490691671686725,2.052547183828697,0.31995884773662553
12,2.0470642974554014,2.0688974025425475,0.31893004115226337
13,2.044259537350048,2.0560163406908143,0.32613168724279834
14,2.0385237301676726,2.038878914976776,0.33641975308641975
15,2.0271307643780037,2.0439386350857744,0.32098765432098764
16,2.0229718320625873,2.0275087330716475,0.32613168724279834
17,2.014982046174609,2.0231441515267905,0.3168724279835391
18,2.0118793692470582,2.023755795782271,0.3281893004115226
19,2.008498832213977,2.019116246444269,0.32510288065843623
20,2.0085728493603794,2.0246509917735778,0.31378600823045266
21,2.0057222389977825,2.0225445870731655,0.32613168724279834
22,1.9975142193234656,2.024045724877819,0.31069958847736623
23,2.0039675580568552,2.0350571822014794,0.31378600823045266
24,1.98969918243156,2.0114156239696706,0.3333333333333333
25,1.9925950814869777,2.0089155383285426,0.3436213991769547
26,1.9882208966026622,2.0132683207062474,0.3281893004115226
27,1.9934615123370463,2.0154282172773907,0.33024691358024694
28,1.9943838769739324,2.014081999843503,0.33024691358024694
29,1.9792471473867244,2.0133300520855273,0.3425925925925926
30,1.9748246413617094,2.007698400643627,0.338477366255144
