epoch,train_ls,test_ls,test_acc
1,2.2283899291487765,2.161805823874572,0.24279835390946503
2,2.051058962325419,2.0108981827894845,0.33024691358024694
3,1.9791675067144978,1.9266708089429656,0.3549382716049383
4,1.9177317905031945,1.9421687334653281,0.3508230452674897
5,1.9227816506850819,1.977954226143566,0.30761316872427985
6,1.888004885232153,1.9288266406091765,0.35185185185185186
7,1.8836131125442253,1.8853906318813625,0.36213991769547327
8,1.86552462794564,1.898207262572315,0.35288065843621397
9,1.9358385988503448,1.973015151488683,0.3117283950617284
10,1.88724908355839,1.895565189014921,0.3662551440329218
11,1.8730730192720397,1.8740969137978498,0.3631687242798354
12,1.8448207033567192,1.8536058296506972,0.36728395061728397
13,1.8680728831567055,2.0119146180910215,0.3045267489711934
14,1.925338106707108,1.9104702456513183,0.31275720164609055
15,1.8983252147012506,1.891113089075611,0.32098765432098764
16,1.89158380425666,1.8774950086702535,0.33024691358024694
17,1.87496577511149,1.8577257538053356,0.32613168724279834
18,1.8875212610260514,1.8587386117703875,0.33024691358024694
19,1.8699423587026676,1.8586923288097106,0.32510288065843623
20,1.85680775602987,1.8622837977123603,0.3292181069958848
21,1.857653025753242,1.8351872019439077,0.33539094650205764
22,1.8495452630618388,1.8373998619248102,0.33127572016460904
23,1.8553384030160824,1.8476616764372145,0.338477366255144
24,1.857846004903809,1.8929519260325183,0.3271604938271605
25,1.8744064756661407,1.8859044979383917,0.33641975308641975
26,1.871886039568373,1.858373455312333,0.33641975308641975
27,1.8658597380661768,1.8526452448632982,0.338477366255144
28,1.8801505555791302,1.8774390948836694,0.3168724279835391
29,1.8971492790978801,1.8735013126621767,0.3405349794238683
30,1.887098989210838,1.9033729848777683,0.3405349794238683
