epoch,train_ls,test_ls,test_acc
1,2.2575046562951457,2.2093376716591204,0.26440329218106995
2,2.154545525873988,2.1451222559920065,0.2890946502057613
3,2.0453640380181555,2.009219295326084,0.3508230452674897
4,1.9612237934238654,1.9608675775658568,0.36419753086419754
5,1.9016810340329635,1.9258928083404592,0.39609053497942387
6,1.8742759079972575,1.9071608719879707,0.38580246913580246
7,1.855196475982666,1.8911477188989827,0.43004115226337447
8,1.8322959517644457,1.8726708556874176,0.4166666666666667
9,1.8255492498066799,1.866840926102466,0.43724279835390945
10,1.806784600265755,1.8469961364293632,0.43415637860082307
11,1.798942553110359,1.8510061364655417,0.404320987654321
12,1.8067847165194424,1.8555611219408503,0.4166666666666667
13,1.796395311670855,1.845810229397559,0.43106995884773663
14,1.7907536374635933,1.8490561145557083,0.41872427983539096
15,1.7648984715958271,1.804288745767709,0.4218106995884774
16,1.73431009103444,1.784409423203518,0.4351851851851852
17,1.728801988373118,1.7983121069487369,0.4176954732510288
18,1.702911778915027,1.761715248155258,0.43004115226337447
19,1.697625210462523,1.7480050772711166,0.4331275720164609
20,1.6923789485426974,1.728220139700563,0.448559670781893
21,1.6875402730358533,1.7375665412144543,0.43621399176954734
22,1.7044603154678974,1.7753960489642273,0.41460905349794236
23,1.7105714299462058,1.7106032711319594,0.45781893004115226
24,1.6895669265226885,1.7191029467481982,0.4495884773662551
25,1.6630489727682318,1.6997693157908143,0.4444444444444444
26,1.6858455317079528,1.7045396921405025,0.4506172839506173
27,1.6827992112183374,1.7365420944524024,0.4218106995884774
28,1.6823243336244063,1.6725330788095063,0.45987654320987653
29,1.6721325038878385,1.7227906087564817,0.43004115226337447
30,1.7039990543333952,1.7323071290374783,0.411522633744856
