epoch,train_ls,test_ls,test_acc
1,2.246621949613587,2.1696969717127796,0.25
2,2.116425295506627,2.0275133751915315,0.3117283950617284
3,2.0070075742469347,1.965514588319225,0.3888888888888889
4,1.9336383539783069,1.8701724938956308,0.4022633744855967
5,1.8455106620946207,1.8016799920288378,0.4506172839506173
6,1.819687361559592,1.8017043071595853,0.4279835390946502
7,1.7642286227754325,1.7214746444405598,0.4609053497942387
8,1.7397657317563522,1.7250145196746038,0.4454732510288066
9,1.7398639651369456,1.7356341697693392,0.4619341563786008
10,1.7242336263341351,1.7143783865289555,0.4660493827160494
11,1.7188531465766843,1.6879191199651011,0.4897119341563786
12,1.700961549420002,1.6630380490881969,0.4732510288065844
13,1.6901691078154508,1.6529019122144184,0.5
14,1.681514203055831,1.6626549093474332,0.492798353909465
15,1.68001703683995,1.6475015427838673,0.5133744855967078
16,1.6642908173159134,1.634073396843816,0.4948559670781893
17,1.6419233251209102,1.6083347489060873,0.5
18,1.6416513456785975,1.6087075610426658,0.49691358024691357
19,1.6331444111737339,1.59473605014081,0.5113168724279835
20,1.6367030882638347,1.599625457564959,0.522633744855967
21,1.6127754873480677,1.603117670288018,0.5174897119341564
22,1.6327493437065566,1.586722589459619,0.5185185185185185
23,1.6187629039622535,1.6057792895611513,0.5205761316872428
24,1.6124517139324472,1.5648039111603098,0.5370370370370371
25,1.6096518167779466,1.5795849267548572,0.5154320987654321
26,1.61337252983377,1.5944786779553757,0.5164609053497943
27,1.607871523573379,1.5801929818435645,0.5216049382716049
28,1.596283217106969,1.571578625901008,0.529835390946502
29,1.6049257507008954,1.5558687102381588,0.5349794238683128
30,1.5959708946795503,1.572331612226419,0.5267489711934157
