epoch,train_ls,test_ls,test_acc
1,2.298279047012329,2.292285640543871,0.12551440329218108
2,2.2833403905232745,2.2710172822200714,0.12551440329218108
3,2.2550695141156516,2.2289062988610917,0.1882716049382716
4,2.1822877566019696,2.1341006592713265,0.3117283950617284
5,2.1346216162045795,2.1140658664727896,0.29218106995884774
6,2.0915411055088042,2.0708434644304674,0.3220164609053498
7,2.055429724852244,2.0449307380328454,0.29218106995884774
8,2.020363026857376,2.0052590628035767,0.34156378600823045
9,1.9856033345063528,1.9811411103839247,0.33127572016460904
10,1.9633522053559622,1.9572285195436987,0.3333333333333333
11,1.9308490355809529,1.9372544702403094,0.3497942386831276
12,1.9144381821155547,1.9034731431323806,0.3425925925925926
13,1.8970704436302186,1.901619239829082,0.3281893004115226
14,1.8778354227542877,1.8656342472467158,0.35802469135802467
15,1.8631972471872966,1.8896308950619933,0.3497942386831276
16,1.853270705540975,1.8589518613147515,0.360082304526749
17,1.8409280558427175,1.8521233682708484,0.3611111111111111
18,1.8273371080557506,1.8353653943219794,0.36419753086419754
19,1.8287079115708669,1.8837042308102052,0.34670781893004116
20,1.833234477043152,1.8105867710884338,0.35802469135802467
21,1.806633335351944,1.8327449256316624,0.36728395061728397
22,1.802419513463974,1.7954235669348098,0.37551440329218105
23,1.7889217893282572,1.8093032803378784,0.36522633744855965
24,1.7901346762975057,1.8545907884529589,0.360082304526749
25,1.7809834718704223,1.8020236791943203,0.3775720164609053
26,1.7724114378293356,1.7858667606794478,0.37962962962962965
27,1.7697483996550243,1.787641820333009,0.38580246913580246
28,1.782953276236852,1.815843509977737,0.36934156378600824
29,1.7714167992273966,1.834685641827652,0.36213991769547327
30,1.756435747941335,1.804360055813083,0.37037037037037035
