epoch,train_ls,test_ls,test_acc
1,2.2770223400809546,2.2477052631201566,0.16872427983539096
2,2.2215751350418596,2.2075012282702167,0.18106995884773663
3,2.197297037140397,2.1851351967564336,0.1934156378600823
4,2.17942544152914,2.175036477576558,0.17695473251028807
5,2.1705612160942773,2.1883279951021013,0.20987654320987653
6,2.1349217330128694,2.1378113181625373,0.23353909465020575
7,2.068030955377689,2.0993239642293364,0.2191358024691358
8,2.096817393933446,2.231924838735243,0.2037037037037037
9,2.1233007208374906,2.14731940216243,0.24382716049382716
10,2.097625521588917,2.1374573215780925,0.25308641975308643
11,2.0971858895514623,2.143867954519796,0.24897119341563786
12,2.0920164624521553,2.1604868392824144,0.24074074074074073
13,2.0860974581773615,2.147404475421204,0.2551440329218107
14,2.0829908030092223,2.1336084902899746,0.26440329218106995
15,2.0811748829754917,2.1625221176954454,0.25308641975308643
16,2.0792885141924393,2.1336759422051075,0.2777777777777778
17,2.0890027609738437,2.135924403222255,0.2623456790123457
18,2.0761259853347274,2.138230118731903,0.2726337448559671
19,2.068874117756678,2.1534598242844085,0.2962962962962963
20,2.0537491189546824,2.1239062371690576,0.28189300411522633
21,2.0441828493244394,2.0904810171988277,0.2952674897119342
22,2.0138976672464164,2.0547641418536995,0.2829218106995885
23,1.9914316510366015,2.038957967526383,0.2932098765432099
24,1.9649320308827172,1.9792256087003421,0.31584362139917693
25,1.961324862212189,1.981881662773988,0.31069958847736623
26,1.9536859299525742,2.0021768094887458,0.32510288065843623
27,1.9406031251938876,1.9719022228210061,0.3168724279835391
28,1.9446255205091365,2.0013154995294267,0.3117283950617284
29,1.942544812013295,1.9764929871561596,0.3343621399176955
30,1.9410888774335877,1.965876426225827,0.3271604938271605
