epoch,train_ls,test_ls,test_acc
1,2.2881473263104755,2.261173705750532,0.15637860082304528
2,2.2307077407836915,2.1846579724746475,0.23045267489711935
3,2.1485136409600574,2.1206128777545175,0.2366255144032922
4,2.089507649342219,2.057693456242114,0.2654320987654321
5,1.9968926350275675,1.9328017400370703,0.37448559670781895
6,1.9242475310961404,1.8974345294842996,0.37448559670781895
7,1.89240895708402,1.8648203654222406,0.3765432098765432
8,1.8676813066005706,1.858127297503958,0.39300411522633744
9,1.8791682640711467,1.8972562204724477,0.3868312757201646
10,1.8974883596102396,1.854965055767646,0.4012345679012346
11,1.9089306155840555,1.89532341932257,0.3631687242798354
12,1.8689692278703054,1.8810602574467414,0.3631687242798354
13,1.868754267692566,1.8598073002242257,0.39814814814814814
14,1.8577503144741059,1.8797317712640567,0.36934156378600824
15,1.8304454465707143,1.8321121758455603,0.3837448559670782
16,1.8313405056794485,1.8446086822959131,0.3765432098765432
17,1.8207423627376556,1.8463244706147002,0.37037037037037035
18,1.8156634012858073,1.8385220284079329,0.3888888888888889
19,1.823601112763087,1.8194009455633753,0.39711934156378603
20,1.8088011225064595,1.8382044715707193,0.39300411522633744
21,1.8100436290105184,1.8180996904555908,0.40329218106995884
22,1.8203165431817372,1.8127846604542723,0.4002057613168724
23,1.8003946900367738,1.828913558136534,0.39197530864197533
24,1.8043671409289042,1.8354817444435607,0.3868312757201646
25,1.7992245813210805,1.8412569896950397,0.3775720164609053
26,1.791759689648946,1.8278114040508682,0.39300411522633744
27,1.7921210825443268,1.8179898772833278,0.3991769547325103
28,1.7808467169602713,1.778987705446933,0.39711934156378603
29,1.7904789169629416,1.7724125164986393,0.4063786008230453
30,1.7775456527868907,1.7738729268312454,0.40843621399176955
