Tm,C,PF,PG,SF,SG,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,Rk
ATL,3,5,3,5,4,28.2,4.467425963218877,22.0,24.75,27.5,31.25,36.0,43.95,28.14338288123871,1.0,17.75,47.0,70.75,79.0,20.5,28.21253920548543,0.0,0.0,3.5,33.0,78.0,18.490000000000002,9.190263726815518,4.0,10.55,16.85,26.999999999999996,34.0,2.6399999999999997,1.9935158045919514,0.0,1.15,1.95,3.7,6.9,6.18,4.032838885163182,1.0,3.375,4.8,8.4,15.4,0.42315,0.18628339333279,0.0,0.39350000000000007,0.425,0.452,1.0,0.6899999999999998,0.6214583866324354,0.0,0.2,0.55,1.125,2.0,2.075,1.5515272611543964,0.0,1.0,1.65,3.5,5.3,0.2763157894736842,0.13778729687923538,0.0,0.2015,0.34,0.35450000000000004,0.429,1.9600000000000002,1.6753318602907494,0.0,0.875,1.35,2.425,5.7,4.1000000000000005,3.0717730179302327,1.0,1.8,3.0,5.45,11.6,0.465,0.19073817822234473,0.0,0.42725,0.46950000000000003,0.53925,1.0,0.47435,0.18625937630937642,0.0,0.44,0.48150000000000004,0.544,1.0,1.315,1.14766353037263,0.0,0.4,0.95,2.0,4.5,1.8400000000000003,1.5885776491466892,0.4,0.7500000000000001,1.4,2.3499999999999996,5.9,0.7331000000000001,0.21793115764774024,0.0,0.72675,0.7835000000000001,0.84825,1.0,0.72,0.9122557351509442,0.0,0.17500000000000002,0.4,0.9500000000000001,4.0,2.5600000000000005,1.9269282891635966,0.5,1.425,2.25,2.6500000000000004,8.7,3.2950000000000004,2.7880336402108505,0.5,1.6749999999999998,2.75,3.4749999999999996,12.7,1.7099999999999997,1.4111958348190115,0.0,0.8500000000000001,1.4,2.3,6.3,0.565,0.4331949846626137,0.0,0.2,0.45,0.8250000000000001,1.5,0.33499999999999996,0.32650461429801375,0.0,0.07500000000000001,0.25,0.5,1.2,1.065,0.8349440573759228,0.0,0.475,0.9,1.3,3.3,1.39,0.7979579200091087,0.0,0.7750000000000001,1.35,1.6750000000000003,2.8,7.289999999999999,5.34000788487492,1.6,2.6500000000000004,5.65,10.55,18.1,11
BOS,3,3,3,3,3,25.266666666666666,3.5750457872525754,20.0,22.0,26.0,28.0,31.0,59.46666666666667,23.56712803481841,5.0,49.0,72.0,77.0,80.0,27.333333333333332,32.07728761838166,0.0,0.5,6.0,61.5,77.0,19.42,10.747238848055014,3.4,10.850000000000001,17.2,31.349999999999998,33.8,3.1266666666666665,2.3980547672367005,0.6,1.5,2.5,4.05,9.0,6.853333333333333,5.208765505879305,0.8,3.25,5.4,9.75,19.4,0.4726666666666666,0.09354881587909572,0.359,0.433,0.46299999999999997,0.4835,0.75,0.9666666666666668,0.8981462390204987,0.0,0.35,0.8,1.25,3.2,2.6533333333333333,2.3706137441197632,0.0,1.0,2.4,3.9000000000000004,8.5,0.3511333333333333,0.2206172725612864,0.0,0.3295,0.35100000000000003,0.3845,1.0,2.1600000000000006,1.6132487187571012,0.4,1.05,1.9,2.5,5.8,4.193333333333333,3.0562504260395067,0.6,2.15,3.7,4.9,10.9,0.5212,0.07169498886652699,0.405,0.48,0.523,0.5525,0.667,0.5396666666666667,0.10696906539921226,0.42200000000000004,0.494,0.527,0.559,0.875,1.4599999999999997,1.8972913022818307,0.2,0.5,0.8,1.4,7.8,1.8733333333333335,2.016881137749452,0.3,0.8500000000000001,1.3,1.85,8.5,0.7155333333333334,0.11039724806784082,0.5,0.6685000000000001,0.731,0.8025,0.909,0.7666666666666665,0.38852590769777623,0.2,0.5,0.7,1.0,1.5,2.64,1.5967824791480794,0.4,1.5,2.5,3.45,5.4,3.4266666666666667,1.885458135560793,0.8,2.1,3.1,4.699999999999999,6.8,1.98,1.800079363329771,0.1,0.75,1.8,2.2,5.9,0.58,0.45387222871640864,0.0,0.25,0.6,0.8500000000000001,1.6,0.32666666666666677,0.3305118685283408,0.0,0.15000000000000002,0.2,0.4,1.3,0.9933333333333333,0.7741047056038965,0.0,0.45,0.9,1.4500000000000002,2.8,1.6199999999999999,0.8857603674648288,0.0,0.95,1.8,2.3,2.8,8.666666666666666,7.282333482640091,1.5,3.65,6.5,12.25,28.9,4
BRK,2,6,5,4,4,25.80952380952381,3.9952352573915797,21.0,23.0,26.0,28.0,36.0,43.76190476190476,25.66301767506066,3.0,20.0,52.0,69.0,78.0,19.523809523809526,22.35982792335184,0.0,0.0,11.0,33.0,75.0,18.742857142857147,6.2089911763966485,5.1,14.7,18.6,22.6,29.6,2.8619047619047615,1.5746352563296018,0.7,1.8,2.7,3.0,7.4,6.49047619047619,3.2716822525888363,2.2,4.7,5.1,7.0,15.6,0.43309523809523803,0.06364267810353738,0.25,0.413,0.43799999999999994,0.45899999999999996,0.557,0.8333333333333334,0.549848463972878,0.1,0.4,0.6,1.1,1.8,2.4857142857142858,1.4495812203135479,0.4,1.1,2.1,3.2,5.2,0.31366666666666665,0.0641991692573458,0.16699999999999998,0.295,0.321,0.34600000000000003,0.434,2.0285714285714285,1.2522551086511313,0.3,1.1,1.8,2.8,5.6,4.004761904761905,2.330123642744348,1.7,2.2,3.1,6.1,10.5,0.4972380952380951,0.09127425965840795,0.2,0.46299999999999997,0.489,0.565,0.625,0.49576190476190474,0.05942213793015592,0.313,0.466,0.51,0.532,0.59,1.471428571428571,1.0296323893229355,0.1,0.7,1.2,2.1,3.9,1.9000000000000004,1.2489995996796797,0.2,1.0,1.6,2.7,4.9,0.7645714285714288,0.08833661269743788,0.625,0.7140000000000001,0.7509999999999999,0.816,1.0,0.6761904761904762,0.5214448790665817,0.0,0.4,0.5,1.1,2.0,2.6428571428571432,1.2635550754009213,0.6,2.1,2.4,3.2,6.0,3.314285714285714,1.6487224491362134,0.7,2.5,3.3,3.9,8.0,1.6619047619047622,1.1280408638325965,0.1,0.9,1.7,2.0,5.1,0.5571428571428572,0.3026077139985506,0.1,0.4,0.5,0.6,1.2,0.35238095238095235,0.3669046846512697,0.0,0.1,0.3,0.5,1.7,1.2095238095238094,0.6526137923035046,0.1,0.7,1.1,1.7,2.5,1.690476190476191,0.5838705009715441,0.5,1.4,1.8,2.1,2.6,8.009523809523811,4.44116029455195,2.3,5.2,7.3,8.7,20.5,30
CHI,3,3,4,3,5,25.88888888888889,3.755605831739893,21.0,23.25,25.0,27.75,35.0,48.666666666666664,23.874672772626646,3.0,40.25,56.0,65.5,81.0,22.77777777777778,27.650243176370406,0.0,0.0,14.0,38.5,81.0,19.616666666666664,8.313437032546627,3.0,15.299999999999999,17.950000000000003,26.15,37.0,3.0388888888888883,1.951210450520964,0.0,1.9,2.25,3.7749999999999995,7.5,7.011111111111112,4.137189851732821,0.3,4.6499999999999995,5.800000000000001,8.8,16.5,0.40511111111111114,0.11855248968477008,0.0,0.37399999999999994,0.4135,0.4525,0.579,0.6722222222222223,0.5210911126784051,0.0,0.3,0.7,0.95,1.8,1.9944444444444445,1.4411891422678875,0.0,1.1,2.0,2.9250000000000003,5.4,0.28652941176470587,0.12347222240602278,0.0,0.266,0.33299999999999996,0.366,0.429,2.3833333333333333,1.9085719946660458,0.0,1.075,1.85,2.575,6.3,5.016666666666668,3.925070250401671,0.0,2.625,3.55,6.0,13.5,0.46188235294117647,0.06353334002016302,0.345,0.418,0.473,0.494,0.579,0.45694444444444443,0.12296841881614884,0.0,0.44025000000000003,0.48650000000000004,0.51675,0.579,1.3444444444444443,1.7829988691303933,0.0,0.525,0.9,1.3,7.7,1.7055555555555553,2.0626859195268623,0.0,0.8,1.2,1.65,8.9,0.7417058823529412,0.16892371233262457,0.25,0.6609999999999999,0.773,0.865,1.0,0.8999999999999999,0.8492210964102549,0.0,0.22500000000000003,0.7,1.1749999999999998,3.0,2.7,1.3970557275507491,0.1,1.725,2.7,3.5,4.8,3.566666666666667,2.055408933120838,0.2,2.0,3.4,5.0,6.9,1.7555555555555555,1.8003993747212677,0.0,0.8250000000000001,1.05,1.775,6.7,0.6166666666666667,0.49378490196822,0.0,0.3,0.45,0.7750000000000001,1.9,0.3388888888888889,0.39128579729323,0.0,0.025,0.2,0.475,1.4,1.0388888888888888,0.6946339610681881,0.0,0.625,0.9,1.3499999999999999,2.4,1.4555555555555557,0.6279960867452283,0.0,1.3,1.5,1.8749999999999998,2.3,8.116666666666667,5.587301779613357,0.0,4.824999999999999,6.25,10.350000000000001,23.9,15
CHO,5,4,4,1,5,25.789473684210527,3.3760421826027964,21.0,23.0,24.0,29.0,31.0,43.73684210526316,29.251480694266014,2.0,13.0,42.0,74.5,81.0,21.57894736842105,32.897679400552256,0.0,0.0,1.0,37.0,81.0,18.4,9.64555165175464,3.4,11.149999999999999,16.2,26.950000000000003,34.7,2.6842105263157894,1.9852968314012716,0.0,1.1,2.0,3.75,8.1,6.052631578947367,4.519878122871682,0.8,2.5,5.3,8.100000000000001,18.3,0.43047368421052634,0.13056091316616786,0.0,0.40099999999999997,0.444,0.49950000000000006,0.583,0.631578947368421,0.8393467245284323,0.0,0.0,0.3,1.0499999999999998,3.0,1.8526315789473686,2.258408589410948,0.0,0.25,0.8,3.0999999999999996,7.6,0.26587500000000003,0.16930441025954795,0.0,0.135,0.33049999999999996,0.3524999999999999,0.6,2.0684210526315794,1.3601685482072299,0.0,1.0,1.9,2.85,5.1,4.205263157894737,2.6885505562602408,0.4,1.95,4.0,5.8,10.7,0.4617894736842106,0.14521079656346664,0.0,0.4265,0.48700000000000004,0.541,0.667,0.469578947368421,0.13677528845578701,0.0,0.459,0.51,0.5345,0.588,1.3526315789473686,1.0281420249128097,0.0,0.55,1.5,1.85,3.8,1.7105263157894737,1.2192414476232094,0.0,0.8,1.8,2.3499999999999996,4.5,0.7608333333333335,0.11820831562268763,0.5,0.70225,0.7775,0.8515,0.893,0.8210526315789473,0.5930888516612939,0.0,0.35,0.8,1.15,2.2,2.531578947368421,1.7362323934245119,0.5,1.05,2.2,3.75,5.6,3.352631578947369,2.0878932553207874,0.6,1.6,3.2,4.4,7.0,1.6473684210526314,1.587579716652095,0.2,0.55,1.3,1.9,5.9,0.5,0.37267799624996495,0.0,0.2,0.5,0.75,1.1,0.3631578947368421,0.3577872215527446,0.0,0.0,0.3,0.6,1.0,0.8315789473684211,0.5944676718422097,0.0,0.55,0.7,0.95,2.5,1.4315789473684208,0.6880347468445885,0.4,0.9,1.5,1.85,3.0,7.357894736842107,5.672674833452193,0.2,3.1,6.2,10.4,23.2,20
CLE,6,2,3,5,5,30.047619047619047,5.054465258325459,21.0,25.0,31.0,35.0,38.0,41.38095238095238,28.145117143966893,1.0,23.0,41.0,72.0,79.0,19.523809523809526,27.677823338584712,0.0,0.0,4.0,31.0,78.0,18.795238095238094,10.414003850127779,1.0,10.4,18.9,25.5,37.8,2.9380952380952388,2.6160038590331225,0.0,1.5,2.6,3.2,9.9,6.333333333333335,5.275067140173036,0.0,3.8,4.3,7.7,19.7,0.44935,0.10328309333294124,0.25,0.39075000000000004,0.4365,0.48025,0.75,0.9428571428571427,0.9500375932411457,0.0,0.0,0.8,1.7,2.8,2.519047619047619,2.293821930233262,0.0,0.5,2.1,4.5,6.6,0.3202222222222222,0.15344918896745996,0.0,0.33749999999999997,0.3615,0.40325,0.485,2.0142857142857142,2.144361376793966,0.0,0.7,1.3,3.0,8.3,3.814285714285714,3.7546352305231614,0.0,1.6,2.5,4.0,13.6,0.49245,0.10985850948043652,0.25,0.45275,0.491,0.5545,0.75,0.5203,0.11359860080680202,0.25,0.4465,0.523,0.5955,0.75,1.2857142857142854,1.4485460690933216,0.0,0.4,0.8,1.1,4.8,1.7571428571428567,1.867504063870124,0.0,0.6,1.0,1.6,7.2,0.7221,0.20674212261452163,0.0,0.67225,0.739,0.84275,1.0,0.8380952380952381,1.1495547792411593,0.0,0.2,0.4,0.8,4.0,2.6428571428571423,2.312481660158936,0.0,1.0,2.2,2.6,8.6,3.4904761904761905,3.258052295759655,0.0,1.7,2.6,3.2,11.1,1.595238095238095,2.079297042386246,0.0,0.6,1.0,1.4,8.7,0.44761904761904764,0.37632306283172123,0.0,0.2,0.3,0.7,1.2,0.5714285714285714,1.268519947475347,0.0,0.2,0.2,0.4,6.0,1.042857142857143,0.9474024638829205,0.0,0.6,0.7,1.0,4.1,1.647619047619048,0.5732530397817769,0.8,1.1,1.8,2.0,3.0,8.10952380952381,7.15995144968908,0.0,4.0,6.2,9.0,26.4,5
DAL,5,6,8,1,4,26.75,4.366373482800612,21.0,23.0,25.5,30.0,38.0,37.958333333333336,28.47802992494033,1.0,8.75,35.5,66.25,81.0,17.083333333333332,24.380884648262537,0.0,0.0,2.5,30.5,79.0,18.433333333333334,9.107935702101942,3.3,11.925,17.0,25.35,35.5,2.6666666666666665,1.8443018395485915,0.0,1.425,2.1500000000000004,3.9499999999999997,7.6,6.233333333333333,3.924578810596076,1.0,3.6249999999999996,5.1,9.649999999999999,16.2,0.40575000000000006,0.12349731558427389,0.0,0.37125,0.41300000000000003,0.46824999999999994,0.642,0.7416666666666667,0.7156126391249404,0.0,0.15000000000000002,0.6,1.125,2.4,2.1791666666666667,1.7710176800891642,0.0,0.875,2.1,3.0749999999999997,6.6,0.2787391304347826,0.145723342296691,0.0,0.27849999999999997,0.33299999999999996,0.35750000000000004,0.5,1.9249999999999998,1.45191028588576,0.0,1.0999999999999999,1.45,2.6,6.6,4.058333333333333,2.818559093281324,0.7,2.1,3.25,5.4,13.4,0.4513333333333332,0.1297297078600321,0.0,0.4135,0.47550000000000003,0.507,0.649,0.4573749999999999,0.13036030754262853,0.0,0.45975,0.4875,0.5,0.6459999999999999,1.0875000000000001,0.7831444422271695,0.0,0.475,1.2,1.6250000000000002,3.1,1.4375000000000002,0.9035257028176751,0.0,0.8,1.45,2.025,3.6,0.6966521739130435,0.21498067750289732,0.0,0.667,0.759,0.8395,0.877,0.7416666666666667,0.7649476632660772,0.0,0.27499999999999997,0.4,0.9750000000000001,3.0,2.454166666666667,1.5480644764312648,0.6,1.3,2.1500000000000004,3.0,6.2,3.1875,2.1285456353433276,0.6,1.75,2.6,4.05,8.4,1.7208333333333332,1.7641303231625065,0.0,0.575,1.25,2.4,6.9,0.5708333333333333,0.4657664713105716,0.0,0.27499999999999997,0.5,0.8,2.0,0.2791666666666667,0.33489669616383094,0.0,0.0,0.15000000000000002,0.42500000000000004,1.1,0.9291666666666666,0.6174837907864934,0.0,0.475,0.8500000000000001,1.3250000000000002,2.5,1.5833333333333333,0.7816741602187085,0.3,0.975,1.55,2.125,3.2,7.133333333333333,4.8690385325938905,0.0,2.975,6.35,11.0,19.2,22
DEN,5,4,2,4,4,25.473684210526315,4.846171697016013,19.0,21.5,26.0,28.5,36.0,44.31578947368421,26.236218883187984,2.0,21.0,55.0,62.5,82.0,21.57894736842105,22.00837161292565,0.0,0.5,10.0,36.5,63.0,18.542105263157897,10.4462282289124,1.8,7.55,21.2,27.6,33.9,3.073684210526316,2.0874870871891127,0.2,1.25,3.6,4.35,6.8,6.510526315789473,4.3076024185724515,0.5,2.7,6.7,10.55,13.2,0.49168421052631583,0.15368078482923944,0.214,0.4425,0.452,0.527,1.0,0.7578947368421053,0.7097071301081282,0.0,0.0,0.6,1.4,2.0,2.036842105263158,1.8679193791535929,0.0,0.15000000000000002,1.8,3.75,5.1,0.32031249999999994,0.17919773761592714,0.0,0.3195,0.35350000000000004,0.40175000000000005,0.667,2.315789473684211,1.7318144492265064,0.1,0.8,2.2,3.6,6.2,4.468421052631579,3.0885186365668984,0.2,1.75,4.7,6.75,9.8,0.5163157894736843,0.14936273989913093,0.273,0.4475,0.495,0.553,1.0,0.5476842105263158,0.14141666278985615,0.214,0.511,0.5329999999999999,0.565,1.0,1.4210526315789476,1.295110011358289,0.0,0.5,1.2,2.05,5.5,1.8842105263157893,1.5283481125765734,0.0,0.6499999999999999,1.5,2.9,6.1,0.7578333333333336,0.14848261930372228,0.496,0.6982499999999999,0.7645,0.8542500000000002,1.0,0.9684210526315788,0.878162621980277,0.1,0.45,0.6,1.25,3.0,2.694736842105263,1.8252773561573006,0.2,1.35,2.3,4.15,6.9,3.6631578947368424,2.5843998930153096,0.3,1.75,3.0,5.5,9.8,1.9105263157894736,1.5278506096409152,0.2,0.7,1.3,2.75,5.1,0.5473684210526315,0.29508646765281,0.0,0.45,0.6,0.7,1.2,0.33684210526315783,0.31834734055708097,0.0,0.1,0.2,0.5,1.1,1.1210526315789473,0.69648238979765,0.0,0.45,1.3,1.65,2.3,1.605263157894737,0.7727826230293616,0.5,1.05,1.6,2.0,2.9,8.336842105263159,5.684013695964008,0.7,3.3499999999999996,9.1,12.35,18.2,18
DET,3,3,3,3,3,25.466666666666665,3.7199590371528606,20.0,23.0,25.0,27.5,34.0,56.666666666666664,25.703436864876004,9.0,37.0,75.0,78.0,82.0,27.333333333333332,31.891930610974907,0.0,1.0,5.0,49.0,81.0,19.766666666666666,9.999261877520665,3.6,12.100000000000001,17.8,28.549999999999997,33.3,3.2266666666666666,2.0122718740861276,0.1,1.7,2.4,5.1,6.2,7.266666666666667,4.277460305679839,1.1,3.75,5.1,11.7,13.0,0.41986666666666667,0.10674861435478528,0.1,0.386,0.42200000000000004,0.48050000000000004,0.545,0.6466666666666667,0.6289068369192766,0.0,0.15,0.5,1.1,2.0,1.9866666666666668,1.7557524502806958,0.0,0.6000000000000001,1.8,2.95,5.8,0.29230769230769227,0.095955184518073,0.0,0.28600000000000003,0.293,0.34700000000000003,0.384,2.5733333333333333,1.7219037083856872,0.1,1.0,2.1,3.75,5.9,5.293333333333334,3.3392613953787245,0.7,2.4000000000000004,4.2,8.1,11.2,0.4602666666666666,0.09279583323978867,0.16699999999999998,0.442,0.467,0.5225,0.545,0.46153333333333335,0.10832547956879547,0.1,0.44799999999999995,0.48100000000000004,0.5245,0.545,1.1400000000000001,0.7500476175359991,0.2,0.5,1.1,1.75,2.3,1.5599999999999996,1.1666802720295124,0.2,0.7,1.3,2.3499999999999996,4.4,0.7678666666666668,0.15877561285693478,0.386,0.71,0.81,0.854,1.0,0.9000000000000001,1.0447145885018412,0.1,0.35,0.5,1.15,4.3,2.7533333333333334,2.1960570727252664,0.1,1.65,2.4,3.35,9.5,3.6533333333333338,3.187445611113941,0.3,2.1500000000000004,2.9,4.5,13.8,1.8,1.636634176769943,0.2,0.6000000000000001,1.4,2.25,5.2,0.5600000000000002,0.4119639373953571,0.0,0.25,0.6,0.7,1.5,0.2866666666666667,0.2774029216723951,0.0,0.1,0.3,0.35,1.1,0.9533333333333335,0.5804759951560279,0.0,0.7,0.9,1.15,2.2,1.4400000000000002,0.813106916181911,0.2,0.7,1.6,2.0,2.9,8.240000000000002,5.096189052335368,0.4,4.45,5.8,13.7,16.1,19
GSW,6,3,3,2,3,27.88235294117647,5.158516658657511,20.0,24.0,28.0,32.0,36.0,56.8235294117647,26.559450516994996,7.0,52.0,70.0,76.0,79.0,24.11764705882353,33.083006122745964,0.0,0.0,4.0,62.0,79.0,18.052941176470593,10.189155856047329,6.6,8.8,15.1,26.3,34.0,3.047058823529412,2.770856737332973,0.4,1.2,2.3,2.9,8.9,6.199999999999999,5.678027826631356,1.0,2.3,4.2,5.6,18.3,0.4880588235294118,0.07472237833159094,0.35700000000000004,0.433,0.5,0.534,0.652,0.7999999999999999,1.243985530462473,0.0,0.0,0.0,0.9,4.1,2.1411764705882352,3.0393376793985505,0.0,0.0,0.4,2.6,10.0,0.2735333333333333,0.15078881479296355,0.0,0.236,0.33299999999999996,0.3745,0.414,2.2235294117647055,1.7362061411900034,0.4,1.0,1.9,2.5,7.0,4.041176470588235,3.0008454690989614,1.0,1.8,3.5,4.4,11.5,0.5365294117647058,0.06914940134146028,0.35700000000000004,0.516,0.5379999999999999,0.551,0.6579999999999999,0.5284117647058821,0.07627422469577239,0.35700000000000004,0.516,0.5379999999999999,0.565,0.652,1.3,1.4439529078193651,0.3,0.4,0.6,1.4,5.4,1.6823529411764708,1.5902968646284439,0.4,0.8,1.0,1.8,6.2,0.7068823529411765,0.15597711464864855,0.3,0.667,0.727,0.784,0.898,0.7705882352941176,0.4579365483917408,0.0,0.6,0.7,0.9,2.0,2.6941176470588233,1.9765723450696457,0.6,1.3,1.9,3.7,7.6,3.4705882352941173,2.207873611045918,0.6,1.9,3.0,4.5,8.3,2.1647058823529415,2.1345201968096332,0.0,0.7,1.8,2.3,7.0,0.6882352941176471,0.5348859141690596,0.1,0.3,0.5,0.8,2.0,0.5294117647058822,0.42538909524450813,0.1,0.2,0.5,0.6,1.6,1.0764705882352943,0.7886138248254861,0.3,0.5,0.8,1.2,3.0,1.5705882352941176,0.6361649804515659,0.6,1.1,1.5,1.9,2.9,8.182352941176468,8.021941418238297,1.3,2.8,5.7,7.6,25.3,1
