Senator Name,Decision,Bill
AL Doug Jones,Nay,60
VA Tim Kaine,Nay,60
LA John Kennedy,Nay,60
ME Angus S. King Jr.,Nay,60
MN Amy Klobuchar,Nay,60
OK James Lankford,Nay,60
VT Patrick J. Leahy,Nay,60
UT Mike Lee,Nay,60
GA Johnny Isakson,Yea,60
WV Joe Manchin III,Nay,60
MA Edward J. Markey,Not Voting,60
KY Mitch McConnell,Nay,60
AZ Martha McSally,Nay,60
NJ Robert Menendez,Nay,60
OR Jeff Merkley,Nay,60
KS Jerry Moran,Nay,60
AK Lisa Murkowski,Yea,60
CT Christopher Murphy,Nay,60
WA Patty Murray,Nay,60
KY Rand Paul,Nay,60
GA David Perdue,Yea,60
MI Gary C. Peters,Nay,60
OH Rob Portman,Nay,60
RI Jack Reed,Nay,60
ID James E. Risch,Nay,60
KS Pat Roberts,Yea,60
UT Mitt Romney,Nay,60
NV Jacky Rosen,Nay,60
SD Mike Rounds,Nay,60
FL Marco Rubio,Yea,60
VT Bernard Sanders,Not Voting,60
NE Ben Sasse,Nay,60
HI Brian Schatz,Nay,60
NY Charles E. Schumer,Nay,60
FL Rick Scott,Nay,60
SC Tim Scott,Nay,60
NH Jeanne Shaheen,Nay,60
AL Richard C. Shelby,Not Voting,60
AZ Kyrsten Sinema,Nay,60
MN Tina Smith,Nay,60
MI Debbie Stabenow,Nay,60
AK Dan Sullivan,Yea,60
MT Jon Tester,Nay,60
SD John Thune,Yea,60
NC Thom Tillis,Yea,60
PA Patrick J. Toomey,Not Voting,60
NM Tom Udall,Nay,60
MD Chris Van Hollen,Nay,60
VA Mark R. Warner,Nay,60
MA Elizabeth Warren,Not Voting,60
RI Sheldon Whitehouse,Nay,60
MS Roger F. Wicker,Yea,60
OR Ron Wyden,Nay,60
IN Todd Young,Yea,60
TN Lamar Alexander,Yea,61
WI Tammy Baldwin,Nay,61
WY John Barrasso,Yea,61
CO Michael F. Bennet,Nay,61
TN Marsha Blackburn,Nay,61
CT Richard Blumenthal,Nay,61
MO Roy Blunt,Yea,61
NJ Cory A. Booker,Not Voting,61
AR John Boozman,Yea,61
IN Mike Braun,Nay,61
OH Sherrod Brown,Nay,61
NC Richard Burr,Yea,61
WA Maria Cantwell,Nay,61
WV Shelley Moore Capito,Not Voting,61
MD Benjamin L. Cardin,Nay,61
DE Thomas R. Carper,Nay,61
PA Robert P. Casey Jr.,Yea,61
LA Bill Cassidy,Not Voting,61
ME Susan M. Collins,Yea,61
DE Christopher A. Coons,Nay,61
TX John Cornyn,Nay,61
NV Catherine Cortez Masto,Yea,61
AR Tom Cotton,Yea,61
ND Kevin Cramer,Yea,61
ID Mike Crapo,Nay,61
TX Ted Cruz,Not Voting,61
MT Steve Daines,Yea,61
IL Tammy Duckworth,Nay,61
IL Richard J. Durbin,Nay,61
WY Michael B. Enzi,Yea,61
IA Joni Ernst,Yea,61
CA Dianne Feinstein,Nay,61
NE Deb Fischer,Yea,61
CO Cory Gardner,Yea,61
NY Kirsten E. Gillibrand,Nay,61
SC Lindsey Graham,Yea,61
IA Chuck Grassley,Yea,61
CA Kamala D. Harris,Not Voting,61
NH Margaret Wood Hassan,Yea,61
MO Josh Hawley,Yea,61
NM Martin Heinrich,Nay,61
HI Mazie K. Hirono,Nay,61
ND John Hoeven,Yea,61
MS Cindy Hyde-Smith,Yea,61
OK James M. Inhofe,Nay,61
WI Ron Johnson,Nay,61
AL Doug Jones,Yea,61
VA Tim Kaine,Yea,61
LA John Kennedy,Nay,61
ME Angus S. King Jr.,Yea,61
MN Amy Klobuchar,Nay,61
OK James Lankford,Nay,61
VT Patrick J. Leahy,Yea,61
UT Mike Lee,Nay,61
GA Johnny Isakson,Yea,61
WV Joe Manchin III,Yea,61
MA Edward J. Markey,Not Voting,61
KY Mitch McConnell,Nay,61
AZ Martha McSally,Yea,61
NJ Robert Menendez,Nay,61
OR Jeff Merkley,Nay,61
KS Jerry Moran,Nay,61
AK Lisa Murkowski,Yea,61
CT Christopher Murphy,Nay,61
WA Patty Murray,Nay,61
KY Rand Paul,Nay,61
GA David Perdue,Yea,61
MI Gary C. Peters,Nay,61
OH Rob Portman,Yea,61
RI Jack Reed,Yea,61
ID James E. Risch,Yea,61
KS Pat Roberts,Yea,61
UT Mitt Romney,Yea,61
NV Jacky Rosen,Yea,61
SD Mike Rounds,Nay,61
FL Marco Rubio,Yea,61
VT Bernard Sanders,Not Voting,61
NE Ben Sasse,Nay,61
HI Brian Schatz,Nay,61
NY Charles E. Schumer,Nay,61
FL Rick Scott,Nay,61
SC Tim Scott,Yea,61
NH Jeanne Shaheen,Yea,61
AL Richard C. Shelby,Nay,61
AZ Kyrsten Sinema,Yea,61
MN Tina Smith,Nay,61
MI Debbie Stabenow,Nay,61
AK Dan Sullivan,Yea,61
MT Jon Tester,Nay,61
SD John Thune,Yea,61
NC Thom Tillis,Yea,61
PA Patrick J. Toomey,Not Voting,61
NM Tom Udall,Nay,61
MD Chris Van Hollen,Nay,61
VA Mark R. Warner,Yea,61
MA Elizabeth Warren,Not Voting,61
RI Sheldon Whitehouse,Yea,61
MS Roger F. Wicker,Yea,61
OR Ron Wyden,Nay,61
IN Todd Young,Yea,61
TN Lamar Alexander,Yea,62
WI Tammy Baldwin,Yea,62
WY John Barrasso,Yea,62
CO Michael F. Bennet,Yea,62
TN Marsha Blackburn,Not Voting,62
CT Richard Blumenthal,Yea,62
MO Roy Blunt,Yea,62
NJ Cory A. Booker,Yea,62
AR John Boozman,Yea,62
IN Mike Braun,Yea,62
OH Sherrod Brown,Yea,62
NC Richard Burr,Yea,62
WA Maria Cantwell,Yea,62
WV Shelley Moore Capito,Yea,62
MD Benjamin L. Cardin,Yea,62
DE Thomas R. Carper,Yea,62
PA Robert P. Casey Jr.,Yea,62
LA Bill Cassidy,Yea,62
ME Susan M. Collins,Yea,62
DE Christopher A. Coons,Yea,62
TX John Cornyn,Not Voting,62
NV Catherine Cortez Masto,Yea,62
AR Tom Cotton,Yea,62
ND Kevin Cramer,Yea,62
ID Mike Crapo,Yea,62
TX Ted Cruz,Yea,62
MT Steve Daines,Yea,62
IL Tammy Duckworth,Yea,62
IL Richard J. Durbin,Yea,62
WY Michael B. Enzi,Yea,62
IA Joni Ernst,Yea,62
CA Dianne Feinstein,Yea,62
NE Deb Fischer,Yea,62
CO Cory Gardner,Yea,62
NY Kirsten E. Gillibrand,Yea,62
SC Lindsey Graham,Yea,62
IA Chuck Grassley,Yea,62
CA Kamala D. Harris,Yea,62
NH Margaret Wood Hassan,Yea,62
MO Josh Hawley,Yea,62
NM Martin Heinrich,Yea,62
HI Mazie K. Hirono,Yea,62
ND John Hoeven,Yea,62
MS Cindy Hyde-Smith,Yea,62
OK James M. Inhofe,Yea,62
WI Ron Johnson,Yea,62
AL Doug Jones,Not Voting,62
VA Tim Kaine,Yea,62
LA John Kennedy,Yea,62
ME Angus S. King Jr.,Yea,62
MN Amy Klobuchar,Not Voting,62
OK James Lankford,Yea,62
VT Patrick J. Leahy,Yea,62
UT Mike Lee,Nay,62
GA Johnny Isakson,Yea,62
WV Joe Manchin III,Yea,62
MA Edward J. Markey,Yea,62
KY Mitch McConnell,Yea,62
AZ Martha McSally,Yea,62
NJ Robert Menendez,Yea,62
OR Jeff Merkley,Yea,62
KS Jerry Moran,Yea,62
AK Lisa Murkowski,Yea,62
CT Christopher Murphy,Yea,62
WA Patty Murray,Yea,62
KY Rand Paul,Nay,62
GA David Perdue,Yea,62
MI Gary C. Peters,Yea,62
OH Rob Portman,Yea,62
RI Jack Reed,Yea,62
ID James E. Risch,Yea,62
KS Pat Roberts,Yea,62
UT Mitt Romney,Yea,62
NV Jacky Rosen,Yea,62
SD Mike Rounds,Yea,62
FL Marco Rubio,Yea,62
VT Bernard Sanders,Not Voting,62
NE Ben Sasse,Yea,62
HI Brian Schatz,Nay,62
NY Charles E. Schumer,Yea,62
FL Rick Scott,Nay,62
SC Tim Scott,Yea,62
NH Jeanne Shaheen,Yea,62
AL Richard C. Shelby,Yea,62
AZ Kyrsten Sinema,Yea,62
MN Tina Smith,Yea,62
MI Debbie Stabenow,Yea,62
AK Dan Sullivan,Yea,62
MT Jon Tester,Yea,62
SD John Thune,Yea,62
NC Thom Tillis,Yea,62
PA Patrick J. Toomey,Yea,62
NM Tom Udall,Yea,62
MD Chris Van Hollen,Yea,62
VA Mark R. Warner,Yea,62
MA Elizabeth Warren,Not Voting,62
RI Sheldon Whitehouse,Yea,62
MS Roger F. Wicker,Yea,62
OR Ron Wyden,Yea,62
IN Todd Young,Yea,62
TN Lamar Alexander,Yea,63
WI Tammy Baldwin,Nay,63
WY John Barrasso,Yea,63
CO Michael F. Bennet,Nay,63
TN Marsha Blackburn,Yea,63
CT Richard Blumenthal,Nay,63
MO Roy Blunt,Yea,63
NJ Cory A. Booker,Nay,63
AR John Boozman,Yea,63
IN Mike Braun,Yea,63
OH Sherrod Brown,Nay,63
NC Richard Burr,Yea,63
WA Maria Cantwell,Nay,63
WV Shelley Moore Capito,Yea,63
MD Benjamin L. Cardin,Nay,63
DE Thomas R. Carper,Nay,63
PA Robert P. Casey Jr.,Yea,63
LA Bill Cassidy,Yea,63
ME Susan M. Collins,Yea,63
DE Christopher A. Coons,Nay,63
TX John Cornyn,Yea,63
NV Catherine Cortez Masto,Nay,63
AR Tom Cotton,Yea,63
ND Kevin Cramer,Yea,63
ID Mike Crapo,Yea,63
TX Ted Cruz,Yea,63
MT Steve Daines,Yea,63
IL Tammy Duckworth,Nay,63
IL Richard J. Durbin,Nay,63
WY Michael B. Enzi,Yea,63
IA Joni Ernst,Yea,63
CA Dianne Feinstein,Nay,63
NE Deb Fischer,Yea,63
CO Cory Gardner,Yea,63
NY Kirsten E. Gillibrand,Nay,63
SC Lindsey Graham,Yea,63
IA Chuck Grassley,Yea,63
CA Kamala D. Harris,Nay,63
NH Margaret Wood Hassan,Nay,63
MO Josh Hawley,Yea,63
NM Martin Heinrich,Nay,63
HI Mazie K. Hirono,Nay,63
ND John Hoeven,Yea,63
MS Cindy Hyde-Smith,Yea,63
OK James M. Inhofe,Yea,63
WI Ron Johnson,Yea,63
AL Doug Jones,Yea,63
VA Tim Kaine,Nay,63
LA John Kennedy,Yea,63
ME Angus S. King Jr.,Nay,63
MN Amy Klobuchar,Not Voting,63
OK James Lankford,Yea,63
VT Patrick J. Leahy,Nay,63
UT Mike Lee,Yea,63
GA Johnny Isakson,Yea,63
WV Joe Manchin III,Yea,63
MA Edward J. Markey,Nay,63
KY Mitch McConnell,Yea,63
AZ Martha McSally,Yea,63
NJ Robert Menendez,Nay,63
OR Jeff Merkley,Nay,63
KS Jerry Moran,Yea,63
AK Lisa Murkowski,Yea,63
CT Christopher Murphy,Nay,63
WA Patty Murray,Nay,63
KY Rand Paul,Yea,63
GA David Perdue,Yea,63
MI Gary C. Peters,Nay,63
OH Rob Portman,Yea,63
RI Jack Reed,Nay,63
ID James E. Risch,Yea,63
KS Pat Roberts,Yea,63
UT Mitt Romney,Yea,63
NV Jacky Rosen,Nay,63
SD Mike Rounds,Yea,63
FL Marco Rubio,Yea,63
VT Bernard Sanders,Not Voting,63
NE Ben Sasse,Yea,63
HI Brian Schatz,Nay,63
NY Charles E. Schumer,Nay,63
FL Rick Scott,Yea,63
SC Tim Scott,Yea,63
NH Jeanne Shaheen,Nay,63
AL Richard C. Shelby,Yea,63
AZ Kyrsten Sinema,Nay,63
MN Tina Smith,Nay,63
MI Debbie Stabenow,Nay,63
AK Dan Sullivan,Yea,63
MT Jon Tester,Nay,63
SD John Thune,Yea,63
NC Thom Tillis,Yea,63
PA Patrick J. Toomey,Yea,63
NM Tom Udall,Nay,63
MD Chris Van Hollen,Nay,63
VA Mark R. Warner,Nay,63
MA Elizabeth Warren,Not Voting,63
RI Sheldon Whitehouse,Nay,63
MS Roger F. Wicker,Yea,63
OR Ron Wyden,Nay,63
IN Todd Young,Yea,63
TN Lamar Alexander,Yea,64
WI Tammy Baldwin,Nay,64
WY John Barrasso,Yea,64
CO Michael F. Bennet,Nay,64
TN Marsha Blackburn,Yea,64
CT Richard Blumenthal,Nay,64
MO Roy Blunt,Yea,64
NJ Cory A. Booker,Nay,64
AR John Boozman,Yea,64
IN Mike Braun,Yea,64
OH Sherrod Brown,Nay,64
NC Richard Burr,Yea,64
WA Maria Cantwell,Nay,64
WV Shelley Moore Capito,Yea,64
MD Benjamin L. Cardin,Nay,64
DE Thomas R. Carper,Nay,64
PA Robert P. Casey Jr.,Yea,64
LA Bill Cassidy,Yea,64
ME Susan M. Collins,Nay,64
DE Christopher A. Coons,Nay,64
TX John Cornyn,Yea,64
NV Catherine Cortez Masto,Nay,64
AR Tom Cotton,Yea,64
ND Kevin Cramer,Yea,64
ID Mike Crapo,Yea,64
TX Ted Cruz,Yea,64
MT Steve Daines,Yea,64
IL Tammy Duckworth,Nay,64
IL Richard J. Durbin,Nay,64
WY Michael B. Enzi,Yea,64
IA Joni Ernst,Yea,64
CA Dianne Feinstein,Nay,64
NE Deb Fischer,Yea,64
CO Cory Gardner,Yea,64
NY Kirsten E. Gillibrand,Nay,64
SC Lindsey Graham,Yea,64
IA Chuck Grassley,Yea,64
CA Kamala D. Harris,Nay,64
NH Margaret Wood Hassan,Nay,64
MO Josh Hawley,Yea,64
NM Martin Heinrich,Nay,64
HI Mazie K. Hirono,Nay,64
ND John Hoeven,Yea,64
MS Cindy Hyde-Smith,Yea,64
OK James M. Inhofe,Yea,64
WI Ron Johnson,Yea,64
AL Doug Jones,Nay,64
VA Tim Kaine,Nay,64
LA John Kennedy,Yea,64
ME Angus S. King Jr.,Nay,64
MN Amy Klobuchar,Not Voting,64
OK James Lankford,Yea,64
VT Patrick J. Leahy,Nay,64
UT Mike Lee,Yea,64
GA Johnny Isakson,Yea,64
WV Joe Manchin III,Yea,64
MA Edward J. Markey,Nay,64
KY Mitch McConnell,Yea,64
AZ Martha McSally,Yea,64
NJ Robert Menendez,Nay,64
OR Jeff Merkley,Nay,64
KS Jerry Moran,Yea,64
AK Lisa Murkowski,Nay,64
CT Christopher Murphy,Nay,64
WA Patty Murray,Nay,64
KY Rand Paul,Yea,64
GA David Perdue,Yea,64
MI Gary C. Peters,Nay,64
OH Rob Portman,Yea,64
RI Jack Reed,Nay,64
ID James E. Risch,Yea,64
KS Pat Roberts,Yea,64
UT Mitt Romney,Yea,64
NV Jacky Rosen,Nay,64
SD Mike Rounds,Yea,64
FL Marco Rubio,Yea,64
VT Bernard Sanders,Not Voting,64
NE Ben Sasse,Yea,64
HI Brian Schatz,Nay,64
NY Charles E. Schumer,Nay,64
FL Rick Scott,Yea,64
SC Tim Scott,Yea,64
NH Jeanne Shaheen,Nay,64
AL Richard C. Shelby,Yea,64
AZ Kyrsten Sinema,Nay,64
MN Tina Smith,Nay,64
MI Debbie Stabenow,Nay,64
AK Dan Sullivan,Yea,64
MT Jon Tester,Nay,64
SD John Thune,Yea,64
NC Thom Tillis,Yea,64
PA Patrick J. Toomey,Yea,64
NM Tom Udall,Nay,64
MD Chris Van Hollen,Nay,64
VA Mark R. Warner,Nay,64
MA Elizabeth Warren,Not Voting,64
RI Sheldon Whitehouse,Nay,64
MS Roger F. Wicker,Yea,64
OR Ron Wyden,Nay,64
IN Todd Young,Yea,64
TN Lamar Alexander,Yea,65
WI Tammy Baldwin,Yea,65
WY John Barrasso,Nay,65
CO Michael F. Bennet,Yea,65
TN Marsha Blackburn,Nay,65
CT Richard Blumenthal,Yea,65
MO Roy Blunt,Nay,65
NJ Cory A. Booker,Yea,65
AR John Boozman,Nay,65
IN Mike Braun,Nay,65
OH Sherrod Brown,Yea,65
NC Richard Burr,Nay,65
WA Maria Cantwell,Yea,65
WV Shelley Moore Capito,Nay,65
MD Benjamin L. Cardin,Yea,65
DE Thomas R. Carper,Yea,65
PA Robert P. Casey Jr.,Yea,65
LA Bill Cassidy,Yea,65
ME Susan M. Collins,Yea,65
DE Christopher A. Coons,Yea,65
TX John Cornyn,Nay,65
NV Catherine Cortez Masto,Yea,65
AR Tom Cotton,Nay,65
ND Kevin Cramer,Nay,65
ID Mike Crapo,Nay,65
TX Ted Cruz,Nay,65
MT Steve Daines,Nay,65
IL Tammy Duckworth,Yea,65
IL Richard J. Durbin,Yea,65
WY Michael B. Enzi,Nay,65
IA Joni Ernst,Nay,65
CA Dianne Feinstein,Yea,65
NE Deb Fischer,Nay,65
CO Cory Gardner,Nay,65
NY Kirsten E. Gillibrand,Yea,65
SC Lindsey Graham,Nay,65
IA Chuck Grassley,Nay,65
CA Kamala D. Harris,Yea,65
NH Margaret Wood Hassan,Yea,65
MO Josh Hawley,Nay,65
NM Martin Heinrich,Yea,65
HI Mazie K. Hirono,Yea,65
ND John Hoeven,Nay,65
MS Cindy Hyde-Smith,Nay,65
OK James M. Inhofe,Nay,65
WI Ron Johnson,Nay,65
AL Doug Jones,Yea,65
VA Tim Kaine,Yea,65
LA John Kennedy,Nay,65
ME Angus S. King Jr.,Yea,65
MN Amy Klobuchar,Yea,65
OK James Lankford,Nay,65
VT Patrick J. Leahy,Yea,65
UT Mike Lee,Yea,65
GA Johnny Isakson,Nay,65
WV Joe Manchin III,Yea,65
MA Edward J. Markey,Yea,65
KY Mitch McConnell,Nay,65
AZ Martha McSally,Nay,65
NJ Robert Menendez,Yea,65
OR Jeff Merkley,Yea,65
KS Jerry Moran,Yea,65
AK Lisa Murkowski,Yea,65
CT Christopher Murphy,Yea,65
WA Patty Murray,Yea,65
KY Rand Paul,Yea,65
GA David Perdue,Nay,65
MI Gary C. Peters,Yea,65
OH Rob Portman,Nay,65
RI Jack Reed,Yea,65
ID James E. Risch,Nay,65
KS Pat Roberts,Nay,65
UT Mitt Romney,Nay,65
NV Jacky Rosen,Yea,65
SD Mike Rounds,Nay,65
FL Marco Rubio,Nay,65
VT Bernard Sanders,Yea,65
NE Ben Sasse,Nay,65
HI Brian Schatz,Yea,65
NY Charles E. Schumer,Yea,65
FL Rick Scott,Nay,65
SC Tim Scott,Nay,65
NH Jeanne Shaheen,Yea,65
AL Richard C. Shelby,Nay,65
AZ Kyrsten Sinema,Yea,65
MN Tina Smith,Yea,65
MI Debbie Stabenow,Yea,65
AK Dan Sullivan,Nay,65
MT Jon Tester,Yea,65
SD John Thune,Nay,65
NC Thom Tillis,Nay,65
PA Patrick J. Toomey,Nay,65
NM Tom Udall,Yea,65
MD Chris Van Hollen,Yea,65
VA Mark R. Warner,Yea,65
MA Elizabeth Warren,Yea,65
RI Sheldon Whitehouse,Yea,65
MS Roger F. Wicker,Nay,65
OR Ron Wyden,Yea,65
IN Todd Young,Yea,65
TN Lamar Alexander,Nay,66
WI Tammy Baldwin,Yea,66
WY John Barrasso,Nay,66
CO Michael F. Bennet,Yea,66
TN Marsha Blackburn,Nay,66
CT Richard Blumenthal,Yea,66
MO Roy Blunt,Nay,66
NJ Cory A. Booker,Yea,66
AR John Boozman,Nay,66
IN Mike Braun,Nay,66
OH Sherrod Brown,Yea,66
NC Richard Burr,Nay,66
WA Maria Cantwell,Yea,66
WV Shelley Moore Capito,Nay,66
MD Benjamin L. Cardin,Yea,66
DE Thomas R. Carper,Yea,66
PA Robert P. Casey Jr.,Yea,66
LA Bill Cassidy,Nay,66
ME Susan M. Collins,Yea,66
DE Christopher A. Coons,Yea,66
TX John Cornyn,Nay,66
NV Catherine Cortez Masto,Yea,66
AR Tom Cotton,Nay,66
ND Kevin Cramer,Nay,66
ID Mike Crapo,Nay,66
TX Ted Cruz,Nay,66
MT Steve Daines,Nay,66
IL Tammy Duckworth,Yea,66
IL Richard J. Durbin,Yea,66
WY Michael B. Enzi,Nay,66
IA Joni Ernst,Nay,66
CA Dianne Feinstein,Yea,66
NE Deb Fischer,Nay,66
CO Cory Gardner,Nay,66
NY Kirsten E. Gillibrand,Yea,66
SC Lindsey Graham,Nay,66
IA Chuck Grassley,Nay,66
CA Kamala D. Harris,Yea,66
NH Margaret Wood Hassan,Yea,66
MO Josh Hawley,Nay,66
NM Martin Heinrich,Yea,66
HI Mazie K. Hirono,Yea,66
ND John Hoeven,Nay,66
MS Cindy Hyde-Smith,Nay,66
OK James M. Inhofe,Nay,66
WI Ron Johnson,Nay,66
AL Doug Jones,Yea,66
VA Tim Kaine,Yea,66
LA John Kennedy,Nay,66
ME Angus S. King Jr.,Yea,66
MN Amy Klobuchar,Yea,66
OK James Lankford,Nay,66
VT Patrick J. Leahy,Yea,66
UT Mike Lee,Yea,66
GA Johnny Isakson,Nay,66
WV Joe Manchin III,Yea,66
MA Edward J. Markey,Yea,66
KY Mitch McConnell,Nay,66
AZ Martha McSally,Nay,66
NJ Robert Menendez,Yea,66
OR Jeff Merkley,Yea,66
KS Jerry Moran,Yea,66
AK Lisa Murkowski,Nay,66
CT Christopher Murphy,Yea,66
WA Patty Murray,Yea,66
KY Rand Paul,Yea,66
GA David Perdue,Nay,66
MI Gary C. Peters,Yea,66
OH Rob Portman,Nay,66
RI Jack Reed,Yea,66
ID James E. Risch,Nay,66
KS Pat Roberts,Nay,66
UT Mitt Romney,Nay,66
NV Jacky Rosen,Yea,66
SD Mike Rounds,Nay,66
FL Marco Rubio,Nay,66
VT Bernard Sanders,Yea,66
NE Ben Sasse,Nay,66
HI Brian Schatz,Yea,66
NY Charles E. Schumer,Yea,66
FL Rick Scott,Nay,66
SC Tim Scott,Nay,66
NH Jeanne Shaheen,Yea,66
AL Richard C. Shelby,Nay,66
AZ Kyrsten Sinema,Yea,66
MN Tina Smith,Yea,66
MI Debbie Stabenow,Yea,66
AK Dan Sullivan,Nay,66
MT Jon Tester,Yea,66
SD John Thune,Nay,66
NC Thom Tillis,Nay,66
PA Patrick J. Toomey,Nay,66
NM Tom Udall,Yea,66
MD Chris Van Hollen,Yea,66
VA Mark R. Warner,Yea,66
MA Elizabeth Warren,Yea,66
RI Sheldon Whitehouse,Yea,66
MS Roger F. Wicker,Nay,66
OR Ron Wyden,Yea,66
IN Todd Young,Nay,66
TN Lamar Alexander,Nay,67
WI Tammy Baldwin,Yea,67
WY John Barrasso,Nay,67
CO Michael F. Bennet,Yea,67
TN Marsha Blackburn,Nay,67
CT Richard Blumenthal,Yea,67
MO Roy Blunt,Nay,67
NJ Cory A. Booker,Yea,67
AR John Boozman,Nay,67
IN Mike Braun,Nay,67
OH Sherrod Brown,Yea,67
NC Richard Burr,Nay,67
WA Maria Cantwell,Yea,67
WV Shelley Moore Capito,Nay,67
MD Benjamin L. Cardin,Yea,67
DE Thomas R. Carper,Yea,67
PA Robert P. Casey Jr.,Yea,67
LA Bill Cassidy,Yea,67
ME Susan M. Collins,Yea,67
DE Christopher A. Coons,Yea,67
TX John Cornyn,Nay,67
NV Catherine Cortez Masto,Yea,67
AR Tom Cotton,Nay,67
ND Kevin Cramer,Nay,67
ID Mike Crapo,Nay,67
TX Ted Cruz,Nay,67
MT Steve Daines,Nay,67
IL Tammy Duckworth,Yea,67
IL Richard J. Durbin,Yea,67
WY Michael B. Enzi,Nay,67
IA Joni Ernst,Nay,67
CA Dianne Feinstein,Yea,67
NE Deb Fischer,Nay,67
CO Cory Gardner,Nay,67
NY Kirsten E. Gillibrand,Yea,67
SC Lindsey Graham,Nay,67
IA Chuck Grassley,Nay,67
CA Kamala D. Harris,Yea,67
NH Margaret Wood Hassan,Yea,67
MO Josh Hawley,Nay,67
NM Martin Heinrich,Yea,67
HI Mazie K. Hirono,Yea,67
ND John Hoeven,Nay,67
MS Cindy Hyde-Smith,Nay,67
OK James M. Inhofe,Nay,67
WI Ron Johnson,Nay,67
AL Doug Jones,Yea,67
VA Tim Kaine,Yea,67
LA John Kennedy,Nay,67
ME Angus S. King Jr.,Yea,67
MN Amy Klobuchar,Yea,67
OK James Lankford,Nay,67
VT Patrick J. Leahy,Yea,67
UT Mike Lee,Yea,67
GA Johnny Isakson,Nay,67
WV Joe Manchin III,Yea,67
MA Edward J. Markey,Yea,67
KY Mitch McConnell,Nay,67
AZ Martha McSally,Nay,67
NJ Robert Menendez,Yea,67
OR Jeff Merkley,Yea,67
KS Jerry Moran,Yea,67
AK Lisa Murkowski,Yea,67
CT Christopher Murphy,Yea,67
WA Patty Murray,Yea,67
KY Rand Paul,Yea,67
GA David Perdue,Nay,67
MI Gary C. Peters,Yea,67
OH Rob Portman,Nay,67
RI Jack Reed,Yea,67
ID James E. Risch,Nay,67
KS Pat Roberts,Nay,67
UT Mitt Romney,Nay,67
NV Jacky Rosen,Yea,67
SD Mike Rounds,Nay,67
FL Marco Rubio,Nay,67
VT Bernard Sanders,Yea,67
NE Ben Sasse,Nay,67
HI Brian Schatz,Yea,67
NY Charles E. Schumer,Yea,67
FL Rick Scott,Nay,67
SC Tim Scott,Nay,67
NH Jeanne Shaheen,Yea,67
AL Richard C. Shelby,Nay,67
AZ Kyrsten Sinema,Yea,67
MN Tina Smith,Yea,67
MI Debbie Stabenow,Yea,67
AK Dan Sullivan,Nay,67
MT Jon Tester,Yea,67
SD John Thune,Nay,67
NC Thom Tillis,Nay,67
PA Patrick J. Toomey,Nay,67
NM Tom Udall,Yea,67
MD Chris Van Hollen,Yea,67
VA Mark R. Warner,Yea,67
MA Elizabeth Warren,Yea,67
RI Sheldon Whitehouse,Yea,67
MS Roger F. Wicker,Nay,67
OR Ron Wyden,Yea,67
IN Todd Young,Yea,67
TN Lamar Alexander,Yea,68
WI Tammy Baldwin,Yea,68
WY John Barrasso,Nay,68
CO Michael F. Bennet,Yea,68
TN Marsha Blackburn,Nay,68
CT Richard Blumenthal,Yea,68
MO Roy Blunt,Nay,68
NJ Cory A. Booker,Yea,68
AR John Boozman,Nay,68
IN Mike Braun,Nay,68
OH Sherrod Brown,Yea,68
NC Richard Burr,Nay,68
WA Maria Cantwell,Yea,68
WV Shelley Moore Capito,Nay,68
MD Benjamin L. Cardin,Yea,68
DE Thomas R. Carper,Yea,68
PA Robert P. Casey Jr.,Yea,68
LA Bill Cassidy,Yea,68
ME Susan M. Collins,Yea,68
DE Christopher A. Coons,Yea,68
TX John Cornyn,Nay,68
NV Catherine Cortez Masto,Yea,68
AR Tom Cotton,Nay,68
ND Kevin Cramer,Nay,68
ID Mike Crapo,Nay,68
TX Ted Cruz,Nay,68
MT Steve Daines,Nay,68
IL Tammy Duckworth,Yea,68
IL Richard J. Durbin,Yea,68
WY Michael B. Enzi,Nay,68
IA Joni Ernst,Nay,68
CA Dianne Feinstein,Yea,68
NE Deb Fischer,Nay,68
CO Cory Gardner,Nay,68
NY Kirsten E. Gillibrand,Yea,68
SC Lindsey Graham,Nay,68
IA Chuck Grassley,Nay,68
CA Kamala D. Harris,Yea,68
NH Margaret Wood Hassan,Yea,68
MO Josh Hawley,Nay,68
NM Martin Heinrich,Yea,68
HI Mazie K. Hirono,Yea,68
ND John Hoeven,Nay,68
MS Cindy Hyde-Smith,Nay,68
OK James M. Inhofe,Nay,68
WI Ron Johnson,Nay,68
AL Doug Jones,Yea,68
VA Tim Kaine,Yea,68
LA John Kennedy,Nay,68
ME Angus S. King Jr.,Yea,68
MN Amy Klobuchar,Yea,68
OK James Lankford,Nay,68
VT Patrick J. Leahy,Yea,68
UT Mike Lee,Yea,68
GA Johnny Isakson,Nay,68
WV Joe Manchin III,Yea,68
MA Edward J. Markey,Yea,68
KY Mitch McConnell,Nay,68
AZ Martha McSally,Nay,68
NJ Robert Menendez,Yea,68
OR Jeff Merkley,Yea,68
KS Jerry Moran,Nay,68
AK Lisa Murkowski,Yea,68
CT Christopher Murphy,Yea,68
WA Patty Murray,Yea,68
KY Rand Paul,Yea,68
GA David Perdue,Nay,68
MI Gary C. Peters,Yea,68
OH Rob Portman,Nay,68
RI Jack Reed,Yea,68
ID James E. Risch,Nay,68
KS Pat Roberts,Nay,68
UT Mitt Romney,Nay,68
