Senator Name,Decision,Bill
NJ Robert Menendez,Yea,19
OR Jeff Merkley,Yea,19
KS Jerry Moran,Yea,19
AK Lisa Murkowski,Nay,19
CT Christopher Murphy,Yea,19
WA Patty Murray,Yea,19
KY Rand Paul,Yea,19
GA David Perdue,Nay,19
MI Gary C. Peters,Yea,19
OH Rob Portman,Nay,19
RI Jack Reed,Yea,19
ID James E. Risch,Nay,19
KS Pat Roberts,Nay,19
UT Mitt Romney,Nay,19
NV Jacky Rosen,Yea,19
SD Mike Rounds,Nay,19
FL Marco Rubio,Nay,19
VT Bernard Sanders,Yea,19
NE Ben Sasse,Nay,19
HI Brian Schatz,Yea,19
NY Charles E. Schumer,Yea,19
FL Rick Scott,Nay,19
SC Tim Scott,Nay,19
NH Jeanne Shaheen,Nay,19
AL Richard C. Shelby,Nay,19
AZ Kyrsten Sinema,Nay,19
MN Tina Smith,Yea,19
MI Debbie Stabenow,Yea,19
AK Dan Sullivan,Nay,19
MT Jon Tester,Nay,19
SD John Thune,Nay,19
NC Thom Tillis,Nay,19
PA Patrick J. Toomey,Nay,19
NM Tom Udall,Yea,19
MD Chris Van Hollen,Yea,19
VA Mark R. Warner,Nay,19
MA Elizabeth Warren,Yea,19
RI Sheldon Whitehouse,Yea,19
MS Roger F. Wicker,Nay,19
OR Ron Wyden,Yea,19
IN Todd Young,Nay,19
TN Lamar Alexander,Not Voting,20
WI Tammy Baldwin,Nay,20
WY John Barrasso,Yea,20
CO Michael F. Bennet,Nay,20
TN Marsha Blackburn,Yea,20
CT Richard Blumenthal,Nay,20
MO Roy Blunt,Nay,20
NJ Cory A. Booker,Not Voting,20
AR John Boozman,Nay,20
IN Mike Braun,Yea,20
OH Sherrod Brown,Nay,20
NC Richard Burr,Nay,20
WA Maria Cantwell,Nay,20
WV Shelley Moore Capito,Not Voting,20
MD Benjamin L. Cardin,Nay,20
DE Thomas R. Carper,Nay,20
PA Robert P. Casey Jr.,Nay,20
LA Bill Cassidy,Nay,20
ME Susan M. Collins,Nay,20
DE Christopher A. Coons,Nay,20
TX John Cornyn,Yea,20
NV Catherine Cortez Masto,Nay,20
AR Tom Cotton,Nay,20
ND Kevin Cramer,Nay,20
ID Mike Crapo,Yea,20
TX Ted Cruz,Yea,20
MT Steve Daines,Yea,20
IL Tammy Duckworth,Nay,20
IL Richard J. Durbin,Nay,20
WY Michael B. Enzi,Nay,20
IA Joni Ernst,Yea,20
CA Dianne Feinstein,Nay,20
NE Deb Fischer,Yea,20
CO Cory Gardner,Nay,20
NY Kirsten E. Gillibrand,Nay,20
SC Lindsey Graham,Nay,20
IA Chuck Grassley,Yea,20
CA Kamala D. Harris,Not Voting,20
NH Margaret Wood Hassan,Nay,20
MO Josh Hawley,Nay,20
NM Martin Heinrich,Nay,20
HI Mazie K. Hirono,Nay,20
ND John Hoeven,Nay,20
MS Cindy Hyde-Smith,Not Voting,20
OK James M. Inhofe,Nay,20
GA Johnny Isakson,Yea,20
WI Ron Johnson,Nay,20
AL Doug Jones,Nay,20
VA Tim Kaine,Nay,20
LA John Kennedy,Yea,20
ME Angus S. King Jr.,Nay,20
MN Amy Klobuchar,Nay,20
OK James Lankford,Yea,20
VT Patrick J. Leahy,Nay,20
UT Mike Lee,Yea,20
WV Joe Manchin III,Nay,20
MA Edward J. Markey,Nay,20
KY Mitch McConnell,Nay,20
AZ Martha McSally,Nay,20
NJ Robert Menendez,Nay,20
OR Jeff Merkley,Nay,20
KS Jerry Moran,Not Voting,20
AK Lisa Murkowski,Nay,20
CT Christopher Murphy,Nay,20
WA Patty Murray,Nay,20
KY Rand Paul,Yea,20
GA David Perdue,Not Voting,20
MI Gary C. Peters,Nay,20
OH Rob Portman,Nay,20
RI Jack Reed,Nay,20
ID James E. Risch,Yea,20
KS Pat Roberts,Nay,20
UT Mitt Romney,Yea,20
NV Jacky Rosen,Nay,20
SD Mike Rounds,Nay,20
FL Marco Rubio,Nay,20
VT Bernard Sanders,Not Voting,20
NE Ben Sasse,Yea,20
HI Brian Schatz,Nay,20
NY Charles E. Schumer,Nay,20
FL Rick Scott,Nay,20
SC Tim Scott,Yea,20
NH Jeanne Shaheen,Nay,20
AL Richard C. Shelby,Yea,20
AZ Kyrsten Sinema,Nay,20
MN Tina Smith,Nay,20
MI Debbie Stabenow,Nay,20
AK Dan Sullivan,Nay,20
MT Jon Tester,Nay,20
SD John Thune,Nay,20
NC Thom Tillis,Yea,20
PA Patrick J. Toomey,Yea,20
NM Tom Udall,Nay,20
MD Chris Van Hollen,Nay,20
VA Mark R. Warner,Nay,20
MA Elizabeth Warren,Not Voting,20
RI Sheldon Whitehouse,Nay,20
MS Roger F. Wicker,Nay,20
OR Ron Wyden,Nay,20
IN Todd Young,Nay,20
TN Lamar Alexander,Yea,21
WI Tammy Baldwin,Yea,21
WY John Barrasso,Yea,21
CO Michael F. Bennet,Yea,21
TN Marsha Blackburn,Yea,21
CT Richard Blumenthal,Yea,21
MO Roy Blunt,Yea,21
NJ Cory A. Booker,Yea,21
AR John Boozman,Yea,21
IN Mike Braun,Yea,21
OH Sherrod Brown,Yea,21
NC Richard Burr,Yea,21
WA Maria Cantwell,Yea,21
WV Shelley Moore Capito,Yea,21
MD Benjamin L. Cardin,Yea,21
DE Thomas R. Carper,Yea,21
PA Robert P. Casey Jr.,Yea,21
LA Bill Cassidy,Yea,21
ME Susan M. Collins,Yea,21
DE Christopher A. Coons,Yea,21
TX John Cornyn,Yea,21
NV Catherine Cortez Masto,Yea,21
AR Tom Cotton,Yea,21
ND Kevin Cramer,Yea,21
ID Mike Crapo,Yea,21
TX Ted Cruz,Yea,21
MT Steve Daines,Yea,21
IL Tammy Duckworth,Yea,21
IL Richard J. Durbin,Yea,21
WY Michael B. Enzi,Yea,21
IA Joni Ernst,Yea,21
CA Dianne Feinstein,Yea,21
NE Deb Fischer,Yea,21
CO Cory Gardner,Yea,21
NY Kirsten E. Gillibrand,Yea,21
SC Lindsey Graham,Yea,21
IA Chuck Grassley,Yea,21
CA Kamala D. Harris,Yea,21
NH Margaret Wood Hassan,Yea,21
MO Josh Hawley,Yea,21
NM Martin Heinrich,Yea,21
HI Mazie K. Hirono,Yea,21
ND John Hoeven,Yea,21
MS Cindy Hyde-Smith,Yea,21
OK James M. Inhofe,Not Voting,21
GA Johnny Isakson,Yea,21
WI Ron Johnson,Yea,21
AL Doug Jones,Yea,21
VA Tim Kaine,Yea,21
LA John Kennedy,Yea,21
ME Angus S. King Jr.,Yea,21
MN Amy Klobuchar,Yea,21
OK James Lankford,Yea,21
VT Patrick J. Leahy,Yea,21
UT Mike Lee,Yea,21
WV Joe Manchin III,Yea,21
MA Edward J. Markey,Yea,21
KY Mitch McConnell,Yea,21
AZ Martha McSally,Yea,21
NJ Robert Menendez,Yea,21
OR Jeff Merkley,Yea,21
KS Jerry Moran,Yea,21
AK Lisa Murkowski,Yea,21
CT Christopher Murphy,Yea,21
WA Patty Murray,Yea,21
KY Rand Paul,Nay,21
GA David Perdue,Yea,21
MI Gary C. Peters,Yea,21
OH Rob Portman,Yea,21
RI Jack Reed,Yea,21
ID James E. Risch,Yea,21
KS Pat Roberts,Yea,21
UT Mitt Romney,Yea,21
NV Jacky Rosen,Yea,21
SD Mike Rounds,Not Voting,21
FL Marco Rubio,Yea,21
VT Bernard Sanders,Yea,21
NE Ben Sasse,Yea,21
HI Brian Schatz,Yea,21
NY Charles E. Schumer,Yea,21
FL Rick Scott,Yea,21
SC Tim Scott,Yea,21
NH Jeanne Shaheen,Yea,21
AL Richard C. Shelby,Yea,21
AZ Kyrsten Sinema,Yea,21
MN Tina Smith,Yea,21
MI Debbie Stabenow,Yea,21
AK Dan Sullivan,Yea,21
MT Jon Tester,Yea,21
SD John Thune,Yea,21
NC Thom Tillis,Yea,21
PA Patrick J. Toomey,Yea,21
NM Tom Udall,Yea,21
MD Chris Van Hollen,Yea,21
VA Mark R. Warner,Yea,21
MA Elizabeth Warren,Yea,21
RI Sheldon Whitehouse,Yea,21
MS Roger F. Wicker,Yea,21
OR Ron Wyden,Yea,21
IN Todd Young,Yea,21
TN Lamar Alexander,Nay,22
WI Tammy Baldwin,Yea,22
WY John Barrasso,Nay,22
CO Michael F. Bennet,Not Voting,22
TN Marsha Blackburn,Nay,22
CT Richard Blumenthal,Yea,22
MO Roy Blunt,Nay,22
NJ Cory A. Booker,Yea,22
AR John Boozman,Nay,22
IN Mike Braun,Nay,22
OH Sherrod Brown,Yea,22
NC Richard Burr,Nay,22
WA Maria Cantwell,Yea,22
WV Shelley Moore Capito,Nay,22
MD Benjamin L. Cardin,Yea,22
DE Thomas R. Carper,Yea,22
PA Robert P. Casey Jr.,Yea,22
LA Bill Cassidy,Nay,22
ME Susan M. Collins,Yea,22
DE Christopher A. Coons,Yea,22
TX John Cornyn,Nay,22
NV Catherine Cortez Masto,Yea,22
AR Tom Cotton,Nay,22
ND Kevin Cramer,Nay,22
ID Mike Crapo,Nay,22
TX Ted Cruz,Nay,22
MT Steve Daines,Yea,22
IL Tammy Duckworth,Yea,22
IL Richard J. Durbin,Yea,22
WY Michael B. Enzi,Nay,22
IA Joni Ernst,Nay,22
CA Dianne Feinstein,Yea,22
NE Deb Fischer,Nay,22
CO Cory Gardner,Nay,22
NY Kirsten E. Gillibrand,Yea,22
SC Lindsey Graham,Nay,22
IA Chuck Grassley,Nay,22
CA Kamala D. Harris,Yea,22
NH Margaret Wood Hassan,Yea,22
MO Josh Hawley,Nay,22
NM Martin Heinrich,Yea,22
HI Mazie K. Hirono,Yea,22
ND John Hoeven,Nay,22
MS Cindy Hyde-Smith,Nay,22
OK James M. Inhofe,Nay,22
GA Johnny Isakson,Nay,22
WI Ron Johnson,Nay,22
AL Doug Jones,Yea,22
VA Tim Kaine,Yea,22
LA John Kennedy,Nay,22
ME Angus S. King Jr.,Yea,22
MN Amy Klobuchar,Yea,22
OK James Lankford,Nay,22
VT Patrick J. Leahy,Yea,22
UT Mike Lee,Yea,22
WV Joe Manchin III,Yea,22
MA Edward J. Markey,Yea,22
KY Mitch McConnell,Nay,22
AZ Martha McSally,Nay,22
NJ Robert Menendez,Yea,22
OR Jeff Merkley,Yea,22
KS Jerry Moran,Yea,22
AK Lisa Murkowski,Yea,22
CT Christopher Murphy,Yea,22
WA Patty Murray,Yea,22
KY Rand Paul,Yea,22
GA David Perdue,Nay,22
MI Gary C. Peters,Yea,22
OH Rob Portman,Nay,22
RI Jack Reed,Yea,22
ID James E. Risch,Nay,22
KS Pat Roberts,Nay,22
UT Mitt Romney,Nay,22
NV Jacky Rosen,Yea,22
SD Mike Rounds,Nay,22
FL Marco Rubio,Not Voting,22
VT Bernard Sanders,Yea,22
NE Ben Sasse,Nay,22
HI Brian Schatz,Yea,22
NY Charles E. Schumer,Yea,22
FL Rick Scott,Nay,22
SC Tim Scott,Nay,22
NH Jeanne Shaheen,Yea,22
AL Richard C. Shelby,Nay,22
AZ Kyrsten Sinema,Yea,22
MN Tina Smith,Yea,22
MI Debbie Stabenow,Yea,22
AK Dan Sullivan,Nay,22
MT Jon Tester,Yea,22
SD John Thune,Nay,22
NC Thom Tillis,Nay,22
PA Patrick J. Toomey,Nay,22
NM Tom Udall,Yea,22
MD Chris Van Hollen,Yea,22
VA Mark R. Warner,Yea,22
MA Elizabeth Warren,Yea,22
RI Sheldon Whitehouse,Yea,22
MS Roger F. Wicker,Nay,22
OR Ron Wyden,Yea,22
IN Todd Young,Yea,22
TN Lamar Alexander,Yea,23
WI Tammy Baldwin,Nay,23
WY John Barrasso,Yea,23
CO Michael F. Bennet,Nay,23
TN Marsha Blackburn,Yea,23
CT Richard Blumenthal,Nay,23
MO Roy Blunt,Yea,23
NJ Cory A. Booker,Nay,23
AR John Boozman,Yea,23
IN Mike Braun,Yea,23
OH Sherrod Brown,Nay,23
NC Richard Burr,Yea,23
WA Maria Cantwell,Nay,23
WV Shelley Moore Capito,Yea,23
MD Benjamin L. Cardin,Nay,23
DE Thomas R. Carper,Nay,23
PA Robert P. Casey Jr.,Nay,23
LA Bill Cassidy,Yea,23
ME Susan M. Collins,Yea,23
DE Christopher A. Coons,Nay,23
TX John Cornyn,Yea,23
NV Catherine Cortez Masto,Nay,23
AR Tom Cotton,Yea,23
ND Kevin Cramer,Yea,23
ID Mike Crapo,Yea,23
TX Ted Cruz,Yea,23
MT Steve Daines,Yea,23
IL Tammy Duckworth,Nay,23
IL Richard J. Durbin,Nay,23
WY Michael B. Enzi,Yea,23
IA Joni Ernst,Yea,23
CA Dianne Feinstein,Nay,23
NE Deb Fischer,Yea,23
CO Cory Gardner,Yea,23
NY Kirsten E. Gillibrand,Nay,23
SC Lindsey Graham,Yea,23
IA Chuck Grassley,Yea,23
CA Kamala D. Harris,Not Voting,23
NH Margaret Wood Hassan,Nay,23
MO Josh Hawley,Yea,23
NM Martin Heinrich,Nay,23
HI Mazie K. Hirono,Nay,23
ND John Hoeven,Yea,23
MS Cindy Hyde-Smith,Yea,23
OK James M. Inhofe,Yea,23
GA Johnny Isakson,Yea,23
WI Ron Johnson,Yea,23
AL Doug Jones,Nay,23
VA Tim Kaine,Nay,23
LA John Kennedy,Yea,23
ME Angus S. King Jr.,Nay,23
MN Amy Klobuchar,Nay,23
OK James Lankford,Yea,23
VT Patrick J. Leahy,Nay,23
UT Mike Lee,Nay,23
WV Joe Manchin III,Nay,23
MA Edward J. Markey,Nay,23
KY Mitch McConnell,Nay,23
AZ Martha McSally,Yea,23
NJ Robert Menendez,Nay,23
OR Jeff Merkley,Nay,23
KS Jerry Moran,Yea,23
AK Lisa Murkowski,Yea,23
CT Christopher Murphy,Nay,23
WA Patty Murray,Nay,23
KY Rand Paul,Yea,23
GA David Perdue,Yea,23
MI Gary C. Peters,Nay,23
OH Rob Portman,Yea,23
RI Jack Reed,Nay,23
ID James E. Risch,Yea,23
KS Pat Roberts,Yea,23
UT Mitt Romney,Yea,23
NV Jacky Rosen,Nay,23
SD Mike Rounds,Yea,23
FL Marco Rubio,Yea,23
VT Bernard Sanders,Nay,23
NE Ben Sasse,Yea,23
HI Brian Schatz,Nay,23
NY Charles E. Schumer,Nay,23
FL Rick Scott,Yea,23
SC Tim Scott,Yea,23
NH Jeanne Shaheen,Nay,23
AL Richard C. Shelby,Yea,23
AZ Kyrsten Sinema,Nay,23
MN Tina Smith,Nay,23
MI Debbie Stabenow,Nay,23
AK Dan Sullivan,Yea,23
MT Jon Tester,Nay,23
SD John Thune,Yea,23
NC Thom Tillis,Yea,23
PA Patrick J. Toomey,Yea,23
NM Tom Udall,Nay,23
MD Chris Van Hollen,Nay,23
VA Mark R. Warner,Nay,23
MA Elizabeth Warren,Nay,23
RI Sheldon Whitehouse,Nay,23
MS Roger F. Wicker,Yea,23
OR Ron Wyden,Nay,23
IN Todd Young,Yea,23
TN Lamar Alexander,Nay,24
WI Tammy Baldwin,Present,24
WY John Barrasso,Nay,24
CO Michael F. Bennet,Present,24
TN Marsha Blackburn,Nay,24
CT Richard Blumenthal,Present,24
MO Roy Blunt,Nay,24
NJ Cory A. Booker,Present,24
AR John Boozman,Nay,24
IN Mike Braun,Nay,24
OH Sherrod Brown,Present,24
NC Richard Burr,Nay,24
WA Maria Cantwell,Present,24
WV Shelley Moore Capito,Nay,24
MD Benjamin L. Cardin,Present,24
DE Thomas R. Carper,Present,24
PA Robert P. Casey Jr.,Present,24
LA Bill Cassidy,Nay,24
ME Susan M. Collins,Nay,24
DE Christopher A. Coons,Present,24
TX John Cornyn,Nay,24
NV Catherine Cortez Masto,Present,24
AR Tom Cotton,Nay,24
ND Kevin Cramer,Nay,24
ID Mike Crapo,Nay,24
TX Ted Cruz,Nay,24
MT Steve Daines,Nay,24
IL Tammy Duckworth,Present,24
IL Richard J. Durbin,Present,24
WY Michael B. Enzi,Nay,24
IA Joni Ernst,Nay,24
CA Dianne Feinstein,Present,24
NE Deb Fischer,Nay,24
CO Cory Gardner,Nay,24
NY Kirsten E. Gillibrand,Present,24
SC Lindsey Graham,Nay,24
IA Chuck Grassley,Nay,24
CA Kamala D. Harris,Present,24
NH Margaret Wood Hassan,Present,24
MO Josh Hawley,Nay,24
NM Martin Heinrich,Present,24
HI Mazie K. Hirono,Present,24
ND John Hoeven,Nay,24
MS Cindy Hyde-Smith,Nay,24
OK James M. Inhofe,Nay,24
GA Johnny Isakson,Nay,24
WI Ron Johnson,Nay,24
AL Doug Jones,Nay,24
VA Tim Kaine,Present,24
LA John Kennedy,Nay,24
ME Angus S. King Jr.,Nay,24
MN Amy Klobuchar,Present,24
OK James Lankford,Nay,24
VT Patrick J. Leahy,Present,24
UT Mike Lee,Nay,24
WV Joe Manchin III,Nay,24
MA Edward J. Markey,Present,24
KY Mitch McConnell,Nay,24
AZ Martha McSally,Nay,24
NJ Robert Menendez,Present,24
OR Jeff Merkley,Present,24
KS Jerry Moran,Nay,24
AK Lisa Murkowski,Nay,24
CT Christopher Murphy,Present,24
WA Patty Murray,Present,24
KY Rand Paul,Nay,24
GA David Perdue,Nay,24
MI Gary C. Peters,Present,24
OH Rob Portman,Nay,24
RI Jack Reed,Present,24
ID James E. Risch,Nay,24
KS Pat Roberts,Nay,24
UT Mitt Romney,Nay,24
NV Jacky Rosen,Present,24
SD Mike Rounds,Nay,24
FL Marco Rubio,Nay,24
VT Bernard Sanders,Present,24
NE Ben Sasse,Nay,24
HI Brian Schatz,Present,24
NY Charles E. Schumer,Present,24
FL Rick Scott,Nay,24
SC Tim Scott,Nay,24
NH Jeanne Shaheen,Present,24
AL Richard C. Shelby,Nay,24
AZ Kyrsten Sinema,Nay,24
MN Tina Smith,Present,24
MI Debbie Stabenow,Present,24
AK Dan Sullivan,Nay,24
MT Jon Tester,Present,24
SD John Thune,Nay,24
NC Thom Tillis,Nay,24
PA Patrick J. Toomey,Nay,24
NM Tom Udall,Present,24
MD Chris Van Hollen,Present,24
VA Mark R. Warner,Present,24
MA Elizabeth Warren,Present,24
RI Sheldon Whitehouse,Present,24
MS Roger F. Wicker,Nay,24
OR Ron Wyden,Present,24
IN Todd Young,Nay,24
TN Lamar Alexander,Nay,25
WI Tammy Baldwin,Yea,25
WY John Barrasso,Nay,25
CO Michael F. Bennet,Yea,25
TN Marsha Blackburn,Nay,25
CT Richard Blumenthal,Yea,25
MO Roy Blunt,Nay,25
NJ Cory A. Booker,Yea,25
AR John Boozman,Nay,25
IN Mike Braun,Nay,25
OH Sherrod Brown,Yea,25
NC Richard Burr,Nay,25
WA Maria Cantwell,Yea,25
WV Shelley Moore Capito,Nay,25
MD Benjamin L. Cardin,Yea,25
DE Thomas R. Carper,Yea,25
PA Robert P. Casey Jr.,Yea,25
LA Bill Cassidy,Nay,25
ME Susan M. Collins,Yea,25
DE Christopher A. Coons,Yea,25
TX John Cornyn,Nay,25
NV Catherine Cortez Masto,Yea,25
AR Tom Cotton,Nay,25
ND Kevin Cramer,Nay,25
ID Mike Crapo,Nay,25
TX Ted Cruz,Nay,25
MT Steve Daines,Yea,25
IL Tammy Duckworth,Yea,25
IL Richard J. Durbin,Yea,25
WY Michael B. Enzi,Nay,25
IA Joni Ernst,Nay,25
CA Dianne Feinstein,Yea,25
NE Deb Fischer,Nay,25
CO Cory Gardner,Nay,25
NY Kirsten E. Gillibrand,Yea,25
SC Lindsey Graham,Nay,25
IA Chuck Grassley,Nay,25
CA Kamala D. Harris,Yea,25
NH Margaret Wood Hassan,Yea,25
MO Josh Hawley,Nay,25
NM Martin Heinrich,Yea,25
HI Mazie K. Hirono,Yea,25
ND John Hoeven,Nay,25
MS Cindy Hyde-Smith,Nay,25
OK James M. Inhofe,Nay,25
GA Johnny Isakson,Nay,25
WI Ron Johnson,Nay,25
AL Doug Jones,Yea,25
VA Tim Kaine,Yea,25
LA John Kennedy,Nay,25
ME Angus S. King Jr.,Yea,25
MN Amy Klobuchar,Yea,25
OK James Lankford,Nay,25
VT Patrick J. Leahy,Yea,25
UT Mike Lee,Yea,25
WV Joe Manchin III,Yea,25
MA Edward J. Markey,Yea,25
KY Mitch McConnell,Nay,25
AZ Martha McSally,Nay,25
NJ Robert Menendez,Yea,25
OR Jeff Merkley,Yea,25
KS Jerry Moran,Yea,25
AK Lisa Murkowski,Yea,25
CT Christopher Murphy,Yea,25
WA Patty Murray,Yea,25
KY Rand Paul,Yea,25
GA David Perdue,Nay,25
MI Gary C. Peters,Yea,25
OH Rob Portman,Nay,25
RI Jack Reed,Yea,25
ID James E. Risch,Nay,25
KS Pat Roberts,Nay,25
UT Mitt Romney,Nay,25
NV Jacky Rosen,Yea,25
SD Mike Rounds,Nay,25
FL Marco Rubio,Nay,25
VT Bernard Sanders,Yea,25
NE Ben Sasse,Nay,25
HI Brian Schatz,Yea,25
NY Charles E. Schumer,Yea,25
FL Rick Scott,Nay,25
SC Tim Scott,Nay,25
NH Jeanne Shaheen,Yea,25
AL Richard C. Shelby,Nay,25
AZ Kyrsten Sinema,Yea,25
MN Tina Smith,Yea,25
MI Debbie Stabenow,Yea,25
AK Dan Sullivan,Nay,25
MT Jon Tester,Yea,25
SD John Thune,Nay,25
NC Thom Tillis,Nay,25
PA Patrick J. Toomey,Nay,25
NM Tom Udall,Yea,25
MD Chris Van Hollen,Yea,25
VA Mark R. Warner,Yea,25
MA Elizabeth Warren,Yea,25
RI Sheldon Whitehouse,Yea,25
MS Roger F. Wicker,Nay,25
OR Ron Wyden,Yea,25
IN Todd Young,Yea,25
TN Lamar Alexander,Yea,26
WI Tammy Baldwin,Nay,26
WY John Barrasso,Yea,26
CO Michael F. Bennet,Nay,26
TN Marsha Blackburn,Yea,26
CT Richard Blumenthal,Nay,26
MO Roy Blunt,Yea,26
NJ Cory A. Booker,Nay,26
AR John Boozman,Yea,26
IN Mike Braun,Yea,26
OH Sherrod Brown,Nay,26
NC Richard Burr,Yea,26
WA Maria Cantwell,Nay,26
WV Shelley Moore Capito,Yea,26
MD Benjamin L. Cardin,Nay,26
DE Thomas R. Carper,Nay,26
PA Robert P. Casey Jr.,Yea,26
LA Bill Cassidy,Yea,26
ME Susan M. Collins,Yea,26
DE Christopher A. Coons,Nay,26
TX John Cornyn,Yea,26
NV Catherine Cortez Masto,Nay,26
AR Tom Cotton,Yea,26
ND Kevin Cramer,Not Voting,26
ID Mike Crapo,Yea,26
TX Ted Cruz,Yea,26
MT Steve Daines,Yea,26
IL Tammy Duckworth,Nay,26
IL Richard J. Durbin,Nay,26
WY Michael B. Enzi,Yea,26
IA Joni Ernst,Yea,26
CA Dianne Feinstein,Nay,26
NE Deb Fischer,Yea,26
CO Cory Gardner,Yea,26
NY Kirsten E. Gillibrand,Nay,26
SC Lindsey Graham,Yea,26
IA Chuck Grassley,Yea,26
CA Kamala D. Harris,Nay,26
NH Margaret Wood Hassan,Nay,26
MO Josh Hawley,Yea,26
NM Martin Heinrich,Nay,26
HI Mazie K. Hirono,Nay,26
ND John Hoeven,Yea,26
MS Cindy Hyde-Smith,Yea,26
OK James M. Inhofe,Yea,26
GA Johnny Isakson,Yea,26
WI Ron Johnson,Yea,26
AL Doug Jones,Yea,26
VA Tim Kaine,Nay,26
LA John Kennedy,Yea,26
ME Angus S. King Jr.,Nay,26
MN Amy Klobuchar,Nay,26
OK James Lankford,Yea,26
VT Patrick J. Leahy,Nay,26
UT Mike Lee,Yea,26
WV Joe Manchin III,Yea,26
MA Edward J. Markey,Nay,26
KY Mitch McConnell,Yea,26
AZ Martha McSally,Yea,26
NJ Robert Menendez,Nay,26
OR Jeff Merkley,Nay,26
KS Jerry Moran,Yea,26
AK Lisa Murkowski,Not Voting,26
CT Christopher Murphy,Nay,26
WA Patty Murray,Nay,26
KY Rand Paul,Yea,26
GA David Perdue,Yea,26
MI Gary C. Peters,Nay,26
OH Rob Portman,Yea,26
RI Jack Reed,Nay,26
ID James E. Risch,Yea,26
KS Pat Roberts,Yea,26
UT Mitt Romney,Yea,26
NV Jacky Rosen,Nay,26
SD Mike Rounds,Yea,26
FL Marco Rubio,Yea,26
VT Bernard Sanders,Nay,26
NE Ben Sasse,Yea,26
HI Brian Schatz,Nay,26
NY Charles E. Schumer,Nay,26
FL Rick Scott,Yea,26
SC Tim Scott,Not Voting,26
NH Jeanne Shaheen,Nay,26
AL Richard C. Shelby,Yea,26
AZ Kyrsten Sinema,Nay,26
MN Tina Smith,Nay,26
MI Debbie Stabenow,Nay,26
AK Dan Sullivan,Yea,26
MT Jon Tester,Nay,26
SD John Thune,Yea,26
NC Thom Tillis,Yea,26
PA Patrick J. Toomey,Yea,26
NM Tom Udall,Nay,26
MD Chris Van Hollen,Nay,26
VA Mark R. Warner,Nay,26
MA Elizabeth Warren,Nay,26
RI Sheldon Whitehouse,Nay,26
MS Roger F. Wicker,Yea,26
OR Ron Wyden,Nay,26
IN Todd Young,Yea,26
TN Lamar Alexander,Yea,27
WI Tammy Baldwin,Yea,27
WY John Barrasso,Yea,27
CO Michael F. Bennet,Yea,27
TN Marsha Blackburn,Yea,27
CT Richard Blumenthal,Yea,27
MO Roy Blunt,Yea,27
NJ Cory A. Booker,Yea,27
AR John Boozman,Yea,27
IN Mike Braun,Yea,27
OH Sherrod Brown,Yea,27
NC Richard Burr,Yea,27
WA Maria Cantwell,Yea,27
WV Shelley Moore Capito,Yea,27
MD Benjamin L. Cardin,Yea,27
DE Thomas R. Carper,Yea,27
PA Robert P. Casey Jr.,Yea,27
LA Bill Cassidy,Yea,27
ME Susan M. Collins,Yea,27
DE Christopher A. Coons,Yea,27
TX John Cornyn,Yea,27
NV Catherine Cortez Masto,Yea,27
AR Tom Cotton,Yea,27
ND Kevin Cramer,Yea,27
ID Mike Crapo,Yea,27
TX Ted Cruz,Nay,27
MT Steve Daines,Yea,27
IL Tammy Duckworth,Yea,27
IL Richard J. Durbin,Yea,27
WY Michael B. Enzi,Yea,27
IA Joni Ernst,Yea,27
CA Dianne Feinstein,Yea,27
NE Deb Fischer,Yea,27
CO Cory Gardner,Yea,27
NY Kirsten E. Gillibrand,Yea,27
SC Lindsey Graham,Yea,27
IA Chuck Grassley,Yea,27
CA Kamala D. Harris,Yea,27
NH Margaret Wood Hassan,Yea,27
MO Josh Hawley,Yea,27
NM Martin Heinrich,Yea,27
HI Mazie K. Hirono,Yea,27
ND John Hoeven,Yea,27
MS Cindy Hyde-Smith,Yea,27
OK James M. Inhofe,Nay,27
GA Johnny Isakson,Yea,27
WI Ron Johnson,Nay,27
AL Doug Jones,Yea,27
VA Tim Kaine,Yea,27
LA John Kennedy,Yea,27
ME Angus S. King Jr.,Yea,27
MN Amy Klobuchar,Yea,27
OK James Lankford,Nay,27
VT Patrick J. Leahy,Yea,27
UT Mike Lee,Nay,27
WV Joe Manchin III,Yea,27
MA Edward J. Markey,Yea,27
KY Mitch McConnell,Yea,27
AZ Martha McSally,Yea,27
NJ Robert Menendez,Yea,27
OR Jeff Merkley,Yea,27
KS Jerry Moran,Yea,27
AK Lisa Murkowski,Yea,27
CT Christopher Murphy,Yea,27
WA Patty Murray,Yea,27
KY Rand Paul,Nay,27
GA David Perdue,Yea,27
MI Gary C. Peters,Yea,27
OH Rob Portman,Yea,27
RI Jack Reed,Yea,27
ID James E. Risch,Yea,27
KS Pat Roberts,Yea,27
UT Mitt Romney,Yea,27
NV Jacky Rosen,Yea,27
SD Mike Rounds,Yea,27
FL Marco Rubio,Yea,27
VT Bernard Sanders,Yea,27
NE Ben Sasse,Nay,27
HI Brian Schatz,Yea,27
NY Charles E. Schumer,Yea,27
FL Rick Scott,Yea,27
SC Tim Scott,Yea,27
NH Jeanne Shaheen,Yea,27
AL Richard C. Shelby,Yea,27
AZ Kyrsten Sinema,Yea,27
MN Tina Smith,Yea,27
MI Debbie Stabenow,Yea,27
AK Dan Sullivan,Yea,27
MT Jon Tester,Yea,27
SD John Thune,Yea,27
