0.5870075783	shen
0.5869260718	learning
0.5864580512	setexpanfull
0.5864174338	wang
0.5820004858	target
0.5820004858	ranking
0.5819400785	pte
0.5795810455	pre
0.5788397271	mmap
0.5766200065	expanded
0.5761666667	_ _
0.5760695798	table
0.5706631232	−
0.5701400948	types
0.5683824396	city
0.5678751659	ft
0.5678751659	fig
0.5678751659	figure
0.5678751659	finally
0.5665747383	similar
0.5644303026	text
0.5633839083	corpus
0.5621315116	map
0.5606838042	evaluation
0.5606838042	research
0.5602724137	rank
0.5601045125	denoised
0.5571666667	recall 0.0 0.2 0.4
0.5544267675	multiple
0.5544267675	average
0.5541666667	pte word2vec egoset seisa setexpan re
0.5538308261	framework
0.5538308261	bootstrapping
0.5535307985	iteration
0.5527509060	corpora
0.5527013644	negative
0.5526666667	texas and _ _
0.5525000000	map @ 10
0.5516925366	cs
0.5512757775	final
0.5509147287	performance
0.5508327883	select
0.5502701017	results
0.5502701017	query
0.5501450757	grained
0.5493164814	datasets
0.5489299080	word2vec
0.5487611317	parameter
0.5487611317	algorithm
0.5485000000	map @ 50
0.5485000000	map @ 20
0.5475000000	f ∗
0.5455775146	candidate
0.5455000000	set f
0.5454713303	experiments
0.5454713303	finding
0.5454679082	classes
0.5443299801	queries
0.5443299801	iterative
0.5443299801	hormone
0.5443299801	∑
0.5443299801	subset
0.5440000000	pre ranked entity
0.5408824164	precision
0.5408824164	related
0.5396666667	currently expanded
0.5375060296	contexts
0.5372289092	add
0.5372289092	sets
0.5364586520	input
0.5356666667	et al
0.5352996682	pages
0.5352996682	increases
0.5352996682	paper
0.5352996682	calculate
0.5352996682	achieve
0.5352996682	noisy
0.5351161767	class
0.5350000000	0.0 0.2 0.4
0.5349199171	entities
0.5346638720	log
0.5346638720	clustering
0.5346638720	words
0.5346638720	carefully
0.5346638720	bootstrapped
0.5346638720	general
0.5346638720	specific
0.5346638720	position
0.5346638720	expand
0.5346638720	label
0.5346638720	scored
0.5346638720	iterations
0.5346638720	high
0.5346638720	sense
0.5346638720	introduce
0.5346638720	outperforms
0.5346638720	calculating
0.5346638720	propose
0.5341795196	selection
0.5334978094	proposed
0.5331273416	quality
0.5325683931	list
0.5299679341	similarity
0.5298242177	patterns
0.5283503358	score
0.5279400066	approaches
0.5279400066	previous
0.5271816295	α
0.5271816295	type
0.5271816295	extracted
0.5271816295	study
0.5268900405	noise
0.5268900405	parameters
0.5268900405	process
0.5268900405	examples
0.5268900405	scoring
0.5268900405	extract
0.5250000000	context feature set f
0.5248333333	usa us state of _ _
0.5241666667	iteration 3
0.5236442271	ensemble
0.5230514635	problem
0.5226453075	feature
0.5225000000	mmap scores of
0.5220554372	pattern
0.5218333333	entity list
0.5211666667	ranked list of
0.5209019925	methods
0.5184492230	mrr
0.5165000000	feature set f
0.5161576340	ei
0.5142096749	_
0.5117609564	ranked
0.5114314282	–
0.5103333333	each dataset
0.5084042298	expansion
0.5078902062	method
0.5076666667	iteration 2
0.5068333333	this approach
0.5024597699	context
0.5003333333	0.6 0.8 1.0 m
0.4994735605	based
0.4941666667	+ 1
0.4939991340	features
0.4939469061	entity
0.4936985007	selected
0.4897875044	set
0.4895000000	setexpan re setexpan cs setexpan full
0.4858333333	0.0 0.2 0.4 0.6 0.8 1.0
0.4858333333	0.6 0.8 1.0 pr ec
0.4843333333	a p @ 50
0.4835000000	such as
0.4831666667	each candidate entity
0.4821666667	setexpan −
0.4748333333	bottom 3
0.4720000000	based on
0.4688333333	the target semantic class
0.4613333333	us state of
0.4578333333	setexpan cs setexpan full
0.4576666667	top 3
0.4481666667	top ranked
0.4463333333	similarity with
0.4445000000	setexpan − cs
0.4421666667	each iteration
0.4401666667	number of
0.4368333333	1 + 1
0.4331666667	| x
0.4326666667	| f
0.4325000000	+ 1 + 1
0.4308333333	state of
0.4275000000	the same semantic class
0.4101666667	set of
0.4088333333	want to
0.3980000000	feature set
0.3960000000	the expanded set
0.3906666667	context feature set
0.3893333333	1 +
0.3883333333	= 1
0.3821666667	each entity
0.3815000000	due to
0.3801666667	entities in
0.3786666667	us state of _ _
0.3773333333	the number
0.3715000000	1 3
0.3714499363	us
0.3707094288	n
0.3665000000	1 2
0.3631797595	bottom
0.3571666667	1 1
0.3568333333	the following
0.3563333333	1 1 + 1
0.3560550487	y
0.3470617613	0.6
0.3452360008	p
0.3452360008	m
0.3446666667	of context features
0.3376666667	for example
0.3368333333	the _ _
0.3367229536	q
0.3366666667	lists and
0.3348333333	size of
0.3346634548	s
0.3344664514	then
0.3339832711	z
0.3333333333	t =
0.3329821315	such
0.3322864167	20
0.3295000000	the number of
0.3276666667	apr and
0.3260837425	setexpan
0.3260499496	10
0.3258950663	following
0.3224827425	example
0.3210000000	a p
0.3206269316	same
0.3201827398	full
0.3201319501	|
0.3191666667	to obtain
0.3171124221	w
0.3165346462	1.0
0.3165346462	0.8
0.3165346462	0.4
0.3162297932	x
0.3146748685	re
0.3135776863	however
0.3120287146	50
0.3118579055	top
0.3117620473	j
0.3113013129	@
0.3107521321	f
0.3066387395	thus
0.3056790929	i
0.3053198515	=
0.3039000596	these
0.3036666667	entities into
0.3019507021	after
0.3014247839	if
0.3005638181	mean
0.3000526841	k
0.2996260409	between
0.2996260409	show
0.2967965297	1.000
0.2967965297	16
0.2967965297	11
0.2967965297	has
0.2967965297	over
0.2967965297	17
0.2967965297	novel
0.2967965297	15
0.2967965297	13
0.2963058495	work
0.2963058495	while
0.2952291231	also
0.2949651775	d
0.2949234878	given
0.2932046143	only
0.2932046143	three
0.2932046143	system
0.2931649527	when
0.2931649527	2015
0.2931649527	because
0.2931649527	9
0.2928730717	b
0.2923333333	selected context
0.2921693202	without
0.2912045146	using
0.2910532900	each
0.2907095463	under
0.2900591961	7
0.2900591961	most
0.2900591961	different
0.2900591961	where
0.2900591961	8
0.2900339041	two
0.2900000000	the web
0.2883025041	6
0.2883025041	have
0.2883025041	their
0.2878354031	first
0.2872141490	much
0.2872141490	find
0.2872141490	further
0.2872141490	may
0.2864858374	21
0.2864858374	some
0.2864858374	they
0.2864858374	good
0.2856840463	other
0.2849243723	more
0.2842173796	or
0.2842173796	use
0.2842173796	its
0.2842173796	not
0.2842173796	used
0.2830000000	and j
0.2822471084	5
0.2791310691	by
0.2783220089	it
0.2773689959	r
0.2773333333	and then
0.2771080875	one
0.2765266819	from
0.2760138614	all
0.2758439864	into
0.2757563153	3
0.2757274940	which
0.2755355081	on
0.2752770245	t
0.2751893131	at
0.2751893131	our
0.2750008823	the
0.2742182091	c
0.2741979110	will
0.2733168636	we
0.2732777580	1
0.2726535631	an
0.2722903757	of
0.2717212121	e
0.2712359993	be
0.2706610447	and
0.2703229559	can
0.2693333333	the performance
0.2688101353	are
0.2688101353	that
0.2659665670	is
0.2626434337	this
0.2588730831	4
0.2562472437	as
0.2561772179	in
0.2534360042	for
0.2509299139	2
0.2466666667	an entity
0.2466536362	a
0.2438132908	with
0.2433969964	to
0.2366666667	entities and
0.2266666667	list of
0.2221666667	the same
0.2153333333	the semantic
0.2126666667	the entity
0.2126666667	the similarity
0.1980000000	of entity
0.1766666667	the target
0.1756666667	of context
0.1540000000	set x
0.1466666667	for entity
0.1403333333	of _ _
