0.8616666667	bipartite graph
0.8108333333	data model
0.8033333333	entity intrusion
0.7406666667	semantic drift
0.7319132600	california
0.7310000000	pubmed cvd
0.7304870432	texas
0.7191666667	grained types
0.7146666667	io n pte word2vec egoset seisa
0.7143333333	skip gram
0.7070000000	ranked lists
0.7065295396	act
0.6991666667	candidate entities
0.6975000000	free text
0.6928333333	expanded set
0.6921666667	entity set
0.6901666667	context dependent similarity
0.6870000000	ranking based ensemble
0.6825000000	selection step
0.6805000000	pay _ _ sale tax
0.6758333333	entity selection
0.6751666667	coarse grained
0.6741666667	ranking based
0.6718333333	… iteration
0.6714803166	florida
0.6706047861	usa
0.6701666667	corpus based
0.6688333333	text corpora
0.6685000000	seed entities
0.6681666667	skip grams
0.6643333333	ranked entity list
0.6629760801	apr
0.6604757972	ontario
0.6555000000	corpus based set expansion
0.6551666667	rank ensemble
0.6546666667	ranked list
0.6541956344	arizona
0.6523045810	free
0.6521666667	unsupervised ranking based ensemble
0.6509428844	pubmed
0.6483116765	illinois
0.6415475904	scores
0.6413333333	set expansion
0.6398333333	semantic classes
0.6395000000	pre ranked
0.6361666667	bipartite graph data model
0.6355000000	distributional similarity
0.6353333333	candidate entity
0.6346996413	data
0.6345564684	graph
0.6345564684	size
0.6326580910	model
0.6320685286	information
0.6318333333	skip gram features
0.6293514701	user
0.6293514701	search
0.6241473123	obtain
0.6233627499	lists
0.6233627499	…
0.6201093929	approach
0.6189004638	dataset
0.6161163720	egoset
0.6136914801	case
0.6121216618	acm
0.6098333333	context feature
0.6087654373	extraction
0.6078333333	seed set
0.6064162629	unsupervised
0.6054071013	distributional
0.6047176297	pay
0.6038333333	semantic class
0.6036214994	web
0.6014990046	seisa
0.6011666667	context feature selection
0.6011138651	shang
0.6011138651	wu
0.6001666667	iteration 1
0.5959629013	chen
0.5954048271	wiki
0.5932540884	ren
0.5921666667	context features
0.5916671631	seed
0.5898333333	pre ranked entity list
0.5881018420	semantic
0.5876566277	han
0.5870075783	lei
